"¤é´Á","´ú¯¸","´ú¶µ","00","01","02","03","04","05","06","07","08","09","10","11","12","13","14","15","16","17","18","19","20","21","22","23"
"2018/01/22","«í¬K","PM10",20,24,37,59,74,78,88,96,65,32,26,22,21,26,36,40,38,43,44,32,21,17,20,21
"2018/01/22","«í¬K","SO2",2.8,0.8,1.6,2.3,2.6,3.6,2.5,0.5,NA,0.9,0.5,-0.1,0.3,0.3,0.6,-0.1,0.2,0.2,0.5,1.4,1,0.7,0.2,0.4
"2018/01/23","«í¬K","CO",0.32,0.32,0.31,0.3,0.29,0.28,0.28,0.26,NA,0.23,0.22,NA,NA,NA,0.21,0.21,0.2,0.2,NA,NA,0.2,0.19,0.21,0.21
"2018/01/23","«í¬K","NOx",2.5,2.6,2.7,2.4,2.5,2.5,2.4,2.5,2.3,2.5,2.5,1.8,NA,NA,NA,0.6,0.6,1,2.1,NA,2,2.1,2.4,2.3
"2018/01/23","«í¬K","O3",56,54,54,54,53,53,53,52,51,52,54,54,NA,NA,55,50,51,52,52,NA,51,51,48,46
"2018/01/23","«í¬K","PM10",20,21,24,23,20,19,17,21,22,19,19,22,21,21,NA,32,NA,32,NA,37,33,28,28,30
"2018/01/23","«í¬K","SO2",1,1,0.8,1.4,1.3,1.3,1.4,3,3,1.6,0.9,0.2,NA,NA,-0.4,-0.1,0.2,0.4,1.7,NA,1.8,2.2,2.6,2.8
"2018/01/24","«í¬K","CO",0.2,0.21,0.21,0.21,0.22,0.22,0.21,0.22,0.22,0.25,0.28,0.29,0.3,0.3,0.3,0.3,0.29,0.28,0.28,0.28,0.28,0.28,0.27,0.28
"2018/01/24","«í¬K","NOx",2.4,2.3,2.3,2.3,2.2,1.9,2.3,2.3,2.2,2.6,2.6,2.4,2.3,2.1,2.3,2.4,2.2,2.4,2.4,2.2,2.3,2.3,2.2,2.3
"2018/01/24","«í¬K","O3",47,46,44,44,44,41,40,42,43,46,49,50,51,51,51,52,51,50,50,50,50,48,49,48
"2018/01/24","«í¬K","PM10",32,31,26,29,30,23,26,31,29,26,28,30,32,35,33,30,30,31,32,33,29,29,23,19
"2018/01/24","«í¬K","SO2",3.6,3.4,3.1,2.8,2.6,2.9,3.3,3.2,2.8,NA,0.5,0.7,0.5,0.6,0.4,0.4,0,0.2,-0.1,-0.1,0.6,0.1,0.1,0.2
"2018/01/25","«í¬K","CO",0.28,0.27,0.27,0.26,0.26,0.25,0.25,0.25,0.24,0.25,0.24,0.23,0.23,0.21,0.21,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.19
"2018/01/25","«í¬K","NOx",2.4,2.2,2.2,2.1,2.1,2.2,2.3,2.4,2.3,2.4,2.5,2.3,2.3,2.2,2.1,2.1,2.1,2.2,2.1,1.9,2.1,2.2,2,2.2
"2018/01/25","«í¬K","O3",47,46,45,45,45,44,44,45,45,45,46,47,48,48,48,48,48,48,47,46,45,45,44,42
"2018/01/25","«í¬K","PM10",22,22,19,22,25,26,26,23,22,23,25,26,23,21,20,22,25,27,24,21,23,20,20,26
"2018/01/25","«í¬K","SO2",0.2,1.3,1,1.8,1.1,0.8,0.8,0.8,0.9,0.9,0.9,1,1.2,1.2,1.2,1.3,1.3,1.6,1.4,1.9,1.3,1.1,1.5,1
"2018/01/26","«í¬K","CO",0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.17,0.16,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.15,0.14,0.15,0.15,0.16
"2018/01/26","«í¬K","NOx",2.4,3,2.6,2.4,2.4,2.4,2.5,2.6,2.6,2.7,2.6,2.4,2.4,2.3,2.1,2.1,2.1,2.1,2.2,2.3,2.1,2.1,2.3,2.3
"2018/01/26","«í¬K","O3",41,41,40,41,41,39,37,38,38,38,42,44,45,44,44,43,43,43,43,43,43,43,43,42
"2018/01/26","«í¬K","PM10",25,23,23,21,19,20,19,22,23,24,24,25,26,25,28,26,24,29,32,28,22,21,21,20
"2018/01/26","«í¬K","SO2",-0.1,1.7,1.8,2,1.9,1.9,2,1.9,2.1,2.2,2.2,2.3,2.2,2.1,1.9,2.1,1.9,1.7,1.6,1.8,1.8,1.8,2,2
"2018/01/27","«í¬K","CO",0.16,0.15,0.15,0.16,0.15,0.14,0.14,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14
"2018/01/27","«í¬K","NOx",2.3,2.1,2.4,2.4,2.3,2.3,2.4,2.3,2.4,2.5,2.5,2.1,2.2,2.3,2.4,2.3,2.3,2.1,2.1,2.3,2.4,2.4,2.4,2.3
"2018/01/27","«í¬K","O3",42,41,40,40,40,41,41,40,40,40,41,41,42,42,43,42,42,42,42,42,42,42,43,43
"2018/01/27","«í¬K","PM10",18,17,19,20,20,21,23,21,21,20,19,19,21,23,20,20,19,22,23,22,21,21,22,18
"2018/01/27","«í¬K","SO2",2.7,1.8,1.8,2,1.8,1.8,1.9,1.6,1.9,1.9,1.8,1.8,1.8,2,1.9,2,1.9,2.6,1.9,2,1.7,1.8,1.7,1.7
"2018/01/28","«í¬K","CO",0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.15,0.14,0.15,0.15,0.14,0.13,0.13,0.13,0.13,0.13,0.14,0.14,0.14,0.14,0.16,0.14,0.14
"2018/01/28","«í¬K","NOx",2.5,2.3,2.2,2.3,2.2,2.4,2.4,2.1,2.2,2,2.3,2,2.2,2.2,2.3,2.3,2.5,2.8,2.9,2.5,2.5,3,2.7,2.6
"2018/01/28","«í¬K","O3",42,41,41,40,38,37,36,36,36,35,35,36,39,40,39,38,36,33,30,28,31,37,39,39
"2018/01/28","«í¬K","PM10",17,18,19,21,21,21,22,22,22,20,20,18,16,25,30,25,20,18,20,20,16,17,17,15
"2018/01/28","«í¬K","SO2",2,0.5,0.6,0.9,0.8,1,0.9,0.8,0.9,1.4,1.3,1.9,2.1,1.8,1.7,1.5,1.2,1.5,1.1,1,1.2,1.1,1,1.9
"2018/01/29","«í¬K","CO",0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.15,0.16,0.18,0.2,0.22,0.24,0.27,0.31,0.34,0.36,0.39
"2018/01/29","«í¬K","NOx",2.5,2.3,2.5,2.4,2.5,2.3,2.2,2.2,2.3,2.2,2.4,2.5,2.3,2.4,2.5,2.3,2.4,2.5,2.6,2.6,2.6,2.9,2.9,3.1
"2018/01/29","«í¬K","O3",39,39,38,39,38,39,40,39,39,39,39,40,40,41,41,42,43,44,43,43,43,42,42,42
"2018/01/29","«í¬K","PM10",16,15,19,21,21,25,27,27,24,22,19,15,17,18,18,18,19,24,23,17,18,17,17,20
"2018/01/29","«í¬K","SO2",1.8,2.2,2.2,1.9,2.5,3.4,2.6,1.9,1.8,1.9,2.6,2,1.6,1.8,1.8,1.5,1.7,1.8,1.7,1.7,1.8,2,1.9,2
"2018/01/30","«í¬K","CO",0.41,0.41,0.41,0.4,0.38,0.36,0.35,0.32,0.28,0.26,0.24,0.23,0.21,0.2,0.13,0.16,0.16,0.15,0.15,0.14,0.15,0.15,0.15,0.15
"2018/01/30","«í¬K","NOx",3,2.6,2.4,2.3,2.3,2.2,2.2,2.1,2.1,2.2,2.1,2.1,2.2,1.9,2.1,1.9,1.6,1.7,1.8,1.7,1.7,2,2,2
"2018/01/30","«í¬K","O3",41,41,40,41,41,40,39,39,40,42,41,42,45,46,48,48,47,46,46,46,45,43,42,41
