"¤é´Á","´ú¯¸","´ú¶µ","00","01","02","03","04","05","06","07","08","09","10","11","12","13","14","15","16","17","18","19","20","21","22","23"
"2018/01/17","¦Á¤î","SO2",3.1,2.8,3,2.6,2.6,3.3,5.1,7.6,3.5,2.5,NA,NA,5,3.1,4.6,NA,2.5,5.2,3.5,2.2,2.5,1.8,1.7,1.6
"2018/01/18","¦Á¤î","CO",0.19,0.2,0.21,0.2,0.2,0.21,0.25,0.3,0.3,0.29,0.29,0.31,0.29,0.26,0.26,0.26,0.3,0.35,0.45,0.34,0.3,0.3,0.29,0.28
"2018/01/18","¦Á¤î","NOx",6.2,6.5,5.6,6.7,6.3,7,12,13,15,22,NA,NA,19,12,14,13,20,23,31,16,13,12,15,15
"2018/01/18","¦Á¤î","O3",47,46,46,45,46,43,39,40,39,33,NA,35,37,43,41,41,32,29,21,37,41,44,41,40
"2018/01/18","¦Á¤î","PM10",21,24,24,27,28,22,20,21,20,21,NA,20,18,20,21,21,19,15,NA,13,11,8,5,6
"2018/01/18","¦Á¤î","SO2",2.9,0.5,0.4,0.4,0.3,0.2,0.2,0.3,0.9,1.2,NA,NA,3.7,2,1.9,0.8,0.6,7,9.2,2.4,1.3,2.6,7.3,8.1
"2018/01/19","¦Á¤î","CO",0.27,0.25,0.24,0.24,0.23,0.27,0.34,0.61,0.62,0.52,0.46,0.43,0.46,0.34,0.35,0.42,0.47,0.61,0.66,0.54,0.56,0.65,0.7,0.6
"2018/01/19","¦Á¤î","NOx",14,9.8,5.7,4.5,4.8,8.4,16,28,36,45,37,35,37,20,25,37,45,46,40,30,33,35,39,33
"2018/01/19","¦Á¤î","O3",41,42,48,51,52,46,39,29,21,15,21,21,21,36,31,21,13,12,15,22,19,15,11,16
"2018/01/19","¦Á¤î","PM10",7,6,4,5,6,6,6,5,9,11,11,14,23,25,29,35,40,42,40,42,48,54,54,49
"2018/01/19","¦Á¤î","SO2",8.4,3.9,0.8,0.5,0.4,0.4,0.4,0.7,1.5,2.1,2.2,1.8,1.9,1,0.8,1.6,1.9,1.6,2.4,4.7,3.9,3.5,4.4,3.4
"2018/01/20","¦Á¤î","CO",0.43,0.36,0.34,0.35,0.35,0.36,0.38,0.41,0.44,0.44,0.42,0.44,0.44,0.43,0.43,0.44,0.43,0.45,0.45,0.4,0.38,0.4,0.38,0.38
"2018/01/20","¦Á¤î","NOx",15,9.7,8.5,8.2,5.5,7.3,9.1,16,19,16,15,15,15,15,15,14,14,15,15,12,9.1,12,9.9,9.6
"2018/01/20","¦Á¤î","O3",32,40,43,44,51,50,49,42,37,40,43,44,44,42,42,43,42,41,40,46,49,46,49,48
"2018/01/20","¦Á¤î","PM10",38,26,28,30,30,38,38,36,36,37,34,33,40,45,47,47,42,34,28,30,29,17,16,26
"2018/01/20","¦Á¤î","SO2",1.5,3.5,4.6,3.9,1.3,1.4,1.3,2.8,1.7,1,1.3,0.9,1,2.2,2.2,2.9,2.5,2,1.9,1,1.4,1.2,1.1,1.2
"2018/01/21","¦Á¤î","CO",0.36,0.35,0.34,0.31,0.28,0.27,0.3,0.31,0.33,0.39,0.37,0.39,0.34,0.34,0.39,0.35,0.4,0.44,0.41,0.63,0.59,0.61,0.77,1.01
"2018/01/21","¦Á¤î","NOx",8.4,7.3,7.4,7.3,6.9,8.1,6.4,9.8,13,14,13,12,9,11,15,15,17,24,21,32,28,32,36,48
"2018/01/21","¦Á¤î","O3",49,50,48,48,50,49,50,46,43,41,43,43,45,41,36,36,32,25,26,14,16,14,7.7,2.9
"2018/01/21","¦Á¤î","PM10",29,26,25,21,15,13,13,14,14,14,16,14,12,15,26,32,29,31,35,38,45,48,49,48
"2018/01/21","¦Á¤î","SO2",1.9,2.4,2.5,3,4.3,4.4,2.1,4.1,5.9,2.6,2.5,2.4,2.2,2.5,3.8,6.3,6,6.2,5.8,6.2,6.5,7.6,7.5,4.5
"2018/01/22","¦Á¤î","CO",0.96,0.46,0.32,0.35,0.36,0.43,0.54,0.75,0.61,0.44,0.38,0.51,0.59,0.6,0.58,NA,0.51,0.53,0.52,0.48,0.53,0.5,0.41,0.35
"2018/01/22","¦Á¤î","NOx",46,15,7.8,NA,NA,9.4,23,34,29,13,14,14,13,11,12,NA,NA,16,18,17,20,19,15,13
"2018/01/22","¦Á¤î","O3",3.8,22,39,38,35,28,16,14,18,36,38,30,37,56,54,NA,NA,48,43,40,36,34,38,40
"2018/01/22","¦Á¤î","PM10",39,37,40,39,43,50,57,65,61,39,27,28,28,28,NA,30,29,26,27,29,25,27,32,34
"2018/01/22","¦Á¤î","SO2",3.7,2.3,1.8,1.5,1.7,1.7,1.9,2.7,2.3,1.7,1.5,1.6,1.6,1.6,1.5,NA,NA,2.5,2.3,2.3,2.1,1.8,2.4,2.3
"2018/01/23","¦Á¤î","CO",0.34,0.29,0.25,0.24,0.27,0.29,0.42,0.54,0.42,0.28,0.24,0.26,0.23,0.23,0.24,0.24,0.26,0.31,0.31,0.33,0.29,0.29,0.32,0.3
"2018/01/23","¦Á¤î","NOx",NA,13,8.5,7.7,13,18,32,49,39,19,11,14,9.5,9.9,12,12,16,19,16,15,9.4,9.8,14,9.8
"2018/01/23","¦Á¤î","O3",37,38,46,45,37,30,20,14,24,40,44,44,49,48,46,44,39,37,41,40,46,46,39,46
"2018/01/23","¦Á¤î","PM10",31,26,28,29,29,29,31,40,44,39,36,33,32,31,29,30,31,29,29,31,34,36,35,35
"2018/01/23","¦Á¤î","SO2",4.3,2.5,1.3,1,2.9,5.6,5.6,4.2,3.6,1.9,1.6,1.8,2,2.1,2,2.4,3.5,7.8,6.1,3.5,1.3,1.1,2.6,1.6
"2018/01/24","¦Á¤î","CO",0.28,0.3,0.32,0.33,0.36,0.41,0.49,0.59,0.59,0.6,0.5,0.46,0.46,0.43,0.43,0.39,0.42,0.42,0.38,0.39,0.38,0.38,0.34,0.31
"2018/01/24","¦Á¤î","NOx",7.3,6.7,6.7,8.3,9.1,9.4,19,31,42,57,42,30,31,24,30,22,24,21,15,16,16,14,9.1,6.6
"2018/01/24","¦Á¤î","O3",48,47,46,44,41,42,32,22,17,12,19,28,27,31,25,31,28,30,36,35,35,36,42,45
"2018/01/24","¦Á¤î","PM10",37,38,40,43,43,45,49,52,52,54,57,53,51,50,48,44,39,35,31,27,30,29,21,18
"2018/01/24","¦Á¤î","SO2",1.3,1.9,1.6,1.7,2.6,1.7,2,2.6,3.4,3.7,2.6,2.1,2.1,1.7,1.5,1.4,1.5,1.6,1.6,1.8,1.5,2,1.2,0.9
"2018/01/25","¦Á¤î","CO",0.29,0.28,0.27,0.26,0.25,0.27,0.32,0.46,0.51,0.39,0.32,0.3,0.28,0.3,0.3,0.28,0.31,0.46,0.64,0.62,0.44,0.28,0.24,0.24
"2018/01/25","¦Á¤î","NOx",4.8,4.1,4.8,5.2,5.6,9.3,16,27,30,28,23,20,18,20,26,22,25,33,42,44,25,9.9,7.6,6.7
"2018/01/25","¦Á¤î","O3",46,45,45,44,44,38,32,24,23,26,29,32,34,31,24,25,22,15,9.6,4.9,18,36,38,38
"2018/01/25","¦Á¤î","PM10",20,21,18,13,14,15,18,20,20,20,17,17,18,19,25,28,30,33,34,37,33,21,11,9
"2018/01/25","¦Á¤î","SO2",1.3,1.7,1.8,1.8,1.7,2.6,2.4,2.9,3.6,3,2.3,2.5,2.9,2.9,2.9,2.4,2.3,2.5,3.4,6.4,3.3,2.3,1.9,2
"2018/01/26","¦Á¤î","CO",0.22,0.2,0.19,0.19,0.2,0.19,0.23,0.26,0.26,0.21,0.2,0.2,0.2,0.21,0.22,NA,0.22,0.27,0.31,0.26,0.26,0.25,0.24,0.23
"2018/01/26","¦Á¤î","NOx",6.6,7.7,4.5,6.1,7.8,9.8,13,10,12,11,13,13,13,14,17,NA,NA,16,16,14,13,13,11,9.8
"2018/01/26","¦Á¤î","O3",38,37,41,39,38,35,33,35,34,35,34,35,35,34,31,NA,32,29,30,31,32,33,33,35
"2018/01/26","¦Á¤î","PM10",9,10,7,7,8,9,10,9,5,5,9,8,8,9,8,NA,20,14,10,11,12,11,11,11
"2018/01/26","¦Á¤î","SO2",1.3,1.4,1.1,1.2,1.4,3.1,2.3,1.2,1.6,1.3,2.2,2.6,4.2,2.3,2,NA,2.9,2,1.5,1.7,1.9,1.7,1.8,1.7
