"¤é´Á","´ú¯¸","´ú¶µ","00","01","02","03","04","05","06","07","08","09","10","11","12","13","14","15","16","17","18","19","20","21","22","23"
"2018/01/15","±[­I","NOx",9,7.7,16,16,13,15,21,40,33,25,23,21,11,9.9,NA,NA,12,16,18,18,15,15,14,12
"2018/01/15","±[­I","O3",25,18,8.1,5.5,9.2,6.1,5.2,4,11,22,30,35,44,48,NA,49,45,34,27,22,24,22,17,21
"2018/01/15","±[­I","PM10",52,47,41,33,34,24,22,31,42,58,52,53,64,70,NA,73,60,52,46,47,56,71,71,66
"2018/01/15","±[­I","SO2",2.3,1.8,1.7,1.5,1.4,1.5,1.5,2.2,3.7,4.9,5.2,6,3,3.3,NA,NA,3.5,3.6,3.9,3.5,4,4.1,3.5,2.7
"2018/01/16","±[­I","CO",0.27,0.32,0.27,0.25,0.32,0.38,0.45,0.53,0.36,0.3,0.31,0.36,0.24,0.22,0.26,0.26,0.27,0.4,0.41,0.38,0.45,0.53,0.57,0.55
"2018/01/16","±[­I","NOx",9.6,9.4,11,11,19,22,26,32,23,17,18,22,12,11,14,16,14,21,25,31,29,32,35,37
"2018/01/16","±[­I","O3",20,19,15,11,4.5,4.6,3.6,4.9,12,23,28,28,35,35,33,35,35,26,17,9.2,7.7,4.5,3,2.4
"2018/01/16","±[­I","PM10",55,58,58,58,54,54,64,74,81,66,69,80,NA,78,59,53,52,78,92,108,100,103,115,122
"2018/01/16","±[­I","SO2",1.8,1.8,1.6,1.4,1.3,1.7,2.2,2.2,3,2.8,3.7,5.1,2.8,2.9,3.9,3.8,2.6,2.7,3.4,4.1,4.5,4.5,4.1,3.8
"2018/01/17","±[­I","CO",0.56,0.33,0.27,0.34,0.65,0.61,0.86,0.83,0.65,0.45,0.48,0.45,0.33,0.23,0.22,0.25,0.44,0.46,0.53,0.54,0.54,0.41,0.33,0.3
"2018/01/17","±[­I","NOx",34,15,11,16,40,29,36,40,36,28,25,22,16,12,11,11,21,20,20,17,16,16,13,12
"2018/01/17","±[­I","O3",4.7,17,22,14,2.2,5.4,2.6,5.3,9.9,17,26,33,33,39,48,47,57,52,44,45,37,33,32,30
"2018/01/17","±[­I","PM10",118,86,54,40,51,63,93,107,123,98,88,91,93,91,75,70,78,92,122,117,114,97,94,88
"2018/01/17","±[­I","SO2",3.2,2.3,1.8,2.3,3.6,4.5,6.9,4.6,6.6,5.3,5.4,6,4.5,3,2.9,3.4,6,5.4,4,3.9,3.6,3.7,4,4.5
"2018/01/18","±[­I","CO",0.27,0.25,0.24,0.26,0.26,0.22,0.35,0.47,0.51,0.56,0.5,0.39,0.32,0.31,0.29,0.37,0.45,0.48,0.38,0.29,0.27,0.35,0.48,0.45
"2018/01/18","±[­I","NOx",11,15,13,12,11,13,14,18,17,18,19,18,16,14,15,19,25,24,20,14,12,14,15,14
"2018/01/18","±[­I","O3",29,25,27,27,29,29,29,26,28,31,36,42,48,51,48,45,35,32,32,39,40,34,29,27
"2018/01/18","±[­I","PM10",79,85,80,88,78,75,61,61,66,75,79,79,77,67,69,68,74,76,67,66,58,71,79,90
"2018/01/18","±[­I","SO2",3.2,4.6,4.4,4.5,4.5,4.3,3.6,3.2,3.1,3.7,4.1,4.3,4.8,4.4,5.1,5.5,6.8,5.5,5,4.5,3.1,2.9,2.7,2.2
"2018/01/19","±[­I","CO",0.33,0.41,0.52,0.35,0.44,0.46,0.47,0.56,0.5,0.34,0.33,0.42,0.57,0.45,0.36,0.43,0.52,0.52,0.45,0.41,0.37,0.34,0.3,0.32
"2018/01/19","±[­I","NOx",12,9.8,12,8.1,9.5,9.9,11,15,15,15,15,19,29,24,20,20,24,26,25,21,15,11,8.9,7.9
"2018/01/19","±[­I","O3",32,31,26,34,34,35,36,31,32,34,34,33,28,35,38,32,30,23,20,21,26,29,37,41
"2018/01/19","±[­I","PM10",76,72,68,69,48,35,34,36,35,33,30,32,36,45,49,56,57,59,70,70,65,48,48,47
"2018/01/19","±[­I","SO2",2.4,2,2.6,1.9,1.7,1.7,1.8,2.8,3.5,2.2,2,2.8,5.4,4.5,4.3,4.2,4.2,3.6,3.5,3.5,2.5,2.2,2.1,2.5
"2018/01/20","±[­I","CO",0.42,0.37,0.36,0.49,0.46,0.36,0.38,0.41,0.45,0.49,0.64,0.46,0.41,0.42,0.43,0.45,0.46,0.51,0.49,0.5,0.48,0.69,0.75,0.65
"2018/01/20","±[­I","NOx",11,10,9.8,12,10,8,10,11,14,15,21,16,13,12,12,12,12,12,12,14,14,15,14,12
"2018/01/20","±[­I","O3",34,31,28,27,30,34,29,30,28,29,28,38,48,54,56,56,54,50,46,41,39,34,34,31
"2018/01/20","±[­I","PM10",52,48,46,50,57,71,70,75,65,73,77,85,78,73,79,85,93,91,87,81,90,99,101,92
"2018/01/20","±[­I","SO2",3.4,2.1,1.9,2.9,2.4,1.6,1.4,1.7,2.1,2.7,4.9,4.5,4,3.1,3.4,3.5,2.8,2.6,3.3,3.8,3.2,4.3,3.9,2.7
"2018/01/21","±[­I","CO",0.59,0.57,0.52,0.62,0.6,0.46,0.41,0.43,0.38,0.42,0.47,0.43,0.42,0.33,0.33,0.32,0.32,0.31,0.32,0.31,0.28,0.28,0.29,0.36
"2018/01/21","±[­I","NOx",11,16,17,25,21,12,11,12,10,11,13,12,11,9,8.4,8.8,9.1,9.2,8.3,7.2,6,6.3,7.4,7.5
"2018/01/21","±[­I","O3",26,19,21,14,18,24,23,28,32,29,30,41,50,60,64,67,57,50,43,43,45,42,39,38
"2018/01/21","±[­I","PM10",76,79,80,88,71,58,45,43,41,44,47,57,67,75,81,80,72,56,52,52,65,66,64,61
"2018/01/21","±[­I","SO2",2.4,3.8,4.3,7.8,7.2,4.2,3.2,3.6,2.7,2.1,2,1.9,2.3,2.9,3,2.9,2.5,2.5,1.9,2.4,1.9,2.1,2.3,2.1
"2018/01/22","±[­I","CO",0.38,0.34,0.38,0.4,0.31,0.3,0.41,0.66,0.68,0.51,0.45,0.46,0.36,0.36,0.33,0.46,0.59,0.73,0.8,0.74,0.73,0.77,0.85,0.89
"2018/01/22","±[­I","NOx",7.9,7.3,7.6,7.6,7,7.2,11,19,18,16,13,15,11,11,9.7,9.8,15,22,23,22,20,18,16,20
"2018/01/22","±[­I","O3",36,37,35,31,31,25,20,13,17,24,37,38,50,51,56,65,66,52,38,33,32,32,33,26
"2018/01/22","±[­I","PM10",77,98,102,87,69,57,56,70,79,77,67,63,64,64,64,67,67,71,69,62,57,48,41,28
"2018/01/22","±[­I","SO2",2.1,1.6,1.7,1.7,1.6,1.5,2,2.9,3.4,3.6,3.3,4.3,3.7,3.2,2.3,2.5,3.8,5.6,6.2,6.4,6,4.9,4.9,6.4
"2018/01/23","±[­I","CO",0.83,0.41,0.37,0.41,0.57,0.47,0.33,0.45,0.48,0.65,0.38,0.35,0.28,0.29,0.19,0.21,0.21,0.32,0.43,0.47,0.33,0.27,0.28,0.29
"2018/01/23","±[­I","NOx",18,13,12,12,15,14,16,21,20,28,23,24,16,14,9.9,10,9.8,17,19,18,15,14,13,14
