ค้ดม,ด๚ฏธ,ด๚ถต,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2018/5/5,จFณภ,NOx,14,10,10,10,9.9,10,13,14,15,11,18,18,16,10,11,11,11,12,11,13,19,38,24,26
2018/5/5,จFณภ,O3,65,65,60,54,48,49,50,54,58,66,59,61,63,61,62,59,59,56,53,47,36,16,27,24
2018/5/5,จFณภ,PM10,87,76,66,65,62,55,56,55,54,60,68,77,65,44,39,37,33,30,31,35,33,37,46,54
2018/5/5,จFณภ,SO2,4.3,3.6,3.3,3.1,3.3,3.3,2.6,3.6,3.8,3.9,7.2,7.8,6.3,3,3.1,2.5,2.8,2.4,2,2,1.9,3.8,3.7,5
2018/5/6,จFณภ,CO,0.38,0.33,0.32,0.3,0.34,0.34,0.4,0.37,0.34,0.31,0.25,0.31,0.25,0.19,0.13,0.09,0.1,0.13,0.15,0.21,0.22,0.17,0.21,0.19
2018/5/6,จFณภ,NOx,13,12,12,11,13,12,17,13,11,10,8.2,10,8,7.6,6.9,5.4,6.3,6.8,7.2,11,10,9,11,12
2018/5/6,จFณภ,O3,41,39,37,36,30,29,26,37,44,55,56,70,71,55,33,25,24,21,20,16,16,17,13,11
2018/5/6,จFณภ,PM10,46,32,37,41,46,51,52,50,49,51,49,57,61,51,43,35,29,28,27,29,28,17,17,26
2018/5/6,จFณภ,SO2,3.9,3.4,3.8,2.9,3.1,3.4,3.4,2.6,2.6,2.6,3.1,5.9,4.2,2.6,1.7,1.3,2.1,2.1,2.2,2.2,1.5,1.5,2,2
2018/5/7,จFณภ,CO,0.13,0.13,0.14,0.14,0.13,0.16,0.22,0.29,0.28,0.28,0.25,0.23,0.22,0.19,0.16,0.15,0.2,0.32,0.33,0.35,0.24,0.22,0.21,0.16
2018/5/7,จFณภ,NOx,8.7,6.3,7.3,7.1,7.5,9.7,13,14,14,17,13,11,11,NA,NA,12,14,14,17,14,9.7,9.8,9.6,7.2
2018/5/7,จFณภ,O3,14,13,13,14,14,11,11,14,18,21,28,32,35,26,18,20,18,17,15,15,18,17,14,15
2018/5/7,จFณภ,PM10,27,24,24,26,26,16,9,17,21,19,21,22,23,NA,19,18,20,18,15,16,16,15,15,12
2018/5/7,จFณภ,SO2,2.4,1.4,1.7,1.9,2.2,2.3,2,2.3,3.1,3.4,3.1,2.8,2.7,2.3,2.9,3.3,3.4,1.7,1.7,1.8,1.9,1.9,1.9,1.8
2018/5/8,จFณภ,CO,0.12,0.16,0.13,0.27,0.15,0.16,0.18,0.36,0.4,0.24,0.21,0.21,0.26,0.32,0.18,0.18,0.23,0.23,0.23,0.27,0.29,0.35,0.4,0.41
2018/5/8,จFณภ,NOx,5.3,6.5,6.2,9.1,7.5,6.7,8.3,18,21,14,11,11,15,19,8.5,9,15,16,11,13,13,14,14,13
2018/5/8,จFณภ,O3,17,16,46,40,41,39,35,26,24,34,44,45,44,49,46,44,41,38,43,39,38,34,29,28
2018/5/8,จFณภ,PM10,12,14,11,9,5,3,6,7,5,7,8,9,14,21,19,13,14,15,13,14,19,18,19,24
2018/5/8,จFณภ,SO2,1.5,1.6,1.4,2,1.3,1,1.1,1.3,2,2,1.9,1.9,3,4.9,2,2,4,3.4,2.7,1.8,1.7,1.9,1.8,2
2018/5/9,จFณภ,CO,0.35,0.29,0.29,0.28,0.27,0.26,0.26,0.38,0.35,0.28,0.28,0.3,0.29,0.28,0.27,0.28,0.31,0.3,0.3,0.29,0.28,0.28,0.25,0.22
2018/5/9,จFณภ,NOx,11,8.7,7.9,7.3,7.4,8.3,11,18,18,16,16,21,18,18,14,15,16,17,18,16,15,14,12,10
2018/5/9,จFณภ,O3,31,37,46,49,49,49,44,35,35,37,34,32,33,32,37,34,37,39,36,37,38,38,39,39
2018/5/9,จFณภ,PM10,22,13,11,18,17,14,17,20,20,20,17,18,19,14,13,15,18,21,20,26,30,30,28,30
2018/5/9,จFณภ,SO2,1.7,1.9,1.9,1.8,1.7,1.8,1.9,1.9,1.8,1.9,1.8,1.8,1.7,1.8,1.8,2,2.1,2.2,1.9,1.9,2,2,1.8,1.7
2018/5/10,จFณภ,CO,0.2,0.2,0.2,0.19,0.18,0.18,0.2,0.25,0.22,0.23,0.26,0.27,0.23,0.2,0.2,0.2,0.23,0.27,0.29,0.29,0.34,0.4,0.38,0.37
2018/5/10,จFณภ,NOx,9.9,6.8,6.4,6.3,6.8,7.8,9.6,11,9.8,10,11,11,9.7,8.9,9.4,9.4,11,14,17,17,19,23,23,23
2018/5/10,จFณภ,O3,38,42,46,49,48,47,45,44,50,55,63,76,78,75,72,65,61,55,49,44,36,28,26,22
2018/5/10,จFณภ,PM10,35,30,27,28,24,21,26,29,31,32,30,36,48,47,43,45,45,42,41,43,42,44,43,39
2018/5/10,จFณภ,SO2,2,0.8,1.1,1.1,0.9,1,0.8,0.8,1.2,1.3,1.5,1.8,1.6,1.4,1.4,1.3,1.4,1.6,1.9,2.1,2.8,3,3.1,3
2018/5/11,จFณภ,CO,0.35,0.32,0.31,0.28,0.28,0.31,0.42,0.66,0.49,0.4,0.34,0.35,0.35,0.33,0.27,0.28,0.28,0.33,0.31,0.3,0.3,0.38,0.38,0.44
2018/5/11,จFณภ,NOx,25,22,21,20,19,21,30,38,23,21,17,14,13,13,9.4,8.9,9.5,11,11,12,14,20,19,23
2018/5/11,จFณภ,O3,18,19,17,19,18,15,12,18,43,52,62,69,74,71,72,66,67,80,69,55,46,39,37,29
2018/5/11,จFณภ,PM10,40,38,34,32,30,28,32,46,57,60,57,54,49,42,37,33,32,34,43,47,44,45,41,43
2018/5/11,จFณภ,SO2,2.5,2.4,2,1.8,1.6,2,2.9,3.9,3.4,3.7,4.3,4.9,5.1,5.4,3.6,2.9,2.9,2.7,2.2,2.2,2.4,2.5,2.7,2.7
2018/5/12,จFณภ,CO,0.57,0.45,0.55,0.55,0.63,0.65,0.69,0.55,0.56,0.71,0.68,0.48,0.4,0.24,0.26,0.25,0.23,0.3,0.32,0.32,0.39,0.42,0.49,0.42
2018/5/12,จFณภ,NOx,28,22,28,31,36,38,31,21,18,26,27,20,16,8,9,8.9,8.7,11,10,10,17,18,23,20
2018/5/12,จFณภ,O3,21,21,12,8.4,3.5,6,14,33,52,58,61,57,61,73,71,66,62,55,51,47,37,38,29,29
2018/5/12,จFณภ,PM10,50,47,47,50,56,63,64,70,69,68,74,72,64,50,43,42,42,42,39,34,38,46,48,46
2018/5/12,จFณภ,SO2,2.8,2.8,2.7,3,3.1,4.9,5.4,5.3,6.1,8.6,9.7,8.3,6.3,2.9,2.8,2.6,2.4,2.7,2,1.9,2.8,2.9,4.6,4.7
2018/5/13,จFณภ,CO,0.4,0.31,0.32,0.27,0.27,0.3,0.27,0.25,0.26,0.26,0.22,0.18,0.16,0.15,0.15,0.17,0.22,0.21,0.27,0.36,0.31,0.33,0.32,0.25
2018/5/13,จFณภ,NOx,16,12,15,11,11,13,11,9.9,9.1,8.4,7.8,5.9,5,4.8,5,5.1,6.1,7.9,12,18,16,20,20,14
2018/5/13,จFณภ,O3,34,34,28,36,36,27,32,38,43,49,44,43,40,38,42,41,38,37,28,23,18,13,9.5,13
2018/5/13,จFณภ,PM10,50,56,60,58,49,46,44,40,39,42,39,26,23,22,17,17,22,20,17,22,28,30,32,28
2018/5/13,จFณภ,SO2,3.8,3.5,3.1,2.6,3.8,3.2,3,3.4,2.9,2.2,2.5,2,1.8,1.7,2.1,2.2,1.8,2.8,2.9,3,4.2,4.4,3.8,3.4
2018/5/14,จFณภ,CO,0.19,0.19,0.22,0.24,0.22,0.24,0.36,0.36,0.31,0.29,0.28,0.27,0.28,0.26,0.24,0.21,0.22,0.23,0.26,0.28,0.32,0.38,0.43,0.32
2018/5/14,จFณภ,NOx,16,12,12,12,12,14,21,17,12,11,9.6,9.2,9.7,10,13,9.5,9.6,9.4,13,11,15,18,21,16
2018/5/14,จFณภ,O3,12,15,13,12,11,10,6.5,15,25,41,52,59,65,61,47,35,31,NA,23,23,19,15,9.5,14
2018/5/14,จFณภ,PM10,20,20,23,27,25,23,24,21,22,25,32,38,42,43,39,30,24,17,16,25,22,18,22,22
2018/5/14,จFณภ,SO2,4.5,3.6,3.3,3.2,2.9,2.7,2.6,3.4,3.3,2.6,2.4,2,2.2,3.1,4.3,2.3,2.7,1.8,3.2,2.3,3.4,3.8,3.3,2.9
2018/5/15,จFณภ,CO,0.31,0.25,0.27,0.28,0.26,0.28,0.41,0.47,0.33,0.22,0.2,0.17,0.17,0.17,0.15,0.13,0.17,0.24,0.25,0.31,0.32,0.3,0.28,0.22
2018/5/15,จFณภ,NOx,15,15,17,20,21,20,22,20,16,13,14,11,9.6,8.1,7.4,7.8,11,11,11,12,15,12,13,13
2018/5/15,จFณภ,O3,13,11,9.5,5.7,5.1,6.8,12,18,25,30,33,30,38,34,29,25,22,26,24,21,16,18,14,12
2018/5/15,จFณภ,PM10,19,17,23,32,31,33,38,34,28,27,28,23,17,18,15,11,12,18,19,17,17,15,14,17
2018/5/15,จFณภ,SO2,2.5,2.7,2.6,3.3,4.3,3.3,3.6,4.1,3.3,3.1,4.1,3.2,2.8,1.9,1.7,1.5,1.9,1.7,1.5,1.8,2.3,1.8,2.3,3.2
2018/5/16,จFณภ,CO,0.22,0.17,0.17,0.17,0.18,0.2,0.24,0.33,0.28,0.2,0.17,NA,0.15,0.14,0.12,0.13,0.15,0.24,0.24,0.31,0.31,0.32,0.27,0.22
2018/5/16,จFณภ,NOx,12,7.8,9.3,9.8,10,12,14,16,17,12,11,NA,7.4,5.7,5.6,5.2,5.4,10,9.7,13,15,15,13,10
2018/5/16,จFณภ,O3,11,12,9.7,8.2,8,7.5,9.5,12,15,22,NA,23,28,29,27,24,25,21,20,16,12,9.2,8.2,9.2
2018/5/16,จFณภ,PM10,18,19,18,16,18,18,15,13,15,26,NA,26,25,20,17,13,13,18,24,23,17,15,17,16
2018/5/16,จFณภ,SO2,2.6,2,2,2,1.9,2.2,2.5,2.2,2.6,2.2,2.1,NA,2,2.2,1.8,1.7,1.4,1.5,1.8,2.5,3.1,2.8,2.5,2
2018/5/17,จFณภ,CO,0.22,0.24,0.22,0.13,0.12,0.15,0.21,0.28,0.26,0.16,0.13,0.13,0.14,0.11,0.11,0.12,0.13,0.18,0.26,0.38,0.29,0.23,0.21,0.2
2018/5/17,จFณภ,NOx,11,16,16,10,11,12,15,18,17,13,11,12,9.8,10,9,8.7,9.7,12,15,19,17,12,12,13
2018/5/17,จFณภ,O3,6.2,2.7,4.4,7.9,7.6,8.1,9.8,14,19,24,27,30,33,30,29,27,23,19,15,9.1,10,13,12,8.8
2018/5/17,จFณภ,PM10,13,16,15,13,10,13,15,13,17,24,23,17,19,16,16,21,17,15,16,17,18,16,15,17
2018/5/17,จFณภ,SO2,2.3,4.1,3.7,2.4,2.5,2.1,2.4,2.9,2.8,2.3,2.1,2.2,2.3,1.8,2.1,2,1.7,2,2,2.8,2.4,1.8,2.5,3.4
2018/5/18,จFณภ,CO,0.18,0.17,0.17,0.19,0.24,0.24,0.29,0.3,0.27,0.22,0.17,0.15,0.16,0.14,0.16,0.17,0.16,0.22,0.3,0.4,0.41,0.37,0.42,0.41
2018/5/18,จFณภ,NOx,14,9,9.4,8.2,13,16,21,20,17,16,11,8.4,7.3,5.7,6.5,7.7,8.8,12,14,21,23,18,22,21
2018/5/18,จFณภ,O3,8.7,11,11,13,7.8,6.5,8.9,12,16,23,30,30,28,25,28,28,29,23,18,9,5.8,7.2,4.3,4.9
2018/5/18,จFณภ,PM10,17,16,15,13,15,17,20,25,25,28,30,24,21,23,24,24,26,25,23,24,22,24,24,23
2018/5/18,จFณภ,SO2,4.1,2.3,2.1,2.1,3,3.8,4.3,5.4,4,3.7,2.9,2.9,2.2,1.9,1.7,1.9,2.9,2.8,2.6,3.5,3,2.9,2.8,3.5
2018/5/19,จFณภ,CO,0.29,0.28,0.26,0.24,0.23,0.22,0.28,0.25,0.26,0.22,0.2,0.17,0.15,0.14,0.15,0.18,0.19,0.23,0.25,0.21,0.22,0.22,0.24,0.18
2018/5/19,จFณภ,NOx,15,16,15,15,16,16,16,11,13,9,7.9,5.9,5.3,8,8,7.8,6.2,8.8,9,14,13,13,12,8.2
2018/5/19,จFณภ,O3,7.7,5.8,6.4,5.5,4.2,6.7,10,17,23,34,37,30,30,29,30,27,29,28,26,17,17,16,16,20
2018/5/19,จFณภ,PM10,27,28,24,23,26,25,26,24,21,27,26,21,17,15,14,15,21,25,21,19,18,14,19,23
2018/5/19,จFณภ,SO2,3,3.9,3.1,3.9,3,2.4,2.8,2.2,2.7,2.1,1.8,1.8,1.6,1.6,1.4,1.5,1.3,2.3,1.9,4.3,3.9,2.4,2.1,1.7
2018/5/20,จFณภ,CO,0.17,0.12,0.17,0.16,0.12,0.1,0.14,0.2,0.22,0.22,0.17,0.15,0.46,0.42,0.34,0.6,0.14,0.19,0.26,0.26,0.31,0.3,0.42,0.28
2018/5/20,จFณภ,NOx,7.6,14,12,11,11,8.5,9.4,14,14,11,7.8,6.9,19,21,17,43,6.6,6.7,11,11,14,15,25,19
2018/5/20,จFณภ,O3,19,15,13,13,12,15,15,16,20,33,38,37,23,18,16,8.9,21,22,16,13,11,13,4.9,5.5
2018/5/20,จFณภ,PM10,24,28,29,25,25,20,18,23,30,36,30,25,21,21,26,25,19,18,21,20,20,21,22,24
2018/5/20,จFณภ,SO2,3.1,5.9,4.8,3.6,5.4,3.5,2.5,3.3,3.4,3.1,3,2.7,9.1,12,9.5,23,2.1,1.7,4.4,2.3,2,2.1,3.6,3.9
2018/5/21,จFณภ,CO,0.16,0.24,0.26,0.31,0.33,0.32,0.24,0.25,0.27,0.25,0.37,0.26,0.22,0.14,0.13,0.15,0.17,0.21,0.27,0.25,0.25,0.42,0.32,0.28
2018/5/21,จFณภ,NOx,11,14,15,24,24,22,19,15,16,16,21,15,13,7.3,4.8,5.4,5.7,7.3,10,9.3,13,18,17,14
2018/5/21,จFณภ,O3,9.3,8.1,7.9,3.4,2.2,3,6.8,9.1,10,16,22,28,29,40,37,35,35,39,43,43,34,26,24,27
2018/5/21,จFณภ,PM10,23,24,25,24,25,22,21,23,24,24,26,27,25,22,19,20,20,20,24,30,31,31,34,34
2018/5/21,จFณภ,SO2,2,3.6,3.3,3.6,3.6,3.2,3.6,3.4,3.6,4.6,7.2,5.4,4.4,2.2,1.3,1,1,1.2,1.5,2.1,2.1,2.5,2.8,3.5
2018/5/22,จFณภ,CO,0.28,0.28,0.28,0.28,0.29,0.36,0.49,0.46,0.46,0.58,0.72,NA,0.61,0.45,0.17,0.21,0.2,0.27,0.52,0.34,0.37,0.49,0.42,0.49
2018/5/22,จFณภ,NOx,13,15,17,24,22,28,31,25,22,28,36,NA,28,19,9.6,12,13,14,27,19,18,27,22,26
2018/5/22,จFณภ,O3,25,21,16,9.3,7.1,5,8.6,21,42,48,47,NA,34,39,45,47,50,44,31,32,28,16,14,13
2018/5/22,จFณภ,PM10,36,41,41,37,36,42,47,48,49,47,50,NA,34,30,27,33,36,32,34,34,31,34,33,32
2018/5/22,จFณภ,SO2,3.3,4.2,4.2,4,4,4.4,4.5,4.3,4.6,11,14,NA,13,8.8,2.2,3.4,4.7,4.6,9,5.1,3.2,3.7,2.6,4.2
2018/5/23,จFณภ,CO,0.42,0.27,0.31,0.36,0.26,0.32,0.33,0.32,0.25,0.24,0.25,0.39,0.25,0.17,0.14,0.14,0.19,0.29,0.44,0.69,0.76,0.63,0.56,0.5
2018/5/23,จFณภ,NOx,23,15,17,22,16,20,22,18,18,15,15,16,12,7.1,3.6,3.8,4.4,6.5,13,22,25,20,18,14
2018/5/23,จFณภ,O3,15,20,15,8.5,12,8.5,11,17,24,37,37,45,48,38,38,41,45,51,52,41,31,28,26,28
2018/5/23,จFณภ,PM10,36,35,38,43,45,42,44,42,32,35,NA,58,50,34,25,20,24,33,39,57,70,56,37,32
2018/5/23,จFณภ,SO2,4.4,2.7,4.9,5.7,3.6,3.1,3.5,4.2,4.7,4.1,4.3,6.1,4.9,2.9,1.1,1.3,0.7,0.6,1,3.6,4.3,2.5,2.1,1.8
2018/5/24,จFณภ,CO,0.5,0.47,0.46,0.44,0.47,0.47,0.5,0.58,0.51,0.45,0.39,0.45,0.44,0.39,0.35,0.23,0.25,0.33,0.31,0.46,0.63,0.82,0.61,0.53
2018/5/24,จFณภ,NOx,14,16,15,14,16,17,22,26,20,17,13,15,13,14,15,11,12,8.3,11,20,31,44,33,28
2018/5/24,จFณภ,O3,25,25,25,23,18,18,16,21,32,51,72,74,85,76,69,63,65,68,60,44,26,13,18,21
2018/5/24,จFณภ,PM10,28,24,25,27,28,30,32,30,32,35,39,41,43,44,42,38,34,32,37,42,42,40,36,32
2018/5/24,จFณภ,SO2,2.8,3.1,2.6,2.7,2.5,2.6,2.8,3,3.3,3,3,6.5,5.9,6.9,5.8,2.8,3.1,1.6,2.1,1.9,2.2,4,7.3,5.4
2018/5/25,จFณภ,CO,0.47,0.43,0.38,0.31,0.27,0.32,0.37,0.37,0.29,0.25,0.21,0.19,0.21,0.16,0.15,0.15,0.19,0.24,0.29,0.33,0.35,0.31,0.23,0.23
2018/5/25,จFณภ,NOx,23,19,17,15,16,17,25,20,14,11,9.9,7.6,7.3,6.3,5.5,5.1,6.9,9.8,12,14,16,14,10,10
2018/5/25,จFณภ,O3,24,25,26,25,25,21,18,28,42,52,48,49,52,41,38,33,31,28,23,20,15,14,16,16
2018/5/25,จFณภ,PM10,33,36,35,35,38,39,45,47,43,38,36,34,32,30,22,18,20,19,16,17,20,20,14,15
2018/5/25,จFณภ,SO2,4.1,5.5,5,3.8,3.6,4.8,5.9,5.9,4.2,3.3,3.3,2.6,2.9,2,1.9,1.5,1.2,1.3,1.9,1.9,1.9,1.9,2,2.8
2018/5/26,จFณภ,CO,0.19,0.16,0.14,0.15,0.15,0.15,0.18,0.22,0.23,0.19,0.12,0.13,0.12,0.1,0.09,0.1,0.12,0.19,0.22,0.36,0.41,0.34,0.3,0.24
2018/5/26,จFณภ,NOx,8.8,9.2,9.5,10,11,9.8,11,12,11,8.5,6.6,6.4,5.7,5,4.5,4,5.4,8.2,8.4,14,17,14,13,11
2018/5/26,จFณภ,O3,17,16,16,14,13,15,16,19,25,33,35,35,36,38,38,42,42,43,34,24,20,17,13,14
2018/5/26,จFณภ,PM10,21,21,19,18,20,17,13,15,15,21,28,32,39,32,23,24,23,24,26,29,34,34,26,25
2018/5/26,จFณภ,SO2,3.3,2.8,2.7,3.1,3.5,3.6,3.7,3.1,2.5,2.4,3.1,2.7,2.6,2.6,2.1,2.2,2.4,2.6,2.7,2.1,2.8,2.4,2.4,2.5
2018/5/27,จFณภ,CO,0.24,0.2,0.18,0.17,0.15,0.15,0.18,0.19,0.2,0.18,0.18,0.17,0.13,0.12,0.12,0.14,0.15,0.18,0.2,0.28,0.34,0.31,0.28,0.21
2018/5/27,จFณภ,NOx,9.4,8.3,11,9.3,7.8,13,14,8.7,6.5,6.4,6,5.7,4.9,5.4,6.9,6.4,6.8,9,8.9,12,19,15,13,10
2018/5/27,จFณภ,O3,14,15,13,15,18,17,18,24,30,35,39,40,39,37,35,36,33,28,20,15,9.7,10,12,14
2018/5/27,จFณภ,PM10,25,20,21,22,21,20,17,14,17,18,20,24,24,29,35,36,37,33,27,23,20,22,23,21
2018/5/27,จFณภ,SO2,3,2.3,2.3,2.4,1.7,5.8,2.9,1.9,2,1.9,1.8,1.7,1.8,2.3,2.1,2.3,2.9,2.9,2.7,2.3,2.9,2.3,2.1,2.3
2018/5/28,จFณภ,CO,0.17,0.15,0.14,0.1,0.1,0.16,0.17,0.21,0.2,0.16,0.14,0.14,0.13,0.1,0.11,0.1,0.13,0.18,0.16,0.19,0.21,0.22,0.19,0.19
2018/5/28,จFณภ,NOx,7.2,11,10,8.6,8.5,11,13,15,11,8.6,7.5,7.8,7.8,5.3,6.1,6.8,5.3,8.8,7.5,7.9,9.4,12,11,11
2018/5/28,จFณภ,O3,16,12,12,13,14,12,13,18,27,37,41,45,43,35,37,31,35,34,29,27,22,22,22,20
2018/5/28,จFณภ,PM10,22,23,19,18,19,20,23,24,21,20,22,26,26,23,22,24,22,22,25,26,22,22,27,27
2018/5/28,จFณภ,SO2,2.5,2.2,2.3,2.4,2.5,2.6,3.2,3.1,2.7,2.4,2.5,3.3,2.8,2.3,2.2,2.5,2,2.2,2.4,3.2,5.3,4,3.5,3.7
2018/5/29,จFณภ,CO,0.19,0.15,0.15,0.15,0.16,0.18,0.31,0.43,0.34,0.26,0.19,0.17,0.34,0.24,0.25,0.45,0.61,0.63,0.3,0.3,0.38,0.27,0.25,0.18
2018/5/29,จFณภ,NOx,12,8.5,8.8,8.1,8.2,8.7,13,16,15,12,8.4,8.9,20,12,13,21,26,38,12,13,15,17,18,8.9
2018/5/29,จFณภ,O3,17,26,30,29,36,45,43,37,38,48,54,58,46,50,47,48,46,33,44,44,41,35,30,37
2018/5/29,จFณภ,PM10,29,30,30,31,29,32,41,39,37,38,38,36,35,32,25,26,30,32,27,22,NA,26,30,22
2018/5/29,จFณภ,SO2,3.7,2.6,2.5,2.5,2.3,3.8,2.8,2.6,2.6,2.6,3,2.7,5.7,3.6,4.1,8.9,12,16,2.5,2.6,3.4,6.3,8.7,3.8
2018/5/30,จFณภ,CO,0.18,0.19,0.19,0.17,0.23,0.26,0.28,0.32,0.22,0.24,0.2,0.27,0.15,NA,0.12,0.13,0.15,0.22,0.19,0.16,0.19,0.19,0.18,0.19
2018/5/30,จFณภ,NOx,8.3,9.5,11,9,12,17,16,16,11,11,9,13,7.2,NA,6.1,7.4,7.5,10,7.4,5.6,5.9,7.3,7.2,11
2018/5/30,จFณภ,O3,36,29,24,23,18,12,16,21,28,40,47,41,43,NA,25,26,26,26,23,24,22,20,18,15
2018/5/30,จFณภ,PM10,18,23,23,18,21,28,30,31,28,29,29,32,33,NA,20,22,22,25,25,19,18,17,11,9
2018/5/30,จFณภ,SO2,3.3,4.4,3.7,2.7,4.5,5,3.7,3.2,2.7,2.8,2.5,4.6,2.8,NA,1.9,2.5,2,2.2,1.9,2.1,2.3,2.7,3.2,4.5
2018/5/31,จFณภ,CO,0.19,0.21,0.18,0.16,0.19,0.19,0.2,0.32,0.26,0.19,0.16,0.15,0.13,0.09,0.09,0.11,0.34,0.19,0.26,0.28,0.24,0.2,0.09,0.14
2018/5/31,จFณภ,NOx,9.8,12,9.8,8.7,13,15,14,15,11,12,9.1,6.8,7.4,7.2,5.1,5.4,31,7.7,11,11,11,16,4.1,4.3
2018/5/31,จFณภ,O3,13,13,15,13,7.3,9.6,15,18,23,26,31,34,35,29,29,31,13,23,18,15,14,10,19,31
2018/5/31,จFณภ,PM10,17,22,22,21,21,25,26,24,21,25,23,18,18,15,14,17,16,15,18,19,16,15,14,14
2018/5/31,จFณภ,SO2,3.6,2.2,2.1,2.6,2.8,2.1,2,2.4,2.7,2.7,2.6,2.1,1.5,1.2,1.2,1.1,9.1,2,2.2,3.1,3.5,6,2.3,1.7
2018/6/1,จFณภ,CO,0.19,0.22,0.23,0.27,0.31,0.31,0.34,0.36,0.38,0.38,0.35,0.37,0.36,0.33,0.24,0.23,0.25,0.31,0.32,0.29,0.29,0.3,0.3,0.32
2018/6/1,จFณภ,NOx,5.6,5.6,6.8,9.4,8.7,9.2,12,12,13,15,12,11,10,9.6,8,8.3,11,15,15,13,11,10,9.6,11
2018/6/1,จFณภ,O3,47,49,44,37,46,45,42,44,43,45,54,73,86,86,82,82,73,62,55,52,51,50,50,44
2018/6/1,จFณภ,PM10,23,32,31,32,37,37,36,36,34,28,27,27,29,33,41,43,36,31,24,21,23,23,27,35
2018/6/1,จFณภ,SO2,1.4,1.6,1.9,2.8,3.1,2.5,2.7,2.3,2.1,2.3,2.7,2.7,2.7,2.6,2.5,2.5,2.6,2.6,2.7,2.4,2,1.8,2.3,2.9
2018/6/2,จFณภ,CO,0.32,0.26,0.24,0.24,0.23,0.23,0.27,0.3,0.31,0.29,0.32,0.33,0.29,0.25,0.3,0.28,0.25,0.27,0.3,0.34,0.35,0.35,0.38,0.4
2018/6/2,จFณภ,NOx,11,8.8,7.5,7.3,7,7.9,9.8,11,12,13,13,12,8.8,7.2,7.1,7.2,7.2,8.9,11,13,14,15,14,16
2018/6/2,จFณภ,O3,40,40,41,40,41,40,39,39,44,52,63,80,85,80,79,73,68,62,55,49,43,38,34,28
2018/6/2,จFณภ,PM10,34,28,25,19,21,22,15,16,20,23,25,34,43,42,44,44,42,38,34,35,38,39,39,40
2018/6/2,จFณภ,SO2,2.8,2.1,1.9,1.9,1.9,1.7,1.7,1.5,1.7,2.5,2.9,3.2,3.1,2.6,2.7,2.3,2.2,2.2,2.8,2.6,3.3,3.6,3.9,3.8
2018/6/3,จFณภ,CO,0.41,0.32,0.3,0.32,0.34,0.4,0.42,0.35,0.38,0.39,0.35,0.33,0.27,0.26,0.2,0.19,0.21,0.22,0.24,0.25,0.26,0.27,0.28,0.32
2018/6/3,จFณภ,NOx,17,17,13,13,14,19,19,13,11,12,10,9.2,7.3,9.8,6.8,5.7,6.4,7.4,9.1,11,11,12,13,16
2018/6/3,จFณภ,O3,25,25,28,25,19,11,17,39,54,67,78,84,76,61,65,62,63,56,50,44,39,34,30,24
2018/6/3,จFณภ,PM10,42,43,38,36,34,37,43,38,38,43,47,48,41,36,36,32,32,33,30,30,28,24,18,21
2018/6/3,จFณภ,SO2,3.7,3.8,2.7,2.4,2.8,3.4,2.9,2.6,3.5,4.8,4.2,3.8,4.3,5.9,3.4,2.1,2,1.7,2,1.9,2.5,3,2.9,2.8
2018/6/4,จFณภ,CO,0.33,0.36,0.35,0.35,0.35,0.35,0.43,0.55,0.5,0.43,0.33,0.32,0.38,0.23,0.23,0.22,0.24,0.29,0.33,0.36,0.34,0.47,0.46,0.4
2018/6/4,จFณภ,NOx,18,19,19,19,23,20,23,28,19,16,13,11,15,7.5,7.3,7.4,8.3,10,13,16,17,27,21,23
2018/6/4,จFณภ,O3,20,17,12,9.1,5.5,14,14,20,41,60,63,73,72,67,66,63,58,56,45,35,30,18,21,17
2018/6/4,จFณภ,PM10,26,24,27,30,33,37,42,47,45,45,45,36,39,35,28,31,27,24,23,19,24,30,29,35
2018/6/4,จFณภ,SO2,2.9,3.1,2.7,2.6,2.9,3.2,3.1,4.2,4.6,5.9,4.4,5.6,8.8,3.2,2.6,2.8,2.1,2.2,2,2.2,2.3,2.7,2.9,3.7
2018/6/5,จFณภ,CO,0.51,0.39,0.29,0.29,0.4,0.4,0.44,0.44,0.4,0.31,0.46,0.46,0.34,0.29,0.22,0.19,0.2,0.24,0.21,0.19,0.22,0.34,0.25,0.28
2018/6/5,จFณภ,NOx,26,23,14,16,29,32,30,27,18,14,25,19,15,14,12,11,11,9.7,7.2,8,9,14,15,14
2018/6/5,จFณภ,O3,15,16,25,20,5.4,6.5,12,24,45,56,60,68,71,57,59,55,53,58,55,49,43,35,26,21
2018/6/5,จFณภ,PM10,40,39,35,29,33,36,38,43,43,38,53,68,59,41,28,28,27,24,23,23,21,23,22,20
2018/6/5,จFณภ,SO2,3.2,5.2,3,2.7,5.4,7.3,7.7,5.3,3.9,3.3,9,10,7.6,7.5,5,4.1,3.3,2.2,2,1.9,2,4,2.1,1.9
2018/6/6,จFณภ,CO,0.32,0.27,0.19,0.15,0.15,0.29,0.32,0.27,0.5,0.44,0.27,0.3,0.19,0.15,0.13,0.14,0.17,0.2,0.27,0.26,0.28,0.31,0.34,0.32
2018/6/6,จFณภ,NOx,15,13,12,12,11,33,30,17,18,15,9.7,15,7.6,6.6,5.5,4.4,5.4,9.3,11,9.8,9.4,11,12,11
