"¤é´Á","´ú¯¸","´ú¶µ","00","01","02","03","04","05","06","07","08","09","10","11","12","13","14","15","16","17","18","19","20","21","22","23"
"2018/01/10","¤¯ªZ","NOx",21,16,14,11,12,15,22,36,32,52,44,37,28,23,27,26,28,36,30,31,31,28,28,26
"2018/01/10","¤¯ªZ","O3",11,17,21,27,27,20,15,9.8,15,11,16,20,28,34,33,38,40,31,31,26,23,23,21,19
"2018/01/10","¤¯ªZ","PM10",43,45,42,40,38,33,31,35,37,49,42,48,53,56,53,44,58,67,74,70,66,59,56,55
"2018/01/10","¤¯ªZ","SO2",1.7,1.7,1.7,1.6,1.5,1.5,1.7,2.2,2,4.9,3.4,4.6,2.5,2.2,2.2,2.3,2.2,2.4,3.5,3.5,2.9,2.9,2.9,2.9
"2018/01/11","¤¯ªZ","CO",0.36,0.34,0.28,0.26,0.25,0.27,0.33,0.47,0.54,0.51,0.43,0.41,0.4,0.41,0.39,NA,0.46,0.54,0.53,0.43,0.38,0.35,0.35,0.34
"2018/01/11","¤¯ªZ","NOx",26,23,18,21,15,26,34,35,52,63,57,45,43,35,37,NA,NA,40,35,28,25,22,23,21
"2018/01/11","¤¯ªZ","O3",18,20,26,27,29,18,12,15,11,11,12,18,22,26,NA,22,23,22,27,29,29,30,26,26
"2018/01/11","¤¯ªZ","PM10",52,51,50,51,39,36,39,51,51,49,52,55,61,64,NA,NA,71,72,83,105,102,92,68,66
"2018/01/11","¤¯ªZ","SO2",3.3,2.8,2.6,3.3,2.3,4.7,3.8,2.7,3.9,4.4,3.4,3.3,3.4,3.5,2.6,NA,2.3,2.8,2.9,3.6,2.9,2.7,3.1,2.7
"2018/01/12","¤¯ªZ","CO",0.33,0.32,0.29,0.26,0.25,0.27,0.34,0.55,0.5,0.38,0.37,0.35,0.34,0.36,0.33,0.32,0.33,0.44,0.47,0.54,0.51,0.48,0.47,0.47
"2018/01/12","¤¯ªZ","NOx",19,18,17,14,15,24,36,52,42,51,56,28,23,27,21,22,25,33,33,39,37,34,32,30
"2018/01/12","¤¯ªZ","O3",26,26,28,31,30,17,11,8.7,15,17,20,40,48,53,55,51,47,36,30,20,17,17,15,14
"2018/01/12","¤¯ªZ","PM10",62,65,64,61,48,38,37,39,49,62,68,67,53,60,53,50,78,84,107,118,129,111,102,89
"2018/01/12","¤¯ªZ","SO2",1.9,2.4,2.5,2.3,2.4,2.3,2.4,3.2,3.1,5.6,7.7,4,3,3.9,2.4,2.4,2.3,2.8,3.8,3.7,3.2,2.9,2.8,3.1
"2018/01/13","¤¯ªZ","CO",0.45,0.46,0.44,0.43,0.45,0.46,0.52,0.73,0.87,0.81,0.54,0.36,0.35,0.37,0.33,0.3,0.3,0.35,0.53,0.52,0.56,0.6,0.54,0.53
"2018/01/13","¤¯ªZ","NOx",28,25,25,25,26,32,37,61,75,60,44,16,15,16,15,18,18,20,33,33,35,42,42,40
"2018/01/13","¤¯ªZ","O3",15,14,13,12,11,6.4,5.3,5.7,11,14,22,53,61,71,73,65,61,57,40,39,30,16,12,9.7
"2018/01/13","¤¯ªZ","PM10",88,79,77,76,78,73,73,83,100,112,110,100,83,81,72,65,50,50,56,74,84,84,85,82
"2018/01/13","¤¯ªZ","SO2",3,2.7,3,3,3.1,3,3,4.3,5.9,5.7,5.3,3,3.4,3.7,2.8,4.1,3.9,2.7,2.8,2.9,3.3,2.8,4.2,4.7
"2018/01/14","¤¯ªZ","CO",0.57,0.44,0.52,0.44,0.44,0.48,0.46,0.8,1.74,0.4,0.34,0.35,0.31,0.31,0.3,0.33,0.31,0.33,0.38,0.44,0.39,0.4,0.39,0.37
"2018/01/14","¤¯ªZ","NOx",34,28,28,17,18,24,19,50,54,48,16,11,11,13,13,17,20,22,27,27,25,25,25,21
"2018/01/14","¤¯ªZ","O3",10,16,11,16,16,9.5,16,8.9,19,31,56,63,70,71,72,70,66,59,46,33,25,18,14,14
"2018/01/14","¤¯ªZ","PM10",81,73,68,66,60,57,47,51,60,72,72,65,71,69,66,60,61,60,51,60,80,89,89,75
"2018/01/14","¤¯ªZ","SO2",3.1,2.5,2.2,2.3,2.3,2,1.8,2.5,4.5,21,4.1,2.6,2.2,2.8,3,4.1,4.6,3.3,2.5,2.4,2.1,2,1.8,1.5
"2018/01/15","¤¯ªZ","CO",0.33,0.3,0.31,0.31,0.3,0.3,0.39,0.63,0.56,0.52,0.42,0.38,0.38,0.45,0.36,0.35,0.35,0.49,0.67,0.7,0.6,0.5,0.42,0.41
"2018/01/15","¤¯ªZ","NOx",17,11,13,15,21,23,38,51,38,40,37,28,22,25,23,25,28,32,46,48,48,40,30,28
"2018/01/15","¤¯ªZ","O3",17,20,19,16,13,11,5.9,7.8,18,26,34,47,60,64,65,63,55,41,20,13,8.4,8.9,11,8.8
"2018/01/15","¤¯ªZ","PM10",86,83,79,60,52,46,49,42,48,59,70,76,67,64,66,78,88,95,113,116,117,100,101,96
"2018/01/15","¤¯ªZ","SO2",1.3,1.7,1.8,2.1,3.5,3.1,2.3,2.5,2.5,3.1,3.6,2.9,3.1,3.8,3.7,5,5.5,4.4,3.7,3.2,3.3,3.7,2.7,2.8
"2018/01/16","¤¯ªZ","CO",0.37,0.37,0.36,0.33,0.33,0.33,0.39,0.59,0.58,0.51,NA,0.43,NA,0.32,0.27,0.29,0.41,0.57,0.64,0.64,0.53,0.53,0.55,0.55
"2018/01/16","¤¯ªZ","NOx",24,20,20,16,15,16,20,42,49,56,42,NA,NA,20,21,20,29,39,45,47,41,41,43,43
"2018/01/16","¤¯ªZ","O3",10,7.9,7.6,11,12,12,9.7,6.8,4.3,15,29,50,53,58,53,55,42,25,17,9,9.7,7.9,6.5,5.8
"2018/01/16","¤¯ªZ","PM10",102,100,89,72,58,68,80,96,99,93,NA,NA,69,69,67,61,62,72,83,82,73,61,72,76
"2018/01/16","¤¯ªZ","SO2",2.6,2.2,2.3,1.9,1.7,1.6,1.7,3.7,5.9,7.4,5.1,2.7,2.7,2.5,2.5,2.4,2.9,3.3,3.6,3.4,3.6,4.3,4,4
"2018/01/17","¤¯ªZ","CO",0.54,0.49,0.49,0.36,0.27,0.31,0.32,0.44,0.63,0.52,0.35,0.36,0.43,0.56,0.53,0.51,0.43,0.51,0.49,0.56,0.77,0.71,0.56,0.51
"2018/01/17","¤¯ªZ","NOx",43,32,35,29,23,33,34,36,40,50,35,32,30,40,42,39,31,36,30,31,46,49,47,47
"2018/01/17","¤¯ªZ","O3",5.7,8.7,7.8,12,16,5.3,8.3,11,11,15,28,34,41,35,35,38,40,35,34,31,12,6.6,5,3.9
"2018/01/17","¤¯ªZ","PM10",79,78,81,78,61,43,38,29,32,44,44,35,52,61,79,97,91,82,66,72,87,109,117,118
"2018/01/17","¤¯ªZ","SO2",3.7,3.8,3.6,4.5,3.9,4.5,5.5,6.5,3.2,5.1,4.3,3.6,3.6,4,4.1,3.7,2.6,2.7,2.6,2.9,4.2,3.5,5.4,6.3
"2018/01/18","¤¯ªZ","CO",0.49,0.55,0.71,0.73,0.77,0.89,0.9,1.34,1.16,0.84,0.73,0.62,0.62,0.55,0.53,0.52,0.47,0.61,0.87,0.91,0.69,0.59,0.58,0.55
"2018/01/18","¤¯ªZ","NOx",33,23,26,27,33,43,51,70,62,63,47,34,31,26,23,23,24,30,49,52,40,33,28,25
