"¤é´Á","´ú¯¸","´ú¶µ","00","01","02","03","04","05","06","07","08","09","10","11","12","13","14","15","16","17","18","19","20","21","22","23"
"2018/01/21","´I¶Q¨¤","PM10",45,45,38,37,30,26,28,36,36,21,20,29,30,36,36,31,32,48,40,39,42,26,29,27
"2018/01/21","´I¶Q¨¤","SO2",0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.3,0.1,0.1,0.2,0.2,0.3,0.1,0.2,0.4,0.2,0.4,0.7,1.9,1.9,0.4,0.7,0.3
"2018/01/22","´I¶Q¨¤","CO",0.22,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.29,0.28,0.45,0.5,0.51,0.49,0.44,0.42,0.41,0.38,0.32,0.28,0.25,0.21,0.19,0.19
"2018/01/22","´I¶Q¨¤","NOx",2.4,3.7,6.8,4.6,3.5,3,5,5.1,3,2.6,6.3,6.7,5.1,4.6,4.1,3.9,3.9,3.1,3.1,2.3,2.2,2,1.7,1.6
"2018/01/22","´I¶Q¨¤","O3",47,44,35,39,41,42,39,40,46,48,34,43,57,63,59,60,63,62,58,56,55,54,54,54
"2018/01/22","´I¶Q¨¤","PM10",23,45,65,67,59,53,41,44,49,46,31,38,49,46,41,38,36,36,44,49,53,45,42,42
"2018/01/22","´I¶Q¨¤","SO2",0.3,0.7,1.4,1,0.9,0.5,1.1,1.1,0.3,0.3,0.5,0.6,0.5,0.6,0.5,0.4,0.5,0.3,0.5,0.2,0.2,0.3,0.2,0.2
"2018/01/23","´I¶Q¨¤","CO",0.19,0.18,0.17,0.15,0.15,0.14,0.13,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.15,0.15,0.15,0.16,0.16,0.16,0.18,0.19,0.19,0.21
"2018/01/23","´I¶Q¨¤","NOx",1.6,1.5,1.3,1.1,1,1.5,1.3,1.2,1.5,1.5,1.6,1.3,1.2,4,2.4,1.5,1.4,1.4,1.5,1.5,1.6,2,1.4,1.6
"2018/01/23","´I¶Q¨¤","O3",54,53,53,53,53,52,53,52,51,52,51,52,52,50,53,56,56,56,56,56,55,54,56,55
"2018/01/23","´I¶Q¨¤","PM10",36,38,44,51,50,49,52,56,48,55,52,49,43,35,36,40,49,46,47,58,60,55,58,60
"2018/01/23","´I¶Q¨¤","SO2",0.2,0.1,0,0,0,0.3,0.2,0,0.1,0.2,0.3,0.2,0.2,0.9,0.7,0.2,0.2,0.1,0.1,0.2,0.2,0.2,0.1,0.2
"2018/01/24","´I¶Q¨¤","CO",0.21,0.24,0.24,0.28,0.32,0.33,0.32,0.32,0.3,0.28,0.27,0.25,0.24,0.25,0.24,0.24,0.24,0.24,0.24,0.23,0.24,0.23,0.23,0.22
