"дщ┤┴","┤·п╕","┤·╢╡","00","01","02","03","04","05","06","07","08","09","10","11","12","13","14","15","16","17","18","19","20","21","22","23"
"2018/02/01","оч╢щ","CO",0.44,0.58,0.56,0.49,0.55,0.6,0.67,0.83,0.86,0.78,NA,0.84,0.71,0.64,0.78,NA,0.85,0.93,0.73,0.74,0.81,0.74,0.56,0.38
"2018/02/01","оч╢щ","NOx",6.8,9.8,8.8,6.6,7.2,9.4,13,19,23,21,NA,NA,NA,21,33,NA,40,45,31,29,34,30,24,15
"2018/02/01","оч╢щ","O3",39,33,34,37,34,32,29,23,20,22,20,NA,NA,NA,NA,9.9,8.2,9.6,16,16,12,14,19,28
"2018/02/01","оч╢щ","PM10",16,14,24,25,26,27,32,44,55,65,78,NA,93,86,71,68,63,69,63,57,44,36,28,18
"2018/02/01","оч╢щ","SO2",2,2.3,2.5,2.4,2.4,2.7,2.8,3.3,3.3,3.5,NA,2.2,2.1,2.4,2.9,NA,2.7,3.7,4.7,3.4,3.4,3.1,3,2.6
"2018/02/02","оч╢щ","CO",0.34,0.3,0.28,0.25,0.25,0.27,0.32,0.57,0.65,0.5,0.61,0.43,0.34,NA,NA,0.23,0.22,0.39,0.34,0.34,0.32,0.32,0.28,0.26
"2018/02/02","оч╢щ","NOx",12,7.6,6.7,5,3.9,7.6,12,34,43,39,NA,NA,NA,NA,NA,13,15,18,14,13,13,11,7.3,6.8
"2018/02/02","оч╢щ","O3",32,33,36,39,40,35,31,17,13,17,16,24,35,NA,NA,36,34,35,39,39,39,41,47,47
"2018/02/02","оч╢щ","PM10",12,12,11,10,9,9,14,16,24,23,24,24,28,NA,NA,15,19,26,38,44,41,36,40,42
"2018/02/02","оч╢щ","SO2",2.3,2.1,3.2,3.6,1.8,1.5,2.1,2,1.8,2.3,2.7,2.5,1.7,NA,NA,1.5,1.4,1.5,1.7,1.4,1.6,1.6,1.7,1.7
"2018/02/03","оч╢щ","CO",0.27,0.34,0.36,0.4,0.46,0.58,0.75,0.8,0.77,0.76,0.69,0.63,0.6,0.55,0.53,0.46,0.44,0.43,0.36,0.3,0.29,0.29,0.27,0.22
"2018/02/03","оч╢щ","NOx",6.2,5.4,5.9,7.2,8.5,12,14,17,21,25,24,24,22,17,19,16,15,14,11,8.9,8.7,9.5,9.7,6.8
"2018/02/03","оч╢щ","O3",49,51,49,45,43,35,31,27,24,21,21,21,23,26,26,29,30,32,35,38,39,37,36,39
"2018/02/03","оч╢щ","PM10",43,51,57,61,55,55,63,65,62,54,54,51,58,61,70,64,53,40,38,30,28,20,21,14
"2018/02/03","оч╢щ","SO2",2,2.7,2.6,2.9,2.9,3.4,4.3,4.1,4.4,3.9,3.5,3.4,3.1,3,3.2,3.4,3.1,3.2,3,2.8,2.9,2.8,2.8,2.6
"2018/02/04","оч╢щ","CO",0.23,0.25,0.24,0.21,0.2,0.27,0.27,0.28,0.31,0.29,0.28,0.28,0.27,0.26,0.26,0.27,0.28,0.28,0.28,0.28,0.33,0.33,0.28,0.26
"2018/02/04","оч╢щ","NOx",6.8,7.9,8.2,7.1,5.6,9.5,9.7,12,16,17,13,13,12,12,13,14,13,10,10,11,13,13,10,7.3
"2018/02/04","оч╢щ","O3",37,34,33,34,36,31,31,29,25,25,30,30,30,31,31,30,30,35,35,33,29,29,33,37
"2018/02/04","оч╢щ","PM10",12,14,18,22,23,22,13,8,6,5,11,13,17,10,14,13,14,8,11,18,23,18,18,16
"2018/02/04","оч╢щ","SO2",2.3,1.5,1.6,1.3,1.3,1.7,1.7,1.8,1.8,1.5,1.7,1.6,1.7,1.8,1.6,1.6,1.9,1.7,1.8,1.9,2.2,2.1,1.9,1.9
"2018/02/05","оч╢щ","CO",0.24,0.22,0.21,0.21,0.22,0.27,0.3,0.4,0.39,0.37,0.37,NA,0.32,0.31,0.34,0.46,0.43,0.51,0.67,0.58,0.62,0.66,0.85,0.84
"2018/02/05","оч╢щ","NOx",5.5,5.4,5.3,4.9,6.2,7.1,11,19,20,21,23,NA,18,16,22,28,26,27,41,34,38,38,49,48
"2018/02/05","оч╢щ","O3",38,38,39,39,39,35,32,25,24,24,24,NA,29,28,25,17,12,13,5.5,8.6,6.7,5.4,2.2,2.2
"2018/02/05","оч╢щ","PM10",17,12,11,15,16,14,16,21,25,24,18,NA,NA,19,26,35,37,33,34,33,39,46,53,56
"2018/02/05","оч╢щ","SO2",1.9,2.1,2.2,2.2,2.5,2.4,2.3,2.4,2.9,3,3.2,NA,3,3.2,3.5,4.1,4.6,5.4,5.1,5.6,6,9.5,10,12
"2018/02/06","оч╢щ","CO",0.71,0.58,0.52,0.51,0.48,0.43,0.44,0.61,0.62,0.53,0.52,0.47,0.47,0.4,0.43,0.49,0.5,0.57,0.5,0.44,0.44,0.46,0.46,0.45
"2018/02/06","оч╢щ","NOx",38,27,26,24,22,21,24,34,39,39,38,33,31,23,27,33,32,33,22,17,17,19,20,19
"2018/02/06","оч╢щ","O3",6.5,9.3,11,13,14,16,16,11,16,18,19,23,24,31,30,25,25,26,33,38,37,36,36,34
"2018/02/06","оч╢щ","PM10",49,46,43,40,42,35,38,40,49,59,59,64,63,64,67,68,70,72,71,67,56,51,54,56
"2018/02/06","оч╢щ","SO2",5.7,8,8.3,6.5,10,6.2,3.4,4.1,3.7,3.6,4.2,3.6,4,3.2,3.6,4.3,4.3,4.5,3.6,3.2,3.2,3.5,3.8,4.3
"2018/02/07","оч╢щ","CO",0.35,0.36,0.32,0.28,0.28,0.3,0.32,0.35,0.47,0.43,0.35,0.37,0.34,0.29,0.29,0.31,0.34,0.39,0.32,0.41,0.35,0.34,0.39,0.41
"2018/02/07","оч╢щ","NOx",9.5,10,7,5.1,6.9,11,12,12,25,25,24,26,25,19,19,20,25,24,16,21,16,16,20,21
"2018/02/07","оч╢щ","O3",40,37,40,42,41,37,36,38,28,25,26,24,26,30,29,28,25,24,31,25,31,31,26,24
"2018/02/07","оч╢щ","PM10",57,53,50,50,40,40,34,37,34,35,35,33,33,29,30,24,27,26,24,NA,21,28,30,34
"2018/02/07","оч╢щ","SO2",3.4,4.5,3.6,3,3.1,4.2,3.5,3.2,4,4,3.9,4.2,4.2,4.1,4.3,4.6,4.5,4.6,3.6,4.6,5.1,5.6,7.1,7.4
"2018/02/08","оч╢щ","CO",0.38,0.31,0.3,0.25,0.23,0.23,0.27,0.39,0.45,0.31,0.28,0.32,0.34,0.35,0.37,0.35,0.32,0.38,0.41,0.42,0.46,0.44,0.42,0.37
"2018/02/08","оч╢щ","NOx",18,14,12,9.5,9,9.4,16,22,27,16,13,15,16,17,29,19,14,15,17,17,21,21,18,15
"2018/02/08","оч╢щ","O3",26,29,32,37,39,40,36,33,29,38,40,39,40,39,35,36,40,42,41,40,35,35,36,39
"2018/02/08","оч╢щ","PM10",32,27,19,18,20,24,22,24,20,15,19,22,44,46,50,36,36,37,39,41,34,28,23,29
"2018/02/08","оч╢щ","SO2",5.5,2.1,3,2.9,2.5,1.5,2.1,2.5,3.9,2.4,1.7,2,2.7,2.9,2.8,2.7,2.6,2.7,3.2,3.6,3.6,3.3,3.8,3.6
"2018/02/09","оч╢щ","CO",0.32,0.3,0.28,0.27,0.26,0.3,0.44,0.58,0.57,0.49,0.77,0.68,0.9,0.71,0.94,0.66,0.65,0.84,1.25,1.44,0.64,0.47,0.55,0.85
"2018/02/09","оч╢щ","NOx",11,8.3,7.9,7.5,7.5,10,21,25,24,23,43,43,68,65,82,57,48,49,71,84,31,19,26,40
"2018/02/09","оч╢щ","O3",41,41,40,37,36,31,21,19,22,24,15,14,9.9,12,7.4,12,14,7.3,3.1,2.1,18,27,20,7.8
"2018/02/09","оч╢щ","PM10",32,26,14,8,9,16,26,25,27,19,20,19,26,29,48,54,60,55,55,62,57,52,46,39
"2018/02/09","оч╢щ","SO2",2,3,3.1,3.9,3.1,2.9,3.9,3.5,4.9,4.2,5.4,5.1,9.8,11,9.6,9.5,8.5,6.4,5.5,7.9,5.1,4.9,4.6,4.3
"2018/02/10","оч╢щ","CO",1.01,0.47,0.38,0.36,0.32,0.31,0.38,0.42,0.45,0.42,0.44,0.43,0.41,0.34,0.35,0.35,0.32,0.37,0.36,0.33,0.37,0.46,0.49,0.38
"2018/02/10","оч╢щ","NOx",46,22,13,13,10,7.8,15,15,17,19,21,20,18,17,18,16,11,13,11,8.3,9.1,11,9.9,6
"2018/02/10","оч╢щ","O3",3.6,15,25,26,29,36,28,30,30,30,29,31,33,35,36,36,41,40,42,46,44,38,43,51
"2018/02/10","оч╢щ","PM10",42,39,38,34,35,37,31,26,20,19,16,14,13,8,11,8,13,17,21,26,21,23,25,37
"2018/02/10","оч╢щ","SO2",3.8,3.3,1.9,1.8,2.3,1.7,1.4,1.4,1.5,1.8,1.6,1.6,1.6,2.2,1.5,1.5,1.3,1.2,1.2,0.9,1.1,1.2,1.3,0.7
"2018/02/11","оч╢щ","CO",0.38,0.39,0.42,0.4,0.37,0.35,0.32,0.34,0.38,0.47,0.53,0.54,0.51,0.54,0.55,0.55,0.56,0.62,0.61,0.53,0.46,0.43,0.41,0.39
"2018/02/11","оч╢щ","NOx",5.5,6.1,5.8,5.5,5.7,5.4,6.9,8.9,14,20,23,26,21,24,24,23,24,30,28,23,19,17,17,16
"2018/02/11","оч╢щ","O3",50,49,46,44,46,47,45,39,32,26,24,24,27,26,29,29,26,21,21,25,31,34,34,35
"2018/02/11","оч╢щ","PM10",43,46,31,27,17,25,23,30,33,30,26,24,38,56,76,83,88,87,89,90,76,76,80,100
"2018/02/11","оч╢щ","SO2",1.7,1.9,1.9,1.9,2,1.9,1.9,2,2.2,2.8,3.3,3.5,3.3,4.1,3.5,4,3.8,5,4.8,4.7,4,3.6,4.3,4.8
"2018/02/12","оч╢щ","CO",0.34,0.31,0.3,0.31,0.3,0.33,0.42,0.67,0.8,0.5,0.37,0.37,0.36,0.37,0.38,0.4,0.47,0.56,0.51,0.47,0.56,0.56,0.45,0.46
"2018/02/12","оч╢щ","NOx",12,9.3,8.8,11,10,11,24,35,45,28,17,17,16,17,16,17,22,26,20,20,28,29,19,19
"2018/02/12","оч╢щ","O3",38,39,40,30,37,38,29,21,20,34,43,45,47,48,50,48,44,42,46,45,35,32,40,39
"2018/02/12","оч╢щ","PM10",106,101,95,94,97,101,104,107,112,113,108,105,100,102,105,112,121,123,123,112,103,99,93,88
"2018/02/12","оч╢щ","SO2",3.5,3.8,4.3,4.2,3.4,4.3,3.8,3.4,3.7,4.9,3.6,2.7,3.8,3.7,3,2.3,2.8,3.1,3.3,2.9,4,4.7,3.6,5.3
"2018/02/13","оч╢щ","CO",0.4,0.36,0.35,0.32,0.3,0.32,0.34,0.47,0.53,0.46,0.39,0.34,0.36,0.37,0.41,0.46,0.48,0.54,0.61,0.71,0.68,0.6,0.56,0.5
"2018/02/13","оч╢щ","NOx",15,11,10,7.7,6.2,8.4,11,16,21,20,14,12,12,14,18,22,25,25,27,33,33,29,26,20
"2018/02/13","оч╢щ","O3",42,45,46,48,50,46,45,40,37,39,44,40,43,43,38,35,32,31,27,22,21,23,26,30
"2018/02/13","оч╢щ","PM10",81,84,87,90,92,96,89,89,89,95,87,NA,65,47,34,43,50,51,51,56,64,57,50,40
"2018/02/13","оч╢щ","SO2",4.5,3.4,3.1,3.8,3.4,3.4,2.7,3.1,3.2,2.8,2.5,0.4,1.7,1.8,1.9,2.2,2.4,2.3,2.3,2.6,3.2,3.4,3.4,2.9
"2018/02/14","оч╢щ","CO",0.48,0.73,0.71,0.55,0.6,0.7,0.71,1.18,1.13,0.69,0.75,0.75,0.64,0.62,0.57,0.66,0.72,0.76,1.14,1.13,1.41,1.08,0.94,1.23
"2018/02/14","оч╢щ","NOx",18,32,34,25,29,35,37,61,52,32,34,29,30,35,43,51,48,49,58,49,63,48,40,56
"2018/02/14","оч╢щ","O3",28,15,7.8,7.7,4.8,1.9,2,3,13,25,32,52,52,55,46,32,33,29,13,9.1,4.5,8.1,8.7,2.4
"2018/02/14","оч╢щ","PM10",41,41,47,42,31,24,31,50,77,86,88,60,55,58,76,78,73,72,66,62,67,66,60,46
"2018/02/14","оч╢щ","SO2",3.7,6,4.4,3.6,2.6,3,3.7,4.7,6.1,6.5,7.3,4.2,3.8,6.5,13,12,9.5,8.2,3.6,5.7,7.1,5.7,5.4,7
"2018/02/15","оч╢щ","CO",1.4,1.16,0.92,0.7,0.57,0.84,0.85,0.68,0.56,0.49,0.46,0.32,0.52,0.52,0.44,0.42,0.48,0.44,0.51,0.72,0.83,0.63,0.88,0.87
"2018/02/15","оч╢щ","NOx",63,51,39,27,22,34,32,23,18,14,12,8.4,32,25,18,18,20,16,18,27,37,23,40,40
"2018/02/15","оч╢щ","O3",2,1.9,2.2,3.8,9,3.3,6.3,18,26,36,46,49,47,61,64,62,58,56,46,29,16,32,9,8.6
"2018/02/15","оч╢щ","PM10",50,55,53,47,42,46,39,40,35,39,36,33,46,50,53,48,53,55,53,49,64,74,100,106
"2018/02/15","оч╢щ","SO2",5.5,4.5,3.3,3.2,5.5,5.7,4.1,3.8,4.1,3.9,2.3,1.1,12,8.5,6.5,5.2,4,2.8,2.3,2.4,3.7,3.4,3.9,3.8
"2018/02/16","оч╢щ","CO",0.81,0.94,0.87,0.39,0.3,0.26,0.31,0.44,0.49,0.58,0.7,0.52,0.35,0.33,0.33,0.42,0.57,0.52,0.6,0.48,0.29,0.36,0.31,0.25
"2018/02/16","оч╢щ","NOx",31,32,30,31,19,8.2,11,20,19,22,27,29,20,20,16,24,29,25,31,27,12,16,12,6.9
"2018/02/16","оч╢щ","O3",13,6.4,5.4,15,20,30,25,16,20,28,39,32,29,25,27,21,16,16,9.6,14,30,26,30,37
"2018/02/16","оч╢щ","PM10",117,114,107,101,87,69,53,51,58,63,67,89,108,114,104,95,95,98,95,100,82,71,52,45
"2018/02/16","оч╢щ","SO2",5.5,3.9,3.7,17,8,2.1,3.1,4.5,3.9,4.1,3.8,7.7,6.1,3.7,1.7,2.2,2.4,2.1,3.2,3.2,1.8,1.2,0.9,1.1
"2018/02/17","оч╢щ","CO",0.26,0.33,0.35,0.35,0.37,0.39,0.4,0.41,0.41,0.42,0.42,0.42,0.4,0.38,0.38,0.39,0.4,0.41,0.4,0.4,0.39,0.4,0.4,0.39
"2018/02/17","оч╢щ","NOx",6.5,5.7,5.1,4.8,4.7,5.8,6.8,8.6,9,8.7,10,11,9.2,8.5,7.9,7.6,9.1,9.9,10,9.9,10,10,9.6,8.5
"2018/02/17","оч╢щ","O3",37,41,42,43,43,41,42,40,40,40,42,43,44,45,44,45,43,41,40,40,39,39,39,40
"2018/02/17","оч╢щ","PM10",36,22,25,29,35,35,36,39,37,35,36,41,39,34,35,38,42,33,34,32,36,30,34,34
"2018/02/17","оч╢щ","SO2",1.7,1.7,1.5,1.7,1.7,1.4,1.6,2,2.2,2,3,2.7,1.7,1.8,1.4,1.4,1.5,1.4,1.6,1.6,1.7,1.8,1.8,1.8
"2018/02/18","оч╢щ","CO",0.37,0.37,0.49,0.48,0.49,0.52,0.5,0.42,0.41,0.49,0.49,0.42,0.3,0.36,0.39,0.43,0.5,0.63,0.86,0.74,0.96,1.12,1.28,1.04
"2018/02/18","оч╢щ","NOx",7.8,9,16,17,18,24,25,19,18,21,16,14,7.7,14,16,35,36,40,47,35,41,50,72,51
"2018/02/18","оч╢щ","O3",40,36,23,16,12,4.7,6.6,13,21,26,37,46,54,49,51,35,33,25,11,16,8.3,3.8,1.7,1.5
"2018/02/18","оч╢щ","PM10",32,33,30,36,30,35,43,55,59,59,37,36,NA,53,65,87,88,85,76,80,88,99,94,84
"2018/02/18","оч╢щ","SO2",2.4,1.6,2,2.4,2.4,3.1,3.2,2.9,3.6,3.8,3.1,3.2,2.4,3.5,5.6,15,14,12,8.8,5.8,5,4.9,7.5,5.9
"2018/02/19","оч╢щ","CO",0.93,0.85,0.83,0.83,0.75,0.91,0.89,0.98,1.01,0.63,0.65,0.46,0.35,0.47,0.52,0.49,0.5,0.56,0.49,1.02,0.71,0.78,0.64,0.56
"2018/02/19","оч╢щ","NOx",38,36,35,36,43,37,38,41,41,28,26,16,12,24,33,28,26,35,27,51,37,45,33,29
"2018/02/19","оч╢щ","O3",1.5,1.6,1.6,1.6,1.6,1.6,1.8,5.4,13,22,33,42,46,42,33,35,35,25,28,7.2,6.3,5.5,15,17
"2018/02/19","оч╢щ","PM10",64,48,39,32,40,35,37,30,48,61,62,50,41,37,47,54,63,61,55,47,45,57,74,77
"2018/02/19","оч╢щ","SO2",2.5,3,2.7,3.1,3.5,2.6,3.2,2.8,3.5,3.5,4,2.8,2,5,9.9,8.1,5.5,6.6,4.8,3,4.9,5.6,4,2.7
"2018/02/20","оч╢щ","CO",0.4,0.38,0.38,0.34,0.3,0.25,0.27,0.35,0.43,0.37,0.29,0.33,0.34,0.33,0.35,0.41,0.46,0.57,0.38,0.34,0.41,0.38,0.37,0.3
"2018/02/20","оч╢щ","NOx",27,15,12,8.8,8.3,7.7,12,12,14,12,14,16,27,25,19,18,20,26,18,16,21,23,19,11
"2018/02/20","оч╢щ","O3",22,31,33,33,31,32,26,22,24,34,32,34,25,27,31,29,25,20,28,29,22,22,24,28
"2018/02/20","оч╢щ","PM10",71,52,49,49,51,45,42,52,59,58,56,44,46,40,49,54,62,60,56,41,39,28,32,32
"2018/02/20","оч╢щ","SO2",5.2,2.7,1.9,1.9,1.5,1.2,1,1.3,1.4,1.6,2.4,2.3,5.9,5.6,2.9,1.7,1.1,2.3,1.5,1.1,1.3,2.7,1.9,1.2
"2018/02/21","оч╢щ","CO",0.32,0.33,0.39,0.39,0.34,0.34,0.38,0.63,0.48,0.31,0.29,0.28,0.31,0.39,0.37,0.4,0.4,0.53,0.5,0.46,0.44,0.41,0.38,0.37
"2018/02/21","оч╢щ","NOx",11,7.5,8.4,8.5,7.1,7.8,12,31,20,16,12,11,13,16,20,21,19,24,22,19,17,15,12,10
"2018/02/21","оч╢щ","O3",28,36,32,31,35,36,32,21,30,36,39,40,39,35,31,31,35,30,31,32,34,36,37,37
"2018/02/21","оч╢щ","PM10",38,34,31,27,23,18,13,18,19,23,22,18,17,19,22,21,11,14,17,29,29,33,23,15
"2018/02/21","оч╢щ","SO2",3.2,2.3,2.2,2,1.5,1.7,1.7,2.5,2.8,3.1,3.3,3.6,3.7,4.1,4.1,4,3.6,3.7,4.6,5.1,4.7,4.6,4.5,4.1
"2018/02/22","оч╢щ","CO",0.36,0.33,0.3,0.32,0.35,0.39,0.47,0.68,0.63,0.58,0.58,0.52,0.52,0.46,0.41,0.41,0.41,0.43,0.39,0.49,0.63,0.64,0.53,0.46
"2018/02/22","оч╢щ","NOx",8.9,5.7,3.5,3.6,4.1,7.3,15,26,22,20,25,21,18,14,11,13,16,16,13,20,26,27,18,14
"2018/02/22","оч╢щ","O3",40,41,45,47,47,43,34,30,33,34,30,34,35,38,43,41,37,36,37,29,22,22,30,35
"2018/02/22","оч╢щ","PM10",9,12,19,22,25,22,21,22,26,20,19,23,24,22,11,10,9,11,14,18,19,19,19,19
"2018/02/22","оч╢щ","SO2",1.9,2.4,2.3,2.1,2.1,2.2,2.7,2.6,2.9,3.2,3.3,4.1,3.3,3.3,3.1,3.2,3.2,3.3,2.8,2.9,3,3.1,3.1,3.1
"2018/02/23","оч╢щ","CO",0.43,0.37,0.33,0.29,0.3,0.3,0.35,0.58,0.57,0.48,0.39,0.38,0.39,0.38,NA,0.42,0.45,0.54,0.49,0.5,0.5,0.45,0.45,0.41
"2018/02/23","оч╢щ","NOx",11,12,11,9.1,9.9,11,17,32,29,24,17,15,16,16,NA,19,20,22,17,18,22,18,16,13
"2018/02/23","оч╢щ","O3",34,33,35,37,34,36,33,24,28,33,40,41,41,NA,NA,36,35,33,38,35,32,35,36,37
"2018/02/23","оч╢щ","PM10",25,26,31,34,36,36,31,38,48,60,55,47,41,45,NA,40,47,55,55,54,47,57,53,43
"2018/02/23","оч╢щ","SO2",2,2.6,2.7,2.4,2.7,2.6,2.4,2.7,3.2,4.1,2.9,2.7,2.8,2.4,NA,2.1,2.3,2.6,2.7,2.9,3.2,3.7,3.4,3.1
"2018/02/24","оч╢щ","CO",0.38,0.48,0.65,0.76,0.76,0.81,1,0.82,0.59,0.35,0.45,0.46,0.53,0.58,0.73,0.56,0.69,0.98,1.32,1.45,1.05,1.07,1.1,0.89
"2018/02/24","оч╢щ","NOx",11,13,25,32,37,45,53,46,41,19,24,19,26,31,48,35,50,62,78,81,66,54,54,46
"2018/02/24","оч╢щ","O3",37,33,14,6.2,3.3,2.1,2,6,12,31,28,30,23,20,17,25,16,6.3,1.8,2,1.9,1.9,1.8,2.2
"2018/02/24","оч╢щ","PM10",26,24,28,42,47,55,51,60,63,67,62,61,64,69,65,71,106,100,103,96,93,87,88,89
"2018/02/24","оч╢щ","SO2",3.7,1.6,3.1,3,4.9,5.2,5.3,7.3,7.8,4.8,4.2,2.8,3.4,2.4,5.5,7,8.5,8,6.9,8.4,11,6.4,6.2,6.4
"2018/02/25","оч╢щ","CO",0.87,0.56,0.52,0.59,0.46,0.38,0.28,0.34,0.33,0.31,0.32,0.33,0.28,0.23,0.22,0.22,0.21,0.23,0.24,0.25,0.26,0.27,0.34,0.27
"2018/02/25","оч╢щ","NOx",42,34,31,33,26,17,12,19,12,12,12,14,12,12,13,14,14,13,12,11,10,11,8.6,6.9
"2018/02/25","оч╢щ","O3",1.9,5.4,6.2,3.4,6.2,17,24,23,31,30,29,31,35,38,39,37,37,38,38,38,38,38,40,41
"2018/02/25","оч╢щ","PM10",90,92,90,97,86,77,53,50,38,36,22,19,17,25,24,27,16,18,22,29,29,19,15,22
"2018/02/25","оч╢щ","SO2",4,8.4,6,5,4.1,1.9,1.4,1.5,0.3,0,-0.1,0.2,0,-0.5,0.1,0.1,0,-0.2,-0.5,-0.5,NA,NA,NA,-0.5
"2018/02/26","оч╢щ","CO",0.28,0.29,0.28,0.26,0.26,0.27,0.32,0.64,0.72,0.59,0.46,0.34,0.34,0.32,0.32,0.34,0.34,0.41,0.35,0.34,0.37,0.38,0.38,0.34
"2018/02/26","оч╢щ","NOx",8,8.2,7.6,7.4,7.9,11,17,39,43,37,30,20,19,19,20,19,17,15,12,11,11,13,12,11
"2018/02/26","оч╢щ","O3",37,35,35,34,33,29,25,15,16,20,27,35,37,37,37,38,40,39,41,43,44,42,40,40
"2018/02/26","оч╢щ","PM10",30,32,27,22,23,26,28,28,32,37,45,48,49,48,44,48,52,51,44,41,47,52,50,42
"2018/02/26","оч╢щ","SO2",2.5,2.5,2.4,2.6,2.8,2.4,3.3,3.7,3.9,3.6,3.5,4.5,6,5.7,5.7,3.1,2.6,2.6,2.5,2.5,2.5,2.3,2.7,2.5
"2018/02/27","оч╢щ","CO",0.3,0.26,0.25,0.25,0.25,0.27,0.41,0.89,0.81,0.6,0.67,0.69,0.53,0.44,0.43,0.44,0.49,0.56,0.62,0.68,0.66,0.7,0.82,0.94
"2018/02/27","оч╢щ","NOx",8.9,5.2,5.1,5,5.1,7.3,16,44,38,31,34,39,35,28,25,25,27,28,31,30,31,30,34,44
"2018/02/27","оч╢щ","O3",42,44,42,42,41,38,29,12,17,27,35,38,40,39,46,46,41,38,31,26,21,18,9.9,3
"2018/02/27","оч╢щ","PM10",39,37,32,28,27,28,29,35,46,40,42,41,65,75,85,76,81,82,92,91,99,109,120,120
"2018/02/27","оч╢щ","SO2",2.1,1.7,2,1.8,1.7,2,2.3,5.7,6.3,5.6,6.2,7.1,7.9,6,5.3,4.7,5.3,5.5,4.2,4.4,4.9,5.9,5.5,7.7
"2018/02/28","оч╢щ","CO",1.03,0.93,0.63,0.78,0.88,0.96,1.02,1.03,0.98,1.28,1,0.88,0.88,0.57,0.4,0.46,0.59,0.58,0.98,1.57,2,1.54,1.23,0.99
"2018/02/28","оч╢щ","NOx",49,66,56,61,61,62,66,60,61,76,63,53,51,32,21,28,36,24,54,79,108,78,56,44
"2018/02/28","оч╢щ","O3",1.7,1.7,1.7,1.7,1.6,1.8,2,3.3,3.2,2.8,5.8,8.1,8.6,21,32,25,15,23,11,1.9,1.8,1.6,1.7,1.8
"2018/02/28","оч╢щ","PM10",117,115,118,125,112,103,86,79,65,59,52,53,48,57,51,48,35,28,31,41,52,46,44,37
"2018/02/28","оч╢щ","SO2",5.8,10,14,11,7.4,6,6.8,8.1,9.1,7.2,5.5,6.4,5.7,4.9,2.8,2.8,2.1,2.3,2.4,3.6,4.7,4.9,5,4.4
"2018/03/01","оч╢щ","CO",0.84,0.51,0.47,0.52,0.57,0.77,0.79,0.72,0.8,0.56,0.47,0.45,0.39,0.36,0.37,0.39,0.49,0.61,0.67,0.65,0.57,0.52,0.48,0.44
"2018/03/01","оч╢щ","NOx",36,22,20,21,23,37,41,38,35,29,21,19,14,12,12,14,20,22,25,23,19,16,15,12
"2018/03/01","оч╢щ","O3",1.8,3.7,4.4,2.9,3.4,1.8,2.3,9.6,22,32,35,37,41,43,43,41,35,30,27,27,32,33,34,36
"2018/03/01","оч╢щ","PM10",37,23,21,16,20,21,23,32,39,43,36,35,34,38,31,32,35,35,33,29,31,27,18,14
"2018/03/01","оч╢щ","SO2",2.7,2.9,2.4,1.9,1.9,2.3,1.9,2.9,3.6,2.9,1.9,1.5,0.8,0.7,0.5,0.4,0.5,0.7,0.7,0.8,0.9,1.1,1.5,1.3
"2018/03/02","оч╢щ","CO",0.41,0.36,0.33,0.32,0.51,0.42,0.66,1.21,1.67,1.58,1.22,0.82,0.7,NA,0.65,0.68,0.79,0.89,1.2,1.26,1.41,1.38,1.14,0.78
"2018/03/02","оч╢щ","NOx",10,7.4,7.1,7.2,21,15,29,51,83,83,53,43,36,35,30,36,44,43,56,61,72,69,63,68
"2018/03/02","оч╢щ","O3",38,41,41,39,19,25,12,7.9,7,10,25,29,30,40,53,45,35,29,15,7,1.8,1.6,2.4,1.7
"2018/03/02","оч╢щ","PM10",12,8,6,9,20,21,20,17,29,48,56,74,84,NA,116,124,116,119,125,148,155,149,141,144
"2018/03/02","оч╢щ","SO2",3.3,3.2,3.7,3.5,4.4,3.7,4.7,6.1,10,15,8.4,7.8,6.9,7.1,7.4,7,7.6,7.5,10,12,11,11,15,27
"2018/03/03","оч╢щ","CO",0.7,0.68,0.67,0.64,0.63,0.65,0.67,0.68,0.6,0.59,0.86,0.83,0.61,0.67,0.62,0.47,0.61,1.08,1.2,1.21,1.44,1.49,1.32,1.56
"2018/03/03","оч╢щ","NOx",52,51,44,46,38,27,26,26,37,36,46,41,27,24,25,17,31,58,67,64,73,71,65,65
"2018/03/03","оч╢щ","O3",5.9,3.7,7.7,6.1,6.6,13,12,14,13,14,14,25,38,47,49,45,31,15,6.8,3.6,1.8,1.6,1.7,1.6
"2018/03/03","оч╢щ","PM10",139,127,116,126,126,126,129,133,118,89,79,84,82,51,61,89,83,71,70,73,79,82,82,75
"2018/03/03","оч╢щ","SO2",21,19,16,20,15,7.1,5.1,4.6,4.8,4.6,4.2,3.6,3.9,4,5.1,3.5,4.4,6.5,12,12,12,11,11,7.5
"2018/03/04","оч╢щ","CO",1.33,1.01,1.44,1.55,0.82,0.73,1.05,1.25,1.3,0.97,0.92,0.76,0.49,0.54,0.66,0.54,0.43,0.46,0.45,0.61,0.66,0.92,0.85,0.82
"2018/03/04","оч╢щ","NOx",54,35,65,74,28,26,40,52,62,35,34,30,19,23,33,27,16,19,15,23,23,32,33,31
"2018/03/04","оч╢щ","O3",2,3.2,1.6,1.5,1.7,2.2,1.7,2.6,3.5,18,30,40,38,39,36,34,25,16,15,11,9.5,6.5,8.4,7
"2018/03/04","оч╢щ","PM10",66,58,61,66,61,47,40,42,54,52,65,80,88,81,81,79,68,53,47,53,54,60,61,67
