"¤é´Á","´ú¯¸","´ú¶µ","00","01","02","03","04","05","06","07","08","09","10","11","12","13","14","15","16","17","18","19","20","21","22","23"
"2018/03/25","³Á¼d","SO2",2.4,2,1.9,1.9,1.7,2,1.8,2.3,2.9,3.6,2.9,2.8,5.6,5.2,4.1,4.4,5.8,4.1,2.1,1.7,1.6,1.9,1.5,0.3
"2018/03/26","³Á¼d","CO",0.44,0.51,0.43,0.43,0.43,0.47,0.59,0.71,0.49,0.45,0.46,0.42,0.36,0.29,0.28,0.28,0.27,0.31,0.28,0.29,0.28,0.31,0.37,0.41
"2018/03/26","³Á¼d","NOx",12,12,8.6,11,9,14,26,31,17,16,26,15,10,7,6,6.9,7.2,7.6,6.4,6.8,6.1,7.4,11,8.6
"2018/03/26","³Á¼d","O3",40,34,36,22,28,13,10,17,35,50,50,60,65,63,61,59,56,57,53,51,50,44,33,37
"2018/03/26","³Á¼d","PM10",124,139,113,117,130,122,115,127,120,113,146,135,122,95,99,94,148,104,81,77,80,76,91,87
"2018/03/26","³Á¼d","SO2",1.2,2.1,1.9,1.7,1.6,1.9,2.4,2.7,3.4,4.8,9.8,6.3,4.5,3.1,2.6,2.1,2,1.9,1.7,1.8,1.7,2.1,2.8,3.7
"2018/03/27","³Á¼d","CO",0.43,0.41,0.35,0.33,0.32,0.31,0.48,0.5,0.45,0.33,0.27,0.26,0.26,0.27,0.26,0.26,0.27,0.31,0.32,0.48,0.4,0.44,0.43,0.43
"2018/03/27","³Á¼d","NOx",9.2,12,19,11,20,15,25,28,18,10,7.2,NA,6.7,6.3,5.8,6.7,7.9,7.6,8.5,19,14,15,16,15
"2018/03/27","³Á¼d","O3",32,30,26,24,10,13,11,16,35,46,51,51,NA,56,57,57,57,55,50,36,34,28,20,19
"2018/03/27","³Á¼d","PM10",89,97,84,76,78,94,110,118,102,87,101,NA,178,237,202,189,119,96,82,103,104,104,102,102
"2018/03/27","³Á¼d","SO2",3.2,3,2.6,1.8,1.7,1.6,2,2.6,4.3,3.1,1.6,1.6,NA,1.5,1.3,1.2,1.3,1.2,1.9,3.7,2,1.7,1.5,1.5
"2018/03/28","³Á¼d","CO",0.4,0.44,0.49,0.52,0.55,0.59,0.52,0.45,0.39,0.33,0.3,0.27,NA,0.26,0.25,0.24,0.25,0.28,0.25,0.24,0.24,0.25,0.27,0.3
"2018/03/28","³Á¼d","NOx",12,9.8,12,14,18,15,15,18,15,10,7.3,5.1,NA,4.2,4.7,11,4.5,5.8,5.7,5.7,6.7,9,11,10
"2018/03/28","³Á¼d","O3",23,18,14,10,7.5,14,15,19,29,38,45,50,NA,53,55,55,54,53,52,48,43,40,34,27
"2018/03/28","³Á¼d","PM10",91,82,79,94,102,83,85,84,86,61,142,142,NA,159,123,143,94,104,76,71,68,70,72,79
"2018/03/28","³Á¼d","SO2",1.5,2.2,2.2,2.5,2.8,3.1,2.5,2.8,4.1,4.7,3.5,2.3,NA,1.9,1.9,1.9,1.9,1.8,1.7,1.6,1.7,1.8,1.7,2.2
"2018/03/29","³Á¼d","CO",0.42,0.45,0.4,0.4,0.38,0.37,0.49,0.53,0.27,0.25,0.24,0.27,0.25,0.25,0.24,0.25,0.26,0.33,0.35,0.39,0.41,0.29,0.39,0.57
"2018/03/29","³Á¼d","NOx",12,15,15,15,18,18,28,28,9.8,8.8,6.7,9.6,9.4,9.3,8.8,9.2,8.8,11,13,15,17,9.6,15,25
"2018/03/29","³Á¼d","O3",21,15,9.1,6.4,5.5,7.2,5.5,13,35,41,48,53,54,54,54,57,61,60,56,47,38,42,34,16
"2018/03/29","³Á¼d","PM10",84,89,84,84,90,85,93,95,76,73,69,64,55,66,67,82,80,89,98,92,93,80,86,96
"2018/03/29","³Á¼d","SO2",2.2,1.7,1.2,1.2,1,1.1,1.3,1.8,1.8,1.5,1.4,2.3,2.8,2.4,1.9,1.8,1.4,1.6,1.4,1.2,1.2,1.3,1.7,1.4
"2018/03/30","³Á¼d","CO",0.49,0.39,0.34,0.33,0.36,0.44,0.55,0.71,0.48,0.34,0.34,0.46,0.36,0.39,0.33,0.25,0.22,0.22,0.2,0.2,0.3,0.45,0.42,0.43
"2018/03/30","³Á¼d","NOx",21,14,11,11,16,21,27,31,16,8.5,8.8,30,8,8.5,8.3,7.9,6.2,6,5.3,6.5,9.5,16,14,13
"2018/03/30","³Á¼d","O3",20,21,24,14,9.4,5.9,7.8,16,33,56,66,59,76,82,77,68,54,46,41,37,33,25,23,20
"2018/03/30","³Á¼d","PM10",101,113,103,98,99,104,111,132,NA,102,113,123,111,127,115,151,268,146,71,59,86,112,87,78
"2018/03/30","³Á¼d","SO2",1.6,1.4,1.4,1.2,1,1.3,1.6,2.4,2.5,3.1,4.8,11,4.6,4.1,2.3,1.6,1.6,1.3,1.2,1.5,2.9,4.1,2.9,1.8
"2018/03/31","³Á¼d","CO",0.36,0.4,0.36,0.34,0.37,0.38,0.45,0.58,0.4,0.31,0.29,0.27,0.25,0.22,0.2,0.22,0.21,0.24,0.23,0.21,0.22,0.28,0.4,0.36
"2018/03/31","³Á¼d","NOx",14,18,12,9.7,13,15,19,26,16,8.5,7.5,7.8,6.6,5.6,4.7,6.6,5.3,6.6,5.6,6.4,6.2,8.9,13,11
"2018/03/31","³Á¼d","O3",17,12,25,23,11,7.1,10,15,38,51,56,61,65,58,53,49,47,47,47,44,43,35,26,23
"2018/03/31","³Á¼d","PM10",63,77,103,91,86,85,110,132,132,130,105,90,155,241,353,418,275,115,94,94,93,92,104,101
"2018/03/31","³Á¼d","SO2",1.8,3.5,3.5,2.5,2.1,1.9,2.1,3.6,4.7,4.6,3.9,3.5,3,2.4,2.1,2,1.9,2,1.8,1.9,1.9,1.9,1.9,2
"2018/04/01","³Á¼d","CO",0.3,0.22,0.27,0.24,0.24,0.28,0.41,0.47,0.4,0.34,0.22,0.2,0.18,0.2,0.21,0.2,0.22,0.26,0.24,0.25,0.27,0.38,0.31,0.25
"2018/04/01","³Á¼d","NOx",10,9.1,10,8.9,9.6,12,17,19,14,9.4,5.5,5.2,4.6,7.8,7.5,7.1,7.9,8.2,7.9,8.5,7.9,17,11,8.2
"2018/04/01","³Á¼d","O3",24,24,23,25,19,15,14,17,25,42,50,50,50,59,64,63,61,58,54,49,46,31,35,38
"2018/04/01","³Á¼d","PM10",89,95,95,91,82,92,90,108,93,110,94,70,61,93,93,96,113,113,105,111,107,113,117,100
"2018/04/01","³Á¼d","SO2",2,2.1,2.1,1.8,1.7,1.9,2.6,3.1,2.8,2.8,2.6,2,1.9,3.1,3.3,2.9,3,2.6,2.2,1.8,1.9,2.2,2.1,1.7
"2018/04/02","³Á¼d","CO",0.3,0.26,0.23,0.2,0.2,0.22,0.43,0.51,0.28,0.25,0.25,0.2,0.21,0.24,0.2,0.21,0.2,0.32,0.33,0.29,0.39,0.34,0.27,0.25
"2018/04/02","³Á¼d","NOx",9.4,7.7,7.6,6.3,5.6,7.6,21,26,10,11,9.3,5.9,6.2,9.4,10,12,11,11,12,11,16,14,9.3,8.6
"2018/04/02","³Á¼d","O3",36,34,34,39,46,39,22,25,46,45,52,53,53,52,50,45,42,40,36,35,27,28,32,30
"2018/04/02","³Á¼d","PM10",95,100,109,92,90,78,95,102,94,103,85,80,77,76,116,127,63,63,82,88,79,87,92,90
"2018/04/02","³Á¼d","SO2",1.6,2,2.3,2,2,1.8,1.9,2.3,2.6,3.4,3.8,2.4,2.4,3.3,3.3,3,2.8,3.1,2.8,2.2,2.1,1.9,1.7,1.9
"2018/04/03","³Á¼d","CO",0.27,0.28,0.28,0.29,0.24,0.25,0.54,0.58,0.28,0.26,NA,0.2,0.19,0.17,0.2,0.26,0.26,0.32,0.25,0.27,0.31,0.27,0.29,0.24
"2018/04/03","³Á¼d","NOx",9.8,9.6,8.9,9.1,9.3,14,31,27,13,16,NA,15,9.9,11,16,33,30,18,8.1,16,10,9.1,9.3,6.7
"2018/04/03","³Á¼d","O3",28,28,25,20,18,8,4.8,17,32,NA,33,38,37,35,35,23,23,28,31,25,24,22,20,21
"2018/04/03","³Á¼d","PM10",97,89,90,83,93,88,91,94,80,NA,89,74,69,88,99,85,89,92,84,93,86,88,89,97
"2018/04/03","³Á¼d","SO2",2.3,2.8,2,2.1,1.8,1.8,2.1,3,3.7,4.1,NA,4.2,3.5,3.1,4,7.4,6.3,3.5,2,1.8,1.8,1.8,1.9,1.7
"2018/04/04","³Á¼d","CO",0.24,0.27,0.31,0.34,0.37,0.37,0.42,0.43,0.37,0.25,0.24,0.24,0.23,0.21,0.19,0.22,0.25,0.21,0.22,0.23,0.23,0.25,0.22,0.18
"2018/04/04","³Á¼d","NOx",7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018/04/04","³Á¼d","O3",19,14,9.3,6.7,3,2.9,4.6,11,26,38,43,49,44,41,41,39,36,34,32,26,23,23,23,25
"2018/04/04","³Á¼d","PM10",97,95,105,94,91,89,90,92,114,82,78,74,51,60,59,58,63,69,68,73,67,65,71,64
"2018/04/04","³Á¼d","SO2",1.9,1.2,1.5,1.5,1.4,1.6,1.8,2.5,4.1,3.1,3.1,2.7,3.4,2.9,1.3,2.6,3.8,1.6,1.2,1.3,1.6,1.4,1.2,1.2
"2018/04/05","³Á¼d","CO",0.21,0.38,0.41,0.31,0.29,0.44,0.46,0.44,0.4,0.52,0.38,0.28,0.32,0.23,0.2,0.19,0.2,0.21,0.23,0.3,0.35,0.3,0.42,0.43
"2018/04/05","³Á¼d","NOx",3.8,7.2,9.1,7.2,7.4,11,14,11,9.8,14,8.8,5.7,8.8,8,4.7,4.2,5,5.1,5.9,8.8,9.7,7.9,10,14
"2018/04/05","³Á¼d","O3",25,25,28,29,26,18,20,29,37,39,49,53,53,49,49,45,41,39,35,31,28,30,26,17
"2018/04/05","³Á¼d","PM10",75,97,119,117,112,126,126,122,106,108,108,89,84,69,72,61,69,71,75,88,86,95,107,123
"2018/04/05","³Á¼d","SO2",1.6,3,3.4,2.5,2.4,3.7,4.2,5.1,6,8.4,5.8,4.8,4.9,4.1,2.7,2.2,2.3,2.2,1.8,2,2.2,2.3,2.5,2.5
"2018/04/06","³Á¼d","CO",0.44,0.35,0.39,0.37,0.38,0.34,0.45,0.53,0.35,0.25,0.19,0.2,0.16,0.31,0.34,0.34,0.34,0.34,0.38,0.38,0.34,0.34,0.32,0.26
"2018/04/06","³Á¼d","NOx",14,10,12,13,16,14,20,23,12,8.8,13,5,2.6,5,5.2,5.7,9.1,6.9,6.6,6.3,4.6,6.2,5.3,4
"2018/04/06","³Á¼d","O3",15,15,11,10,5.1,7.7,7.1,9.4,26,36,34,40,39,40,45,44,40,40,39,40,41,43,45,49
"2018/04/06","³Á¼d","PM10",108,105,104,110,100,90,95,105,100,84,62,55,67,193,212,187,221,208,126,141,149,274,249,272
"2018/04/06","³Á¼d","SO2",2.5,2.8,2.8,2.9,2.6,2.5,3.4,3.4,3.9,4.8,5.2,3.7,3.1,2.2,2,2,3,2.3,2.6,2.6,2.2,3.5,2.6,2
"2018/04/07","³Á¼d","CO",0.26,0.2,0.25,0.23,0.23,0.24,0.19,0.24,0.27,0.27,0.38,0.37,0.37,0.32,0.32,0.39,0.43,0.43,0.35,0.34,0.4,0.34,0.35,0.34
"2018/04/07","³Á¼d","NOx",4.4,7.6,13,11,9.1,11,8.1,8.7,9.7,7.7,14,12,12,10,10,17,18,19,16,15,18,15,13,13
"2018/04/07","³Á¼d","O3",50,52,48,49,51,49,53,51,49,50,44,46,47,50,50,45,45,44,48,47,42,46,47,47
"2018/04/07","³Á¼d","PM10",266,230,166,113,117,107,134,113,98,84,113,140,171,156,131,147,157,148,153,143,116,110,93,91
"2018/04/07","³Á¼d","SO2",2.1,2.5,5.1,4.9,3.4,4.3,2.1,1.9,2.6,1.6,4,3,3.3,2.6,2.7,5.6,5.5,5.2,4.9,5,6.1,6.3,5.2,6.2
"2018/04/08","³Á¼d","CO",0.26,0.28,0.48,0.48,0.41,0.23,0.25,0.38,0.37,0.33,0.3,0.27,0.25,0.24,0.22,0.21,0.21,0.22,0.26,0.28,0.29,0.36,0.34,0.26
"2018/04/08","³Á¼d","NOx",12,7.9,20,19,17,8.7,8.5,15,15,15,13,19,21,15,12,10,7.9,9,10,11,11,14,15,9.4
"2018/04/08","³Á¼d","O3",46,49,36,37,38,47,42,35,39,42,54,55,57,63,65,64,64,66,62,54,51,44,42,49
"2018/04/08","³Á¼d","PM10",97,75,84,77,80,63,79,78,93,85,71,82,76,76,83,79,74,79,86,92,92,125,121,79
"2018/04/08","³Á¼d","SO2",5.9,2.7,11,9.2,7.3,2.4,2,4.5,5.9,5.4,5,5.1,5.6,4,4,3.6,1.9,2,1.9,1.7,1.8,1.8,2,1.9
"2018/04/09","³Á¼d","CO",0.3,0.33,0.38,0.42,0.44,0.36,0.47,0.59,0.3,0.24,0.26,0.28,0.24,0.23,0.21,0.23,0.23,0.34,0.38,0.51,0.38,0.41,0.3,0.34
"2018/04/09","³Á¼d","NOx",10,11,14,15,19,18,27,34,14,7.8,11,16,7,7.5,12,14,16,24,12,14,12,14,9.2,12
"2018/04/09","³Á¼d","O3",45,38,27,18,9.5,11,7.4,15,45,61,62,65,73,66,67,66,63,52,61,50,47,39,47,37
"2018/04/09","³Á¼d","PM10",88,93,101,94,93,77,76,84,82,74,72,73,77,55,69,64,64,85,127,149,109,105,96,101
"2018/04/09","³Á¼d","SO2",1.8,1.9,1.6,1.4,1.4,1.5,1.8,2.6,2.6,2.9,3.5,5.4,3.3,2.9,4.2,4.7,4.7,5.6,3,2.6,2,1.8,2.1,2
"2018/04/10","³Á¼d","CO",0.3,0.38,0.41,0.39,0.32,0.31,0.38,0.53,0.36,0.25,0.23,0.29,0.28,0.27,0.28,0.27,0.28,0.34,0.35,0.44,0.4,0.74,0.6,0.45
"2018/04/10","³Á¼d","NOx",10,18,20,20,16,15,21,30,17,6.4,6.2,16,16,15,18,14,14,14,7.9,16,17,26,22,16
"2018/04/10","³Á¼d","O3",35,21,14,13,17,16,16,19,37,56,61,62,63,66,63,68,64,58,57,49,48,30,30,31
"2018/04/10","³Á¼d","PM10",100,114,100,86,82,84,81,84,81,62,54,NA,65,58,61,74,70,77,65,63,92,105,106,115
"2018/04/10","³Á¼d","SO2",1.7,2.3,2.3,2.3,2.2,1.9,2.3,3.2,3.1,2.4,2.1,5.3,4.7,5.5,6.7,5.1,5,4.9,2.9,2.9,3.1,2.7,2.7,2.7
"2018/04/11","³Á¼d","CO",0.38,0.42,0.42,0.36,0.34,0.33,0.53,0.57,0.3,0.22,0.2,0.17,0.15,0.14,0.18,0.2,0.21,0.18,0.2,0.24,0.27,0.29,0.2,0.19
"2018/04/11","³Á¼d","NOx",12,27,25,19,20,23,32,32,14,8.6,7,5.2,5.3,4.7,6.6,13,6.7,5.8,7.1,8.6,11,12,8.2,7.3
"2018/04/11","³Á¼d","O3",32,13,12,22,19,12,13,20,31,32,40,34,34,39,35,38,36,33,34,31,27,23,23,27
"2018/04/11","³Á¼d","PM10",115,120,121,117,112,108,99,103,64,51,64,43,41,46,41,55,53,42,54,59,61,72,57,55
"2018/04/11","³Á¼d","SO2",3,2.7,2.6,3.1,2.9,2.7,3.1,4.5,4,2.8,3.5,2.5,2.6,3.2,3,4.4,2.9,2.3,2.3,2.4,2.3,2.3,2.2,2.6
"2018/04/12","³Á¼d","CO",0.2,0.21,0.21,0.23,0.27,0.27,0.46,0.5,0.18,0.1,0.1,0.1,0.1,0.1,0.1,0.16,0.16,0.23,0.19,0.19,0.18,0.18,0.18,0.15
"2018/04/12","³Á¼d","NOx",8,9.3,8.6,9.9,14,15,21,24,10,7.3,5.8,4.9,4.9,5.2,4,8.7,12,12,9.5,10,9.2,8,8.8,7.7
"2018/04/12","³Á¼d","O3",30,24,19,14,12,7,6,8.7,15,20,27,31,30,27,29,30,31,26,24,22,21,22,19,18
"2018/04/12","³Á¼d","PM10",54,60,61,66,63,56,55,59,47,34,39,38,29,40,29,38,45,49,49,37,48,38,43,40
"2018/04/12","³Á¼d","SO2",2.4,2,2,1.9,2.1,2.3,2.8,3.5,2.4,2.7,2.5,2,2.5,2.2,1.9,3.2,3.7,2.7,2.2,2.5,3.7,3.1,1.9,1.9
"2018/04/13","³Á¼d","CO",0.15,0.24,0.17,0.2,0.27,0.33,0.41,0.4,0.34,0.28,0.14,0.13,0.14,0.13,0.13,0.14,0.17,0.17,0.16,0.15,0.16,0.17,0.2,0.18
"2018/04/13","³Á¼d","NOx",7.6,7.8,9.2,9.6,20,25,26,26,24,12,4.3,3.6,4.1,3.5,4.3,4.9,5.7,5.7,4.8,7.1,5,5.9,7.7,8.4
"2018/04/13","³Á¼d","O3",16,12,7.4,6.1,1.8,2.6,3.4,5.6,12,21,23,26,26,31,36,31,34,29,28,25,28,25,22,17
"2018/04/13","³Á¼d","PM10",42,46,41,42,51,53,54,67,65,65,36,34,38,37,39,38,46,38,30,38,44,41,38,51
"2018/04/13","³Á¼d","SO2",2.3,1.6,1.5,1.6,1.7,2.2,3.6,2.9,3.7,3.3,2,1.8,1.6,2,2.2,2.1,2.7,2.6,2.1,2.9,2.1,2.1,2,2.3
"2018/04/14","³Á¼d","CO",0.19,0.16,0.13,0.11,0.11,0.14,0.25,0.39,0.35,0.28,0.22,0.12,0.12,0.11,0.11,0.12,0.12,0.15,0.19,0.18,0.27,0.18,0.21,0.18
"2018/04/14","³Á¼d","NOx",9.7,10,7.7,5.1,4.9,7.7,15,23,17,12,9.5,4.8,4.2,4.3,4.3,4.5,4.8,5.7,6.9,7.5,10,8.1,9,10
"2018/04/14","³Á¼d","O3",12,10,9.9,12,12,10,6.5,6.7,13,20,29,25,24,27,23,21,22,20,20,18,16,16,14,12
"2018/04/14","³Á¼d","PM10",46,53,41,34,36,42,52,60,65,59,55,40,49,47,42,40,34,36,49,37,49,39,58,46
"2018/04/14","³Á¼d","SO2",2.3,2,1.8,1.8,1.8,2.4,2.6,4.2,4.3,3.2,2.3,1.9,1.7,1.9,1.7,1.7,2.1,1.7,1.9,1.9,2.1,2.1,2.2,2
"2018/04/15","³Á¼d","CO",0.17,0.32,0.21,0.13,0.13,0.22,0.51,0.49,0.25,0.26,0.48,0.31,0.22,0.22,0.22,0.24,0.24,0.26,0.28,0.28,0.4,0.34,0.33,0.43
"2018/04/15","³Á¼d","NOx",9.2,6.9,6.9,9.8,7.3,6.9,14,17,5.2,7.5,17,10,4.8,4.9,5.4,5.5,6.5,7.1,7.8,7,12,9,8.1,12
"2018/04/15","³Á¼d","O3",8.5,11,11,12,14,21,17,22,39,42,35,48,58,59,59,56,54,51,48,46,38,37,37,34
"2018/04/15","³Á¼d","PM10",41,47,37,34,30,64,53,85,110,120,103,168,381,327,106,73,70,97,132,174,101,92,115,117
"2018/04/15","³Á¼d","SO2",1.9,2.1,2.7,3.3,2.3,2.1,4,5,1.6,2.4,6.7,4.2,1.7,1.8,1.6,1.6,1.7,1.6,1.5,1.3,2.4,1.7,2,3.7
"2018/04/16","³Á¼d","CO",0.3,0.43,0.52,0.51,0.43,0.42,0.48,0.42,0.5,0.5,0.34,0.3,0.29,0.29,0.27,0.25,0.28,0.33,0.28,0.27,0.27,0.4,0.43,0.29
"2018/04/16","³Á¼d","NOx",7.2,12,18,16,12,12,18,15,20,18,12,7.9,8.1,8.3,8.7,7.9,8.7,11,10,9.3,9.3,16,17,6.8
"2018/04/16","³Á¼d","O3",43,38,30,32,37,39,37,40,37,39,49,60,70,75,74,65,61,57,51,47,45,35,33,47
"2018/04/16","³Á¼d","PM10",110,126,133,118,120,121,105,89,82,84,81,82,113,140,127,126,123,113,89,84,74,77,69,49
"2018/04/16","³Á¼d","SO2",2.7,4.4,6,4.2,3.6,3.3,4.6,4.6,7.5,7.6,4.6,2.5,2.1,2.2,2.2,2,2,1.9,1.7,1.9,1.9,4.3,4.2,1.6
"2018/04/17","³Á¼d","CO",0.29,0.38,0.46,0.53,0.51,0.44,0.36,0.26,0.43,0.8,0.52,0.24,0.26,0.27,0.31,NA,0.26,0.26,0.26,0.3,0.26,0.24,0.26,0.36
"2018/04/17","³Á¼d","NOx",7.1,9.4,12,15,13,12,12,9.6,15,29,21,7.1,7.3,8.1,10,NA,7.2,8.5,10,13,9.6,7.3,6.6,12
"2018/04/17","³Á¼d","O3",42,36,34,27,27,30,34,41,38,30,42,55,62,68,73,NA,73,66,57,47,49,51,49,41
"2018/04/17","³Á¼d","PM10",48,59,38,45,58,58,44,40,42,37,41,41,44,53,NA,66,68,74,71,75,50,54,59,51
"2018/04/17","³Á¼d","SO2",1.2,1.5,2.5,2.4,2.2,1.8,1.7,1.5,3.7,7.5,7.6,1.9,1.7,1.8,2.9,NA,1.5,1.6,1.6,1.6,1.3,1.4,1.8,4.2
"2018/04/18","³Á¼d","CO",0.56,0.48,0.7,0.44,0.32,0.4,0.51,0.47,0.49,0.31,0.32,0.31,0.29,0.27,0.25,0.25,0.3,0.31,0.29,0.29,0.29,0.38,0.36,0.38
"2018/04/18","³Á¼d","NOx",26,12,19,16,16,17,20,22,21,12,9.6,8.1,8.2,8.6,6.5,8,8.5,9.4,8.6,8.4,8.3,12,14,16
"2018/04/18","³Á¼d","O3",24,37,26,32,35,35,34,36,39,52,61,67,70,68,64,70,68,65,62,60,54,46,33,36
"2018/04/18","³Á¼d","PM10",54,43,47,53,51,63,66,64,68,66,80,90,86,107,138,143,102,81,71,71,79,82,73,80
"2018/04/18","³Á¼d","SO2",10,4.7,6.9,5.5,6.6,6.5,5.1,6.1,6.7,4.2,3.3,2.5,2.9,2.6,2,2.6,2.1,1.7,1.6,1.5,1.6,1.6,1.5,2.2
"2018/04/19","³Á¼d","CO",0.51,0.31,0.29,0.28,0.29,0.33,0.54,0.75,0.56,0.47,0.41,0.34,0.27,0.23,0.23,0.23,0.25,0.34,0.36,0.37,0.39,0.36,0.3,0.3
"2018/04/19","³Á¼d","NOx",20,14,12,10,9.6,14,26,34,19,13,13,11,9.3,8.5,9,7.5,8.6,11,11,14,13,12,9.9,11
"2018/04/19","³Á¼d","O3",23,28,29,28,33,9.3,6.9,14,37,56,69,70,70,66,68,66,64,63,61,51,45,51,48,43
"2018/04/19","³Á¼d","PM10",91,90,83,85,87,90,106,135,139,127,108,104,92,107,79,80,77,74,94,80,84,81,82,85
"2018/04/19","³Á¼d","SO2",1.8,2.3,2.3,2.1,2.2,1.8,2.3,3.6,6.2,6.9,6.2,4.6,3.7,3,3.2,3.1,2.9,2.8,2.8,2.6,2.4,2.6,2.6,2.4
"2018/04/20","³Á¼d","CO",0.33,0.29,0.28,0.27,0.29,0.32,0.46,0.46,0.34,0.28,0.23,0.22,0.25,0.29,0.26,0.31,0.32,0.36,0.35,0.28,0.33,0.36,0.41,0.4
"2018/04/20","³Á¼d","NOx",12,11,7.9,7.4,11,12,21,18,11,8,6,5.2,6.3,8.1,13,14,11,11,29,18,13,13,14,14
"2018/04/20","³Á¼d","O3",38,37,40,39,31,26,21,34,45,53,52,57,62,66,65,70,72,71,52,49,55,52,44,39
"2018/04/20","³Á¼d","PM10",95,91,92,85,89,96,111,100,91,83,77,64,62,58,62,117,106,98,96,64,79,95,95,88
"2018/04/20","³Á¼d","SO2",2.3,2.3,2.3,2.3,2.4,3.1,3.2,3.3,3.4,3.4,2.7,2.4,2.8,3.4,5.9,6.9,4.5,4,6.9,5.3,3.8,3.1,2.6,2.4
"2018/04/21","³Á¼d","CO",0.38,0.36,0.38,0.36,0.37,0.4,0.55,0.52,0.34,0.32,0.29,0.29,0.24,0.24,0.25,0.23,0.23,0.29,0.29,0.28,0.27,0.27,0.31,0.33
"2018/04/21","³Á¼d","NOx",13,11,11,11,11,12,20,21,11,12,16,20,8.8,6.9,8.2,6.7,6.4,7.1,7.8,10,9.2,7,9.6,11
"2018/04/21","³Á¼d","O3",31,33,32,38,43,21,13,26,42,48,54,51,53,54,53,53,53,55,51,41,36,37,30,22
"2018/04/21","³Á¼d","PM10",93,96,107,106,108,105,119,123,99,109,92,89,87,78,75,81,76,90,98,90,93,90,94,99
"2018/04/21","³Á¼d","SO2",1.8,1.9,1.9,2.4,2.4,1.7,2.2,3.4,3,5.5,7.3,8.5,5.1,4.4,3.7,3.3,2.5,2.7,2.5,2.6,2.6,2.5,2.5,2.7
"2018/04/22","³Á¼d","CO",0.36,0.33,0.38,0.42,0.45,0.47,0.52,0.6,0.55,0.47,0.4,0.32,0.38,0.32,0.29,0.24,0.24,0.26,0.25,0.32,0.36,0.3,0.33,0.31
"2018/04/22","³Á¼d","NOx",12,14,14,16,17,20,22,23,19,16,12,11,22,25,15,9.4,9.7,7.9,7.7,10,12,10,10,11
"2018/04/22","³Á¼d","O3",18,14,13,9.1,6.4,3.7,6.2,11,23,39,54,64,65,56,57,56,54,51,51,43,36,35,31,27
"2018/04/22","³Á¼d","PM10",106,118,120,108,110,117,115,132,129,122,110,85,88,84,84,73,76,80,85,92,92,95,99,100
"2018/04/22","³Á¼d","SO2",2.4,2.4,2.5,2.4,2.4,2.1,2.3,3.3,4.3,5.9,5.1,4.5,8.9,11,6.8,3.9,3.9,3.7,2.7,2.5,2.7,3,2.8,2.3
"2018/04/23","³Á¼d","CO",0.31,0.4,0.4,0.36,0.31,0.3,0.43,0.61,0.35,0.26,0.22,0.24,0.19,0.19,0.15,0.11,0.13,0.18,0.25,0.23,0.21,0.23,0.15,0.16
"2018/04/23","³Á¼d","NOx",11,14,16,16,15,15,19,27,14,6.7,4.4,4.7,3.6,4.3,3.2,2.8,3.4,4.9,7.5,7.7,6.8,9.4,4.6,5.7
"2018/04/23","³Á¼d","O3",21,16,12,11,11,10,11,12,27,42,47,51,50,57,48,31,21,19,17,15,14,10,14,14
"2018/04/23","³Á¼d","PM10",103,113,119,83,81,70,78,94,81,73,64,57,53,68,55,51,53,40,53,42,39,58,35,49
"2018/04/23","³Á¼d","SO2",2.2,2.4,2.3,2.4,2.7,2.2,2.3,3.5,3.5,3.1,3.1,4.6,3.5,4.5,2.7,1.7,1.3,1.4,1.5,1.4,1.8,2.9,2.3,2.2
"2018/04/24","³Á¼d","CO",0.14,0.06,0.06,0.06,0.07,0.06,0.14,0.16,0.03,0.08,0.07,0.07,0.08,0.08,0.07,0.1,0.1,0.16,0.23,0.43,0.46,0.68,0.53,0.26
"2018/04/24","³Á¼d","NOx",NA,3.2,3.3,3.9,5.4,3.9,6.5,8.4,5.7,7.1,4.2,NA,4.8,5,10,9.4,4.9,6.3,13,21,29,34,23,10
"2018/04/24","³Á¼d","O3",21,23,23,23,20,20,18,19,23,23,26,24,24,24,26,23,25,30,22,17,13,4.1,15,26
"2018/04/24","³Á¼d","PM10",36,36,34,37,36,35,47,42,NA,36,42,NA,29,38,37,37,45,50,54,55,43,51,51,34
"2018/04/24","³Á¼d","SO2",1.8,1.5,1.5,1.9,2.4,1.6,1.6,2.3,1.6,2.2,1.7,1.4,1.5,2,5,2.8,1.3,1.2,2.5,4.5,6.3,8,5.1,2.5
"2018/04/25","³Á¼d","CO",0.27,0.35,0.47,0.49,0.59,0.59,0.34,0.45,0.58,0.31,0.33,0.39,0.4,0.37,0.35,0.31,0.33,0.33,0.33,0.38,0.42,0.53,0.36,0.37
"2018/04/25","³Á¼d","NOx",8.8,13,21,20,25,21,11,14,22,11,11,15,14,13,13,10,11,11,12,15,19,26,16,13
"2018/04/25","³Á¼d","O3",36,37,31,30,23,26,35,32,30,43,48,56,69,79,81,80,76,73,66,55,43,29,34,37
"2018/04/25","³Á¼d","PM10",47,55,62,64,68,69,53,55,76,88,90,99,128,110,258,182,100,124,91,81,88,95,70,60
