"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27"
"2018/07/02","大里","CO",0.15,0.19,0.16,0.13,0.14,0.14,0.2,0.45,0.7,0.45,0.33,0.37,0.33,0.32,0.27,0.24,0.34,0.65,0.51,0.49,0.42,0.45,0.37,0.22
"2018/07/02","大里","NOx",7.4,6.6,4.7,5.2,5.6,6.1,7.8,19,29,30,26,24,19,23,20,17,16,23,22,19,17,21,18,9.6
"2018/07/02","大里","O3",9.9,11,19,18,14,15,13,4.3,2.6,2.3,2.7,4.5,11,9.5,13,18,21,13,9.2,9.1,8.9,5.4,6.5,15
"2018/07/02","大里","PM10",16,13,13,19,16,25,29,26,19,7,NA,52,36,36,28,24,20,17,22,17,18,20,19,19
"2018/07/02","大里","SO2",1.2,1.3,1.2,1.4,1.1,1.2,1.2,2.4,2.4,2.2,2,4.2,3.3,2.2,1.6,2.2,3.2,2.2,1.8,1.6,1.6,1.5,2.9,3
"2018/07/03","大里","CO",0.18,0.22,0.17,0.14,0.14,0.21,0.28,0.48,0.53,0.44,0.49,0.36,0.22,0.25,0.32,0.34,0.34,0.53,0.65,0.61,0.68,0.31,0.26,0.19
"2018/07/03","大里","NOx",6.4,11,7.3,6.2,5.5,9.9,12,16,27,29,31,18,9.4,12,18,16,16,20,25,22,24,12,9.8,7.5
"2018/07/03","大里","O3",15,7.3,10,12,15,7.3,9.8,10,6.6,8.5,8,24,34,31,26,23,19,13,6.8,5.9,4.7,12,13,13
"2018/07/03","大里","PM10",20,23,19,12,15,21,24,17,13,18,34,47,46,43,34,39,35,35,36,46,43,42,38,34
"2018/07/03","大里","SO2",2.6,1.2,1.1,1,0.9,1,1.4,1.8,4.4,4.7,2.5,2.1,1.5,1.7,2.7,2.7,3.6,1.8,3.2,2,3.3,1.5,1.4,1.6
"2018/07/04","大里","CO",0.22,0.14,0.15,0.18,0.2,0.23,0.44,0.6,0.57,0.28,0.31,0.34,0.37,0.26,0.29,0.27,0.36,0.71,0.85,0.53,0.53,0.55,0.61,0.26
"2018/07/04","大里","NOx",8.1,5,5.1,5.9,9.9,10,15,21,21,16,17,19,17,14,14,14,17,24,28,23,18,19,23,10
"2018/07/04","大里","O3",10,15,16,12,5.5,4.9,4.8,7.1,7.2,14,14,11,15,19,16,15,13,8.9,4.3,3.2,5.1,4.8,1.9,5.2
"2018/07/04","大里","PM10",29,19,16,13,10,22,24,33,30,28,24,23,24,27,31,23,20,20,27,32,35,38,36,22
"2018/07/04","大里","SO2",0.9,1.7,1.6,1.4,1.5,1.5,2,1.8,2.6,3,2.8,2.6,2.1,3.6,2.5,1.8,2.3,3.8,3.6,1.8,2.8,3.3,2,1.5
"2018/07/05","大里","CO",0.22,0.18,0.24,0.23,0.21,0.2,0.3,0.49,0.36,0.25,0.29,0.34,0.2,0.3,0.62,0.28,0.55,0.63,0.67,0.59,0.47,0.37,0.36,0.36
"2018/07/05","大里","NOx",6.3,7.2,9.1,10,11,9.3,12,15,12,11,14,17,9.1,16,46,20,29,26,27,25,20,14,15,16
"2018/07/05","大里","O3",6.1,6.6,4.8,2.7,2.6,11,12,13,18,22,20,24,32,22,12,17,11,9.7,6.7,6.1,7.8,10,7.4,3.9
"2018/07/05","大里","PM10",24,25,29,24,23,25,29,23,24,28,44,43,43,35,48,53,49,38,35,33,26,22,26,28
"2018/07/05","大里","SO2",1.5,1.6,1.7,2.3,2.3,2.4,2,2.1,2.1,2.2,2.4,3.1,2,2.7,4.1,2.6,3.5,3,3.5,5.2,2.5,1.9,2.5,2.4
"2018/07/06","大里","CO",0.26,0.21,0.17,0.13,0.21,0.29,0.28,0.73,0.44,0.31,0.27,0.21,0.18,0.16,0.16,0.17,0.24,0.28,0.32,0.38,0.41,0.35,0.29,0.26
"2018/07/06","大里","NOx",11,9.3,8.3,6.4,12,17,13,30,NA,NA,NA,10,7.5,7.4,7.9,8,11,11,12,16,16,16,12,9.2
"2018/07/06","大里","O3",9,9.6,7.2,7.2,2.9,1.6,4.3,3.1,8,18,27,38,37,36,32,31,35,30,21,18,18,13,14,15
"2018/07/06","大里","PM10",19,18,21,29,25,25,26,27,28,27,34,46,35,38,18,31,28,32,26,26,29,30,29,26
"2018/07/06","大里","SO2",2.7,1.6,1.6,1.3,1.3,1.3,1.7,4,NA,0.1,NA,NA,1.6,1.3,1.3,1.4,1.6,1.5,1.5,2.5,2.6,1.2,1.7,1.3
"2018/07/07","大里","CO",0.25,0.2,0.21,0.19,0.18,0.22,0.24,0.38,0.33,0.28,0.24,0.22,0.2,0.16,0.2,0.23,0.19,0.3,0.34,0.3,0.34,0.31,0.28,0.22
"2018/07/07","大里","NOx",9.2,8,9.4,9.1,9.4,9.5,10,13,15,9.2,8,7.8,6.2,6.5,8.9,11,7.4,13,14,14,14,15,12,11
"2018/07/07","大里","O3",15,17,10,9,7.1,6.6,7.6,14,21,32,38,42,41,44,43,28,29,18,18,16,14,11,13,13
"2018/07/07","大里","PM10",26,26,23,27,21,25,16,25,27,32,37,38,35,28,33,32,37,22,25,10,22,19,32,23
"2018/07/07","大里","SO2",3.5,1.9,1.8,1.8,1.7,1.7,1.6,2.5,3.8,2.3,2.5,2.9,2.8,2.3,2.5,2.2,1.9,1.8,1.6,1.6,1.8,1.8,1.7,1.8
"2018/07/08","大里","CO",0.21,0.17,0.2,0.22,0.18,0.23,0.35,0.38,0.38,0.23,0.2,0.22,0.32,0.18,0.21,0.34,0.34,0.53,0.54,0.56,0.47,0.34,0.34,0.3
"2018/07/08","大里","NOx",10,5.9,6.2,7.4,6.5,8.7,11,12,12,6.9,5.6,5.7,15,5.9,9.2,21,16,27,24,20,16,12,12,9.4
"2018/07/08","大里","O3",11,13,10,6.3,8.1,5.5,7.4,16,27,31,37,47,36,34,23,18,17,11,10,8.8,9.5,9.9,9.4,9.5
"2018/07/08","大里","PM10",20,16,25,30,29,29,34,27,20,18,22,24,18,25,29,31,25,24,20,19,22,21,31,25
"2018/07/08","大里","SO2",1.4,1.6,2,1.6,1.6,1.7,1.9,1.9,2.2,2.4,2.3,2.1,7.9,3.3,5.8,13,8.3,13,6,3.3,2.4,2.1,2,2.4
"2018/07/09","大里","CO",0.31,0.28,0.21,0.21,0.18,0.24,0.3,0.55,0.31,0.23,0.22,0.23,0.27,0.22,0.22,0.22,0.26,0.36,0.49,0.44,0.49,0.37,0.43,0.37
"2018/07/09","大里","NOx",10,12,8.1,8.3,6.9,11,14,22,13,10,9.6,8.3,10,8.9,8.5,8.9,11,13,17,19,23,17,19,14
"2018/07/09","大里","O3",7.9,4,7.4,5.5,6.7,3.7,5.2,9.4,21,28,40,54,63,58,53,46,45,48,40,28,17,18,17,18
"2018/07/09","大里","PM10",26,20,22,21,25,25,28,31,31,34,22,23,21,30,33,36,31,32,31,45,48,55,50,45
"2018/07/09","大里","SO2",2,1.6,1.6,2.7,2,1.9,1.7,2.3,2.5,2,2.1,2.2,2.4,2.3,2,2.1,2.5,2.5,2.9,3.1,3.1,2.8,3.3,2.4
"2018/07/10","大里","CO",0.35,0.29,0.24,0.21,0.21,0.29,0.42,0.67,0.54,0.33,0.31,0.33,0.23,0.15,0.15,0.14,0.16,0.22,0.22,0.19,0.15,0.16,0.1,0.08
"2018/07/10","大里","NOx",13,13,9.8,8.6,8.1,13,19,29,27,17,15,16,12,8.1,8,7.9,8.1,9.6,9,8.1,5.9,6.1,4,3.4
"2018/07/10","大里","O3",15,11,13,17,20,8.2,4.4,3.5,12,36,47,50,30,29,30,31,25,19,16,14,15,12,13,13
"2018/07/10","大里","PM10",41,44,42,42,37,39,41,42,49,47,59,54,58,40,35,35,34,43,43,46,45,43,40,33
"2018/07/10","大里","SO2",1.9,2.8,1.9,2.5,2.4,2.1,2,2.6,3.5,3.1,2.6,2.8,2,1.8,1.7,1.8,1.8,1.7,1.7,1.7,1.5,1.5,1.4,1.4
"2018/07/11","大里","CO",0.07,0.07,0.07,0.12,0.12,0.12,0.17,0.44,0.44,0.36,0.29,0.25,0.22,0.2,0.2,0.23,0.29,0.42,0.41,0.39,0.37,0.27,0.22,0.2
"2018/07/11","大里","NOx",2.5,3.8,3.2,6.3,7.6,6.3,7,13,16,19,16,11,9.5,9.3,11,11,13,15,16,16,16,10,11,9.6
"2018/07/11","大里","O3",13,13,13,8.8,7.9,11,11,13,14,15,25,37,46,51,48,51,44,34,26,22,15,16,14,13
"2018/07/11","大里","PM10",24,28,21,18,19,22,27,21,22,34,45,57,46,52,45,48,45,54,52,45,43,45,49,46
"2018/07/11","大里","SO2",1.4,1.1,1.1,1.7,2,1.3,1.4,1.7,1.9,2.7,2.2,2.2,2.1,2.2,2.3,2.3,2.4,2.1,2.3,2.5,2.1,2,2.6,2.8
"2018/07/12","大里","CO",0.24,0.22,0.22,0.22,0.24,0.29,0.32,0.57,0.58,0.57,0.45,0.22,0.22,0.19,0.19,0.16,0.18,0.29,0.36,0.44,0.57,0.39,0.36,0.35
"2018/07/12","大里","NOx",11,11,10,8.9,9.4,13,13,18,22,26,21,11,8.6,8.1,9.8,8.1,8.8,13,17,20,29,23,21,21
"2018/07/12","大里","O3",10,7.9,6.8,5.4,4.4,3,5.8,8.2,14,22,36,39,51,47,43,41,38,26,21,13,3.8,3,2.8,2.6
"2018/07/12","大里","PM10",43,35,27,24,31,44,48,37,30,33,38,39,33,32,34,33,36,34,42,29,28,31,46,53
"2018/07/12","大里","SO2",3,3.5,2.4,2.3,2.4,2.7,2.4,2.9,3.7,7,7.1,2.5,2.5,2.3,2.3,2.3,2.2,2.3,2.5,2.8,3.4,3.6,3.8,5.4
"2018/07/13","大里","CO",0.39,0.34,0.31,0.27,0.27,0.41,0.54,0.57,0.55,0.45,0.47,0.44,0.33,0.31,0.4,0.44,0.66,0.7,0.57,0.69,0.71,0.58,0.56,0.41
"2018/07/13","大里","NOx",20,17,17,13,14,17,24,18,20,17,15,15,12,15,21,19,32,25,19,21,22,19,19,15
"2018/07/13","大里","O3",2.5,2.1,2.1,3.1,3.4,2.6,4.4,12,25,53,75,85,72,45,27,NA,18,26,32,20,11,11,11,12
"2018/07/13","大里","PM10",50,46,35,40,42,45,48,54,63,62,55,66,64,62,45,NA,44,53,56,54,51,42,46,41
"2018/07/13","大里","SO2",4.7,3.4,3.2,3.1,2.9,2.4,3.4,3.6,5.5,4.7,4.4,4.6,5.3,7.7,8.1,3.2,NA,2.9,2.9,2.8,2.2,2.7,2.6,2.5
"2018/07/14","大里","CO",0.32,0.23,0.26,0.3,0.22,0.27,0.33,0.44,0.42,0.35,0.31,0.31,0.4,0.5,0.49,0.56,0.46,0.41,0.52,0.54,0.51,0.44,0.45,0.41
"2018/07/14","大里","NOx",11,7.3,8.7,9.5,6.8,10,13,18,19,13,9.2,8.8,12,14,13,17,14,19,25,18,18,14,12,13
"2018/07/14","大里","O3",16,16,12,9.4,11,7.3,8.8,11,19,33,49,60,75,81,87,81,71,51,35,32,23,26,24,20
"2018/07/14","大里","PM10",45,36,29,30,28,30,31,33,45,47,53,38,39,52,84,88,83,71,66,61,52,48,48,49
"2018/07/14","大里","SO2",3.1,1.7,1.7,1.8,1.6,1.7,2.3,2.3,4.6,3.1,2.4,2.4,4.7,7.8,6.6,8.4,6.9,4.1,3.4,2.3,1.9,1.9,1.8,1.6
"2018/07/15","大里","CO",0.31,0.27,0.27,0.27,0.26,0.27,0.29,0.32,0.34,0.36,0.39,0.41,0.38,0.31,0.33,0.34,0.36,0.39,0.46,0.58,0.45,0.51,0.63,0.6
"2018/07/15","大里","NOx",10,8.1,6.7,6.7,6.5,7.5,7.6,9.2,10,11,12,13,14,8.5,9.6,11,13,15,20,21,21,22,26,18
"2018/07/15","大里","O3",21,22,22,19,19,14,14,23,31,40,52,57,64,73,77,75,67,62,51,31,12,7.9,8,17
"2018/07/15","大里","PM10",48,43,48,53,55,52,53,57,48,40,33,54,65,70,67,70,78,80,80,72,65,54,56,66
"2018/07/15","大里","SO2",1.7,1.8,1.7,1.5,1.6,1.5,1.5,1.8,1.7,2,2.2,2.4,4.1,3,3.2,3.1,3.1,3.4,5.2,8.4,5.7,4.3,5.3,6
"2018/07/16","大里","CO",0.63,0.61,0.54,0.44,0.35,0.36,0.42,0.63,0.71,0.54,0.35,0.42,0.53,0.49,0.29,0.32,0.35,0.44,0.49,0.53,0.5,0.64,0.59,0.55
"2018/07/16","大里","NOx",18,17,15,6.9,6.1,8.9,10,18,17,15,9,11,16,16,11,10,12,13,17,19,17,23,19,17
"2018/07/16","大里","O3",15,14,12,20,17,15,18,23,43,61,71,84,85,73,69,72,62,56,48,40,36,24,22,18
"2018/07/16","大里","PM10",69,81,77,85,74,69,60,58,59,70,73,76,79,89,75,68,56,69,70,77,78,83,91,87
"2018/07/16","大里","SO2",6.1,6,3.9,3.4,2.4,2.5,2.6,3.2,3.3,3.1,2.9,3.2,6.5,8.1,3.9,4,3.8,4.1,4.2,3.4,3.8,3.8,3.5,3.8
"2018/07/17","大里","CO",0.38,0.32,0.31,0.29,0.3,0.41,0.44,0.65,0.56,0.42,0.65,0.63,0.71,0.78,0.45,0.46,0.6,0.69,0.67,0.61,0.66,0.58,0.45,0.37
"2018/07/17","大里","NOx",12,9.6,9.1,8.1,8.9,11,12,21,17,9.8,14,16,19,23,15,18,25,28,32,30,29,26,19,14
"2018/07/17","大里","O3",21,23,25,25,23,16,18,20,42,74,116,134,130,119,100,84,74,76,48,37,28,21,26,32
"2018/07/17","大里","PM10",81,74,72,70,54,65,63,68,73,80,88,102,120,152,138,120,107,101,111,109,113,108,102,103
"2018/07/17","大里","SO2",2.7,5.6,4.5,2.2,2.1,4.3,2.5,2.7,2.8,2.6,3.6,4.2,8.5,13,8,7.7,8.9,7.2,7.7,6.7,6.1,6.4,4.6,4.7
"2018/07/18","大里","CO",0.31,0.19,0.31,0.38,0.27,0.23,0.33,0.46,0.33,0.25,0.2,0.24,0.27,0.31,NA,0.27,0.37,0.38,0.44,0.42,0.29,0.3,0.25,0.2
"2018/07/18","大里","NOx",11,9.2,12,11,8.7,8.8,13,14,10,9.5,7.7,7.3,11,12,NA,12,13,14,17,19,12,12,12,12
"2018/07/18","大里","O3",32,31,22,18,18,19,18,26,34,45,48,59,70,87,90,90,88,72,60,45,53,43,37,28
"2018/07/18","大里","PM10",103,95,83,84,78,69,53,42,43,41,41,43,47,59,NA,57,70,76,81,83,69,58,38,33
"2018/07/18","大里","SO2",5.6,5.2,4.5,3,2.1,1.7,2.3,2.1,2.2,2.3,2.3,2.1,3,3.2,NA,2.8,2.5,2.4,2.5,3.6,2.4,2.2,1.9,1.9
"2018/07/19","大里","CO",0.19,0.25,0.27,0.28,0.24,0.3,0.49,0.54,0.41,0.35,0.35,0.35,0.35,0.28,0.23,0.21,0.22,0.27,0.34,0.3,0.35,0.33,0.27,0.25
"2018/07/19","大里","NOx",9.9,6.7,6.8,10,8.4,12,18,20,15,12,15,15,12,10,9.1,9.5,9.5,12,17,18,20,14,9.6,8.5
"2018/07/19","大里","O3",28,31,29,15,16,13,11,17,30,51,60,70,79,67,54,45,43,36,13,6.4,2.9,18,36,34
"2018/07/19","大里","PM10",27,33,41,50,44,40,41,47,49,44,50,53,67,57,52,43,41,34,30,37,40,47,43,49
"2018/07/19","大里","SO2",1.4,2.2,2.2,2,1.7,1.8,2,2.4,2.3,2.2,2.5,3.6,3.2,2.7,2.6,2.3,2.4,2.4,2.6,3.4,4.5,4.8,3.3,2.7
"2018/07/20","大里","CO",0.24,0.18,0.15,0.16,0.17,0.21,0.29,0.37,0.31,0.26,0.25,0.27,0.28,0.28,0.21,0.23,0.2,0.35,0.34,0.34,0.54,0.44,0.33,0.29
"2018/07/20","大里","NOx",8,7,6.3,6.5,6,6.7,8.9,9.6,11,11,9.9,10,11,11,9.5,12,10,15,16,16,29,25,19,15
"2018/07/20","大里","O3",35,33,32,29,28,27,26,29,34,38,42,54,73,60,49,43,34,17,16,12,2.3,2.7,5.1,9.9
"2018/07/20","大里","PM10",47,41,31,23,30,28,33,33,37,41,46,44,39,37,44,47,45,41,39,35,33,36,38,45
"2018/07/20","大里","SO2",2.3,2.1,2,2.2,1.7,1.8,1.7,2.1,2.6,2.1,2.5,2.5,2.2,2.4,2.5,2.6,2.5,2.6,2.6,3,2.8,3.1,3.3,2.6
"2018/07/21","大里","CO",0.26,0.24,0.21,0.17,0.17,0.24,0.24,0.38,0.32,0.32,0.36,0.33,0.29,0.2,0.16,0.15,0.18,0.26,0.27,0.29,0.33,0.31,0.38,0.26
"2018/07/21","大里","NOx",12,9.4,8.1,6.2,5.8,6.9,8,10,9.8,11,14,14,10,7.3,7.3,7.3,8.2,8.9,11,11,11,9.8,13,11
"2018/07/21","大里","O3",15,16,19,24,23,22,23,26,35,46,58,62,68,54,35,34,32,29,25,22,21,18,13,11
"2018/07/21","大里","PM10",39,44,36,39,25,29,33,33,43,47,60,57,59,46,44,35,41,31,20,20,18,31,25,27
"2018/07/21","大里","SO2",2.1,2.7,2.1,1.8,1.5,2.2,3,2.1,2.5,2.7,2.7,2.3,2.2,1.7,1.4,1.5,1.8,1.7,1.6,1.6,1.5,1.4,1.8,1.6
"2018/07/22","大里","CO",0.22,0.17,0.29,0.2,0.18,0.18,0.24,0.3,0.31,0.27,0.27,0.3,0.3,0.34,0.44,0.41,0.4,0.45,0.34,0.36,0.3,0.23,0.2,0.17
"2018/07/22","大里","NOx",10,7.8,7.4,6.8,7.1,7.9,9.7,12,14,9.9,11,11,10,9.9,13,14,17,20,14,17,17,11,9.8,7
"2018/07/22","大里","O3",11,14,22,20,19,18,20,20,23,36,40,48,61,71,55,49,36,29,24,16,9.7,20,23,21
"2018/07/22","大里","PM10",12,13,20,21,25,23,30,26,27,31,37,42,44,54,52,56,40,30,22,18,23,27,23,22
"2018/07/22","大里","SO2",1.7,1.4,1.8,1.5,1.5,1.6,1.6,1.8,3,2.5,2.9,3.1,3.2,3.4,5.2,3.2,2.5,2.4,2.1,2,1.9,1.8,1.7,1.7
"2018/07/23","大里","CO",0.16,0.15,0.14,0.13,0.12,0.21,0.37,0.6,0.67,0.34,0.31,0.29,0.34,0.31,0.26,0.27,0.34,0.45,0.44,0.42,0.52,0.48,0.48,0.39
"2018/07/23","大里","NOx",6.4,4.4,3.5,4.6,4.2,6.5,17,24,30,NA,12,10,15,17,12,12,14,16,16,17,22,20,17,13
"2018/07/23","大里","O3",22,18,19,17,18,15,9,8.2,12,41,56,58,45,42,52,60,48,28,17,11,5.3,5.9,7.7,7.2
"2018/07/23","大里","PM10",18,27,26,27,21,19,20,26,32,35,40,50,56,45,43,50,58,53,44,40,35,32,42,34
"2018/07/23","大里","SO2",1,1.1,1.1,1.1,1.1,1.2,1.7,1.7,2.2,2.2,2.3,1.9,2.9,1.8,2.1,2.5,2.9,2.5,3,4.7,4.6,5.6,6.2,2.4
"2018/07/24","大里","CO",0.26,0.25,0.23,0.24,0.23,0.3,0.42,0.6,0.29,0.29,NA,0.23,0.23,0.2,NA,0.18,0.32,0.39,0.43,0.35,0.42,0.31,0.37,0.31
"2018/07/24","大里","NOx",11,11,11,12,11,13,18,21,11,12,NA,9.4,9.2,8.7,NA,NA,19,18,20,16,15,15,16,11
"2018/07/24","大里","O3",9.1,7,6,3.9,3,3.2,4.1,10,25,33,NA,NA,NA,NA,NA,26,20,13,12,11,12,9.6,7.2,8.9
"2018/07/24","大里","PM10",37,31,39,30,29,35,37,43,44,50,NA,50,52,51,NA,48,37,26,18,17,20,17,21,21
"2018/07/24","大里","SO2",2,2.4,2.1,2.2,2,2.1,2.5,3.2,2.5,2.6,NA,2.1,2.3,2.2,NA,2.5,3.3,2.9,3.5,3,3.1,2,2.5,2.7
"2018/07/25","大里","CO",0.33,0.16,0.19,0.21,0.18,0.25,0.42,0.6,0.46,0.42,0.39,0.37,0.53,0.59,0.54,0.37,0.47,0.61,0.39,0.32,0.39,0.42,0.36,0.34
"2018/07/25","大里","NOx",13,7.5,8,8.6,7.9,9.4,18,21,15,17,16,20,31,30,26,19,22,29,17,13,16,17,16,13
"2018/07/25","大里","O3",6.1,9.4,8.6,5,4.5,4.3,2.8,6.6,20,36,49,45,25,25,25,27,27,21,25,27,22,17,12,11
"2018/07/25","大里","PM10",29,23,27,33,33,22,15,24,37,40,51,46,59,63,68,64,47,51,54,53,46,41,41,40
"2018/07/25","大里","SO2",2.2,1.5,2.6,2.2,1.8,1.8,2.4,2.8,1.9,2.5,3.3,5.3,11,11,9.9,2.4,2.4,3.2,2.6,2,2,2.3,2.2,2.4
"2018/07/26","大里","CO",0.3,0.29,0.24,0.23,0.23,0.29,0.39,0.44,0.5,0.46,0.43,0.33,0.44,0.36,0.38,0.3,0.22,0.28,0.34,0.35,0.44,0.38,0.39,0.4
"2018/07/26","大里","NOx",11,11,10,8.6,8.8,11,17,16,17,17,17,18,31,22,24,18,13,14,18,17,23,21,18,18
"2018/07/26","大里","O3",9.5,7.6,6.7,8.1,6.8,5.5,3.4,15,26,42,50,45,32,42,35,32,22,13,8.9,7.1,2.5,3.4,2,1.4
"2018/07/26","大里","PM10",34,46,38,42,31,45,38,48,55,67,70,80,88,86,68,47,40,34,35,32,40,57,55,54
"2018/07/26","大里","SO2",2,1.8,1.2,1.3,1.4,1.5,1.9,1.8,2.5,2.9,3.3,3.6,13,11,13,7.8,3,2.3,3,2.7,3.8,3.2,3.3,4.1
"2018/07/27","大里","CO",0.33,0.26,0.24,0.25,0.21,0.26,0.37,0.51,0.41,0.38,0.58,0.31,0.3,0.37,0.2,0.22,0.28,0.29,0.37,0.51,0.26,0.36,0.3,0.29
"2018/07/27","大里","NOx",17,13,12,12,11,13,16,16,14,21,31,19,17,20,12,13,16,15,19,23,10,12,12,12
"2018/07/27","大里","O3",1.1,3.1,4.8,4.3,4.4,4,4.5,12,17,18,18,27,29,23,30,24,18,16,9.3,8.5,24,22,18,15
"2018/07/27","大里","PM10",41,51,51,48,41,40,38,46,44,44,47,49,57,44,39,33,34,30,34,44,42,30,15,25
"2018/07/27","大里","SO2",2.7,3.3,3.2,3.2,2.3,2.7,3,3.1,3.6,6,9.8,6.1,6.5,8.8,2.9,2.2,1.7,2.8,5,8.6,2.1,2.1,1.9,2.1
"2018/07/28","大里","CO",0.28,0.22,0.25,0.19,0.18,0.23,0.29,0.36,0.53,0.35,0.35,0.32,0.24,0.3,0.26,0.24,0.22,0.26,0.28,0.27,0.25,0.21,0.24,0.19
"2018/07/28","大里","NOx",11,8.5,9.2,6.8,5.2,8.9,11,12,18,13,18,16,13,14,11,12,10,14,15,13,13,9.2,9.8,9.2
"2018/07/28","大里","O3",13,12,9.7,10,11,8.4,8.6,15,27,34,35,44,42,41,44,40,40,28,21,16,16,18,17,17
"2018/07/28","大里","PM10",28,29,29,25,33,26,35,31,35,33,43,41,43,42,39,46,39,42,33,32,39,42,35,27
"2018/07/28","大里","SO2",1.8,1.7,1.8,1.6,1.6,1.7,1.7,2.1,2.5,2.5,3.3,3.7,3.7,6.1,5,3.9,3.7,5.4,6.1,5.6,5,3.5,2.6,3.3
"2018/07/29","大里","CO",0.18,0.12,0.12,0.12,0.14,0.16,0.25,0.27,0.18,0.17,0.18,0.21,0.2,0.17,0.16,0.14,0.19,0.21,0.21,0.21,0.23,0.18,0.21,0.22
"2018/07/29","大里","NOx",7.4,6.9,6.4,6.4,6.2,9,15,13,9,7.6,7.3,8.6,9.1,8.9,7.9,7.4,8.8,8.9,10,13,13,9.5,10,10
"2018/07/29","大里","O3",14,17,20,18,19,11,7.5,13,26,30,41,50,60,56,47,40,40,35,29,24,18,19,19,18
"2018/07/29","大里","PM10",19,24,19,24,17,18,26,30,36,26,23,26,26,40,41,41,32,32,38,35,34,29,39,36
"2018/07/29","大里","SO2",2.7,1.5,1.5,1.5,1.5,1.2,1.4,1.5,3,1.7,1.5,1.5,1.7,2,2.2,2.3,2.5,2,2,3,2.8,2.2,1.9,1.6
"2018/07/30","大里","CO",0.14,0.12,0.13,0.13,0.14,0.16,0.26,0.43,0.24,0.2,0.19,0.22,0.22,0.18,0.18,0.2,0.24,0.34,0.35,0.34,0.32,0.23,0.22,0.16
"2018/07/30","大里","NOx",7.6,6,6,6.3,6.7,7.1,9.7,17,9,8.4,7.8,8.3,8.4,7.5,8.7,10,12,15,15,15,11,9.1,9.1,7
"2018/07/30","大里","O3",18,19,17,12,10,10,8.8,13,21,29,39,47,52,54,52,48,41,30,23,20,20,18,15,17
"2018/07/30","大里","PM10",44,33,31,21,27,26,22,21,27,32,33,30,36,33,38,43,52,48,46,45,46,42,41,37
"2018/07/30","大里","SO2",1.6,1.5,1.4,1.4,1.5,1.1,1.1,3.9,2.1,1.5,1.5,1.9,1.5,1.8,2,2.1,2.7,2.7,2.7,3.2,2.9,2.2,2.8,1.9
"2018/07/31","大里","CO",0.14,0.12,0.14,0.15,0.16,0.22,0.33,0.42,0.29,0.22,0.22,0.21,0.21,0.17,0.19,0.21,0.23,0.35,0.41,0.43,0.39,0.35,0.27,0.2
"2018/07/31","大里","NOx",6.5,6.5,7.4,7.2,9,12,13,14,12,9.8,9.4,7.8,8.1,7,8,9.9,12,14,18,17,15,12,10,7.1
"2018/07/31","大里","O3",16,15,12,9.4,8.1,5.4,6.3,9.7,15,24,34,41,49,47,46,51,49,43,34,31,25,22,21,26
"2018/07/31","大里","PM10",30,23,18,17,21,23,31,20,30,23,31,29,44,42,41,38,42,45,43,64,62,67,53,51
"2018/07/31","大里","SO2",1.6,2.7,3.4,2.5,2.7,2.6,2.4,2.8,2.7,2.4,2.4,2.2,2.2,2.2,2.5,3.1,3.6,3.7,4.4,5.7,3.5,3.7,3.6,2.8
"2018/08/01","大里","CO",0.16,0.16,0.19,0.18,0.17,0.2,0.31,0.51,0.35,0.25,0.23,0.23,0.22,0.19,0.19,0.21,0.24,0.34,0.32,0.3,0.29,0.32,0.22,0.16
"2018/08/01","大里","NOx",6.3,6.5,5.9,6.3,5.4,5.9,9.3,15,11,8.6,8.6,8.2,7.1,7.2,6.8,7.6,9.7,11,11,9.7,9,10,6.6,5.4
"2018/08/01","大里","O3",29,26,24,23,25,23,19,14,19,28,40,44,51,46,42,43,42,34,29,25,23,21,25,26
"2018/08/01","大里","PM10",46,36,41,46,45,36,26,30,36,38,36,41,41,45,37,48,42,45,41,47,41,39,38,46
"2018/08/01","大里","SO2",3,2.5,2.4,2.2,2.2,2.3,1.9,2.9,2.2,2.1,2.2,2,2.1,1.9,2,1.9,2.4,2.4,2.4,2.2,2.6,3.7,2.6,2.2
"2018/08/02","大里","CO",0.17,0.14,0.12,0.11,0.13,0.17,0.24,0.48,0.38,0.24,0.28,0.23,0.24,0.19,0.18,0.23,0.24,0.3,0.31,0.32,0.36,0.29,0.23,0.19
"2018/08/02","大里","NOx",5.8,5.5,3.8,3.8,4.9,6.6,9,17,17,12,13,11,9.4,8.2,8.2,11,11,11,13,12,14,11,9.5,7.2
"2018/08/02","大里","O3",23,23,26,27,25,22,17,12,12,18,22,22,37,42,41,44,29,26,24,24,19,20,21,21
"2018/08/02","大里","PM10",44,44,34,33,26,30,29,36,30,27,NA,51,30,28,17,32,38,49,36,29,24,33,33,29
"2018/08/02","大里","SO2",2.3,2.4,2,1.7,1.8,1.9,1.9,1.8,2.1,2,2.2,2.1,2.3,1.8,1.8,2.2,2.5,2.2,2,1.7,1.8,1.9,2.4,2.2
"2018/08/03","大里","CO",0.21,0.15,0.14,0.15,0.17,0.22,0.31,0.45,0.29,0.23,0.22,0.23,0.16,0.18,0.3,0.25,NA,0.58,0.56,0.72,0.58,0.39,0.39,0.32
