"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27"
"2018/04/01","大里","NOx",17,17,13,9.3,9.2,12,15,18,19,14,12,8.8,7.7,8.3,10,14,13,NA,19,22,18,18,18,NA
"2018/04/01","大里","O3",21,17,23,29,30,24,23,24,24,40,50,60,64,66,69,66,60,56,43,34,27,25,21,22
"2018/04/01","大里","PM10",96,88,83,81,79,74,62,61,64,73,82,80,80,88,96,113,110,109,106,107,104,93,81,71
"2018/04/01","大里","SO2",3.6,3.4,2.9,2.3,2.2,2,2.1,2.1,1.8,2.1,2.1,2.1,1.9,2.2,3.6,5,4.3,2.9,2.5,3,2.6,2,1.8,1.7
"2018/04/02","大里","CO",0.38,0.3,0.28,0.35,0.3,0.3,0.49,0.63,0.4,0.3,0.31,0.34,0.33,0.28,0.27,0.27,0.27,0.53,0.85,0.87,0.8,0.72,0.53,0.47
"2018/04/02","大里","NOx",NA,8.6,7.8,8.6,8.6,11,20,22,13,9.7,11,14,13,10,11,11,11,23,47,51,42,30,21,18
"2018/04/02","大里","O3",26,25,25,26,19,17,19,27,42,53,58,63,66,67,58,52,47,35,14,6.2,9.4,14,18,19
"2018/04/02","大里","PM10",55,56,62,68,60,52,69,91,105,91,91,99,112,100,86,77,66,66,72,86,96,89,83,71
"2018/04/02","大里","SO2",2.2,1.7,1.7,2.2,2,2,6,3.2,3.4,2.6,2.7,2.8,2.8,2.8,2.9,2.9,2.4,6.5,8.9,11,8.4,4,3.6,3.1
"2018/04/03","大里","CO",0.41,0.38,0.37,0.38,0.36,0.39,0.47,0.86,0.55,0.3,NA,NA,0.3,0.25,0.24,0.24,0.3,0.45,0.78,0.92,0.7,0.84,0.6,0.54
"2018/04/03","大里","NOx",14,18,20,20,20,22,24,40,29,11,NA,NA,11,12,11,11,15,24,44,49,39,37,26,23
"2018/04/03","大里","O3",20,16,13,12,9,6.9,9.8,11,27,41,22,NA,57,52,49,46,38,27,6,2.3,4.5,3.2,7.9,7.8
"2018/04/03","大里","PM10",68,54,46,42,43,41,43,45,55,66,NA,86,82,80,78,71,72,72,87,92,97,92,81,78
"2018/04/03","大里","SO2",2.7,2.2,1.8,2.2,2,1.9,2,2.7,3.6,3.4,NA,NA,1.9,1.9,2,1.8,3,5.2,11,11,6.3,3.5,3.3,2.4
"2018/04/04","大里","CO",0.46,0.45,0.49,0.44,0.43,0.43,0.4,0.71,0.75,0.71,0.53,0.48,0.47,0.48,0.56,0.59,0.35,0.33,0.38,0.36,0.49,0.69,0.57,0.56
"2018/04/04","大里","NOx",20,18,21,18,19,19,16,25,32,28,24,21,20,23,27,28,17,15,18,17,24,29,23,25
"2018/04/04","大里","O3",8.2,8.5,4.2,5.8,3.6,5.2,11,9,17,41,44,48,50,44,35,35,42,38,33,31,21,9.4,11,6.8
"2018/04/04","大里","PM10",70,71,65,65,65,63,55,59,62,76,80,96,100,93,76,75,78,71,71,62,66,61,71,70
"2018/04/04","大里","SO2",2.5,2.3,2.4,2.6,2,2.1,1.8,2.4,2.8,2.7,3.6,5.4,7,8.7,11,11,4,1.7,2,2.2,3,2.5,2.4,2.2
"2018/04/05","大里","CO",0.51,0.39,0.39,0.44,0.4,0.5,0.72,0.64,0.59,0.45,0.43,0.4,0.39,0.36,0.41,0.34,0.28,0.33,0.42,0.52,0.59,0.63,0.58,0.48
"2018/04/05","大里","NOx",27,19,16,19,15,21,29,25,19,14,11,11,11,9.8,13,12,10,12,14,21,26,28,25,19
"2018/04/05","大里","O3",3.8,6.1,7,4.7,11,2.3,2.8,10,25,48,67,79,75,70,62,49,44,39,34,24,16,10,12,13
"2018/04/05","大里","PM10",64,60,60,60,63,60,60,56,67,67,79,77,88,86,86,83,71,67,58,72,71,73,54,57
"2018/04/05","大里","SO2",2.1,1.6,1.7,1.8,1.7,1.9,2.4,2.2,2.2,2.1,2.4,2.7,2.9,3.4,4.6,2.2,1.7,1.6,1.7,2.4,3.5,2.8,2.3,2.1
"2018/04/06","大里","CO",0.47,0.39,0.36,0.37,0.38,0.42,0.49,0.63,0.55,0.5,0.4,0.32,0.32,0.42,0.41,0.42,0.42,0.42,0.47,0.46,0.41,0.38,0.34,0.31
"2018/04/06","大里","NOx",20,13,9.9,9.7,13,12,21,25,17,15,15,15,9.8,14,13,14,12,13,13,12,11,9.4,8.2,6.6
"2018/04/06","大里","O3",11,14,17,17,8.5,11,4.5,11,31,42,47,35,36,32,35,34,35,35,32,33,36,38,42,44
"2018/04/06","大里","PM10",65,70,60,44,39,55,68,73,71,67,69,72,78,85,78,68,59,54,42,31,41,74,107,125
"2018/04/06","大里","SO2",2.4,1.8,1.7,1.9,1.8,1.8,1.9,2.4,2.5,2.7,3.2,4.6,1.9,1.7,1.6,1.7,1.5,1.3,1.3,1.4,1.4,1.2,1.2,1.2
"2018/04/07","大里","CO",0.29,0.27,0.25,0.25,0.25,0.22,0.26,0.33,0.45,0.38,0.41,0.41,0.42,0.41,0.39,0.4,0.44,0.47,0.46,0.46,0.45,0.42,0.41,0.42
"2018/04/07","大里","NOx",5.4,3.5,3.3,3.7,3.6,3.4,6.4,12,19,15,16,14,11,9.2,8.5,9.1,11,14,14,14,15,13,11,11
"2018/04/07","大里","O3",47,49,50,47,46,53,48,45,30,35,36,37,42,42,44,42,41,43,44,42,42,41,37,32
"2018/04/07","大里","PM10",111,91,65,47,40,41,53,56,59,55,41,32,33,56,72,85,95,106,121,121,123,104,99,86
"2018/04/07","大里","SO2",1.1,1.4,1.4,1.3,1.4,1.4,1.4,1.7,2,1.8,1.8,1.7,1.8,1.6,1.6,1.6,1.8,2.1,2.1,2.1,2.2,1.9,1.7,1.8
"2018/04/08","大里","CO",0.38,0.32,0.3,0.28,0.31,0.35,0.37,0.51,0.46,0.4,0.38,0.38,0.34,0.31,0.27,0.29,0.3,0.36,0.47,0.53,0.52,0.65,0.49,0.41
"2018/04/08","大里","NOx",8.3,8.7,9.3,11,13,16,17,20,15,12,8.8,8.5,8.6,8.9,8.3,9.8,9.3,12,20,25,25,32,19,14
"2018/04/08","大里","O3",32,34,35,34,29,22,24,23,31,38,56,63,69,72,71,74,74,67,55,46,41,26,36,39
"2018/04/08","大里","PM10",79,75,57,53,40,45,49,62,59,53,48,60,65,67,70,70,77,71,88,78,88,79,82,63
"2018/04/08","大里","SO2",1.9,1.5,1.4,1.4,1.7,1.9,2.3,2.2,2,2.3,2,2.1,2.3,2.7,2.3,2.2,2.7,3.3,4.3,3.8,3.5,4.1,2.9,2.5
"2018/04/09","大里","CO",0.39,0.4,0.32,0.28,0.32,0.34,0.55,0.71,0.64,0.36,0.28,0.3,0.35,0.38,0.46,0.5,0.42,0.55,0.54,0.5,0.52,0.67,0.56,0.45
"2018/04/09","大里","NOx",13,15,10,8.2,9.9,11,26,30,28,15,9.4,10,13,15,22,25,20,22,21,21,19,28,22,15
"2018/04/09","大里","O3",35,27,28,31,25,26,15,20,28,45,63,71,78,91,79,72,70,62,61,54,53,32,30,34
"2018/04/09","大里","PM10",60,46,52,44,40,27,29,40,51,49,52,54,52,59,65,83,79,84,82,80,69,71,66,73
"2018/04/09","大里","SO2",2.1,2,1.9,1.7,1.8,1.7,2.2,2.8,3.1,2.5,2.2,2.6,3.6,4.9,9.8,8.8,4.6,3.6,3.4,3.1,2.8,3.4,3,3.2
"2018/04/10","大里","CO",0.49,0.42,0.41,0.39,0.42,0.45,0.51,0.75,0.65,0.45,0.42,0.3,0.32,0.3,0.3,0.32,0.33,0.49,0.62,0.69,0.84,1,0.99,0.64
"2018/04/10","大里","NOx",18,13,13,12,12,15,22,30,29,18,19,12,12,13,12,15,15,23,29,34,41,56,45,24
"2018/04/10","大里","O3",25,29,24,25,24,22,21,23,32,58,70,73,80,81,84,80,71,60,47,37,27,5.8,11,23
"2018/04/10","大里","PM10",61,68,55,53,41,50,57,65,65,61,55,51,50,56,64,70,69,69,67,65,71,81,89,68
"2018/04/10","大里","SO2",2.3,2.2,1.9,1.8,1.9,2,2.3,3.3,3.4,3.6,4.2,2.2,2,2.3,2.6,3,3.1,3.7,3.5,3.8,3.8,3.8,3.8,3.4
"2018/04/11","大里","CO",0.44,0.46,0.47,0.32,0.36,0.39,0.49,0.72,0.9,0.52,0.3,NA,0.33,0.28,0.25,0.3,0.34,0.45,0.51,0.46,0.54,0.7,0.61,0.51
"2018/04/11","大里","NOx",16,17,16,9.8,13,16,25,33,37,25,13,NA,12,11,10,12,15,19,21,19,24,30,31,23
"2018/04/11","大里","O3",31,27,26,35,28,22,17,22,35,51,47,NA,75,68,64,55,49,37,30,27,21,13,6.6,11
"2018/04/11","大里","PM10",58,47,56,45,43,36,29,25,32,47,50,NA,59,71,79,77,74,71,62,71,79,85,75,77
"2018/04/11","大里","SO2",2.3,2.5,2.6,2.3,2.1,2,2.3,3.1,4.1,3.4,2.4,NA,3.9,3.8,3.8,3.4,3.6,3.3,3.2,3.4,3.5,3.5,4.8,5.3
"2018/04/12","大里","CO",0.43,0.38,0.34,0.29,0.3,0.37,0.57,0.75,0.4,0.26,0.25,0.23,0.21,0.2,0.23,0.26,0.34,0.47,0.59,0.69,0.58,0.57,0.41,0.33
"2018/04/12","大里","NOx",18,17,14,12,11,15,28,24,15,11,13,13,11,9.8,12,14,18,20,26,38,27,30,22,17
"2018/04/12","大里","O3",14,14,15,17,18,14,4.9,12,20,26,26,30,39,32,28,33,31,29,21,6.7,11,4.9,5.5,8.1
"2018/04/12","大里","PM10",84,89,82,76,69,66,63,57,48,38,31,43,48,47,38,28,33,32,34,41,49,55,46,30
"2018/04/12","大里","SO2",5.2,3.4,2.8,2.7,2.8,2.9,3.4,3.5,2.5,2.6,2.3,2.5,2.5,2.2,2.3,2.6,4.8,4.4,2.1,2.4,2.3,3.3,2.3,1.8
"2018/04/13","大里","CO",0.52,0.25,0.26,0.21,0.22,0.22,0.41,0.44,0.49,0.34,0.34,0.36,0.33,0.22,0.21,0.2,0.28,0.34,0.4,0.46,0.42,0.37,0.35,0.35
"2018/04/13","大里","NOx",20,12,12,10,11,11,23,21,24,17,17,12,12,11,9.9,12,16,16,18,20,17,16,15,16
"2018/04/13","大里","O3",4.3,7.4,6.1,6.9,5.9,7.6,3.9,10,12,24,39,57,58,47,44,45,40,36,30,22,21,21,17,14
"2018/04/13","大里","PM10",17,14,13,15,11,13,11,23,23,26,29,37,47,47,55,51,54,54,57,55,69,72,70,57
"2018/04/13","大里","SO2",1.9,1.4,1.5,1.3,1.3,1.3,3,2.1,2.8,3.6,4.2,3.7,2.8,2.9,2.8,3,3.4,3,3.5,3.1,2.6,2.5,4.4,2.9
"2018/04/14","大里","CO",0.32,0.31,0.26,0.23,0.23,0.26,0.45,0.49,0.4,0.32,0.28,0.28,0.28,0.21,0.21,0.23,0.28,0.32,0.33,0.32,0.35,0.37,0.3,0.34
"2018/04/14","大里","NOx",17,15,12,11,11,13,23,22,16,11,9.3,8.5,10,8.1,8.4,9.1,11,12,11,12,15,17,13,14
"2018/04/14","大里","O3",7.8,6.5,9.4,10,9.2,5.1,2.1,3.9,12,23,33,39,41,40,32,23,21,17,16,13,10,7.4,8.8,6.2
"2018/04/14","大里","PM10",60,58,49,39,46,49,49,43,40,39,42,47,55,57,57,51,49,44,41,42,47,46,44,40
"2018/04/14","大里","SO2",2.5,2.2,2.3,2.2,2.2,1.9,2.1,2,2,2.5,2.2,2.4,2.7,2.6,2.5,2,2.3,2.3,2.2,2.3,4.4,4,4.8,2.2
"2018/04/15","大里","CO",0.28,0.26,0.24,0.17,0.17,0.26,0.35,0.37,0.33,0.33,0.37,0.37,0.29,0.26,0.28,0.29,0.31,0.34,0.38,0.36,0.39,0.44,0.44,0.38
"2018/04/15","大里","NOx",12,12,13,10,8.9,9.6,14,16,13,13,14,14,10,10,11,11,14,15,18,15,17,20,20,16
"2018/04/15","大里","O3",6.6,6.3,7.5,11,15,22,13,17,28,31,33,41,50,52,51,47,41,35,32,34,31,19,20,6.5
"2018/04/15","大里","PM10",43,36,37,33,37,29,34,34,34,20,13,16,26,24,31,25,24,18,29,43,55,58,62,58
"2018/04/15","大里","SO2",3.3,2.8,2.2,2.3,2.6,1.4,1.8,2.2,1.6,1.5,1.2,1.3,1.4,1.6,1.7,1.5,1.7,1.9,2,1.8,1.5,1.2,1.4,1.5
"2018/04/16","大里","CO",0.34,0.31,0.3,0.3,0.33,0.37,0.49,0.73,0.83,0.75,0.66,0.61,0.53,0.46,0.47,0.43,0.57,0.58,0.59,0.55,0.53,0.57,0.54,0.35
"2018/04/16","大里","NOx",15,11,11,11,8.9,9.1,16,25,33,29,29,27,19,16,18,20,28,29,28,28,28,30,25,14
"2018/04/16","大里","O3",6.6,8,7.8,6.3,5.7,4.5,14,28,NA,39,46,59,78,88,95,71,49,42,34,26,22,17,21,29
"2018/04/16","大里","PM10",56,57,65,61,68,76,NA,NA,NA,NA,95,81,82,88,88,96,100,108,100,91,89,83,77,63
"2018/04/16","大里","SO2",1.6,2.5,2.1,1.8,1.7,1.6,2.3,3.7,4.4,3.1,2.6,2.6,2.3,2.2,2.4,2.4,2.5,2.6,2.3,2.3,2.4,2.6,2.1,1.8
"2018/04/17","大里","CO",0.35,0.32,0.32,0.31,0.31,0.29,0.38,0.55,0.71,0.75,0.58,0.48,0.5,0.42,0.39,0.41,0.43,0.55,0.57,0.53,0.52,0.57,0.65,0.53
"2018/04/17","大里","NOx",14,15,15,13,13,12,18,26,31,33,26,23,21,19,16,17,19,24,24,23,23,25,31,30
"2018/04/17","大里","O3",30,25,25,27,25,31,22,19,18,23,33,38,44,46,53,59,54,44,35,30,27,21,12,11
"2018/04/17","大里","PM10",36,21,16,20,19,13,19,19,17,15,19,26,27,29,28,32,28,30,36,46,50,43,37,36
"2018/04/17","大里","SO2",1.3,1.6,1.7,1.7,1.9,1.7,2.1,2.4,2.7,2.6,2.4,2.5,2.5,2.6,2.5,2.3,2.4,2.6,2.6,2.3,2.3,2.5,2.5,2.9
"2018/04/18","大里","CO",0.48,0.46,0.43,0.43,0.46,0.44,0.5,0.68,0.84,0.62,NA,0.51,0.47,0.42,0.44,0.44,0.42,0.5,0.52,0.67,0.78,0.7,0.63,0.57
"2018/04/18","大里","NOx",27,26,28,27,26,29,34,41,43,28,NA,NA,16,15,14,20,18,23,24,30,38,39,34,25
"2018/04/18","大里","O3",14,13,8.6,6.8,5.3,3.2,6.7,12,23,41,NA,63,81,91,92,92,88,73,58,46,28,20,21,24
"2018/04/18","大里","PM10",33,41,36,44,33,44,37,41,35,41,NA,52,47,50,47,58,68,72,76,87,92,90,81,81
"2018/04/18","大里","SO2",2.4,2.1,2,2.2,2.9,2.3,3.2,3.4,2.9,2.2,NA,NA,2.4,3.3,3.3,2.8,2.5,2.6,2.7,2.9,3,3,2.6,2.3
"2018/04/19","大里","CO",0.57,0.55,0.5,0.51,0.51,0.52,0.68,0.84,0.7,0.48,0.44,0.44,0.47,0.53,0.7,0.7,0.7,0.75,0.87,0.83,0.85,0.79,0.75,0.77
"2018/04/19","大里","NOx",27,29,23,23,24,25,37,39,28,19,16,15,17,22,29,29,32,38,46,49,40,36,33,31
"2018/04/19","大里","O3",11,8.5,13,18,9.3,8.2,6.9,13,36,58,69,82,96,96,83,86,71,53,34,25,26,22,21,14
"2018/04/19","大里","PM10",85,82,79,80,87,92,97,101,103,95,87,81,76,89,96,103,100,105,107,110,117,113,111,103
"2018/04/19","大里","SO2",2,1.9,1.8,4.1,3.6,3.5,4.8,3.7,3.4,3.8,3.5,3.1,3.6,7.4,11,9.7,8.5,7.6,8.8,9.7,7.8,5.5,5.4,4.2
"2018/04/20","大里","CO",0.66,0.6,0.54,0.5,0.56,0.53,0.75,0.78,0.53,0.42,0.35,0.37,0.35,0.34,0.36,0.37,0.44,0.84,0.96,0.83,0.66,0.63,0.76,0.7
"2018/04/20","大里","NOx",25,14,12,14,19,15,28,32,NA,13,9.3,11,9.6,9.9,13,NA,NA,NA,48,37,24,22,21,19
"2018/04/20","大里","O3",15,21,27,21,9.2,17,6.5,13,38,53,66,72,83,89,89,83,78,59,34,40,51,47,41,34
"2018/04/20","大里","PM10",102,91,87,78,80,78,86,91,85,84,71,69,60,62,77,95,116,123,132,133,135,135,140,140
"2018/04/20","大里","SO2",2.8,3.9,3.2,2.3,2.3,2.7,3,3.3,4.2,3.4,2.5,2.9,2.9,3.5,5.3,5.6,5.3,4.9,6.3,4.8,4.9,5.7,6.2,5.1
"2018/04/21","大里","CO",0.65,0.49,0.45,0.47,0.55,0.59,0.56,0.63,0.51,0.45,0.39,0.4,0.43,0.43,0.49,0.44,0.42,0.42,0.54,0.55,0.68,0.76,0.74,0.75
"2018/04/21","大里","NOx",18,19,15,17,18,19,24,26,23,18,14,14,15,18,19,21,22,19,23,27,34,44,33,33
"2018/04/21","大里","O3",23,18,24,18,12,10,9.9,13,31,51,68,81,90,74,80,68,54,54,41,34,21,5.2,12,7.8
"2018/04/21","大里","PM10",132,128,127,125,120,116,107,97,78,74,73,73,71,76,96,100,91,74,62,59,65,73,74,70
"2018/04/21","大里","SO2",4.6,3.1,2.8,2.4,2.5,2.2,2,1.9,3.6,3.7,3.9,3.9,4,6.9,6.8,6.7,6.3,4,2.6,2.7,4.1,5.6,3.3,2.8
"2018/04/22","大里","CO",0.67,0.6,0.49,0.47,0.46,0.53,0.58,0.7,0.67,0.53,0.61,0.55,0.44,0.31,0.75,0.49,0.37,0.47,0.63,0.66,0.86,0.68,0.6,0.68
"2018/04/22","大里","NOx",32,21,13,13,13,15,22,22,22,15,18,14,12,7.1,11,9.9,11,17,24,27,31,23,20,27
"2018/04/22","大里","O3",9.5,13,22,19,16,12,13,15,24,38,50,72,75,61,63,56,39,33,26,22,15,14,15,3.9
"2018/04/22","大里","PM10",68,70,75,74,63,56,58,67,58,60,58,64,67,60,61,55,48,38,40,55,69,61,50,38
"2018/04/22","大里","SO2",3.1,2.5,2.7,2.3,2.6,2.1,3.1,3.2,3.4,3.2,2.8,2.4,2.5,3.1,6,4.6,4.4,5.5,5,4.9,5.7,3.5,3.2,3.2
"2018/04/23","大里","CO",0.49,0.39,0.39,0.4,0.37,0.42,0.58,0.73,0.78,0.59,0.37,0.38,0.33,0.3,0.28,0.3,0.29,0.37,0.47,0.46,0.39,0.38,0.46,0.31
"2018/04/23","大里","NOx",15,NA,NA,14,13,13,23,26,25,20,8.6,9.6,9.2,10,NA,12,10,14,17,20,14,15,NA,12
"2018/04/23","大里","O3",14,19,14,7.7,7.1,9.3,6.7,15,30,39,51,72,71,68,69,63,53,41,30,24,28,24,16,17
"2018/04/23","大里","PM10",37,34,34,38,41,36,30,41,57,64,58,56,60,70,67,76,73,68,57,47,47,41,37,40
"2018/04/23","大里","SO2",3,2.7,2.5,2.6,2.4,2.6,3.2,3.3,3.2,2.9,2.5,3.1,3.5,4.4,4.6,4.3,3.3,2.5,2.1,2.2,2,2.4,2.1,2.5
"2018/04/24","大里","CO",0.25,0.2,0.21,0.19,0.19,0.27,0.39,0.77,0.54,0.32,0.28,0.3,0.23,0.18,0.3,0.25,0.38,0.59,0.68,0.66,0.64,0.54,0.54,0.34
"2018/04/24","大里","NOx",NA,7.8,8.7,7.9,7.3,10,17,31,26,18,13,17,14,9.9,17,12,16,23,26,29,26,20,23,19
"2018/04/24","大里","O3",17,16,12,11,11,8.9,6,4.5,8.4,19,27,22,26,30,22,19,23,21,13,5.1,4.2,6.4,2.1,2.1
"2018/04/24","大里","PM10",37,30,19,17,16,16,19,21,31,32,37,NA,49,50,44,33,26,28,35,42,33,30,25,31
"2018/04/24","大里","SO2",1.7,1.4,1.4,1.2,1.3,1.2,1.7,2,2,2,2.1,2.5,2.7,2.3,3.1,1.6,2.1,2.4,2.4,3,3,2.3,2.4,3.1
"2018/04/25","大里","CO",0.26,0.32,0.33,0.29,0.29,0.31,0.41,0.58,0.61,0.5,0.47,0.43,0.39,0.39,0.45,0.44,0.47,0.53,0.69,0.82,0.81,0.83,0.77,0.6
"2018/04/25","大里","NOx",11,18,14,11,11,12,16,23,23,22,22,18,15,16,19,21,22,24,29,33,34,36,33,32
"2018/04/25","大里","O3",3.1,4.8,20,29,30,30,23,21,26,33,35,50,64,69,64,61,54,38,25,15,13,12,11,11
"2018/04/25","大里","PM10",31,31,25,26,31,32,28,31,34,39,46,50,50,57,58,60,48,51,46,51,39,38,34,51
"2018/04/25","大里","SO2",1.9,2,2.1,1.9,1.8,2,1.7,1.9,1.8,2.2,2.1,2,1.8,1.7,1.8,2,1.7,1.7,2.3,2.9,2.9,2.9,2.8,3.2
"2018/04/26","大里","CO",0.54,0.52,0.51,0.47,0.44,0.48,0.63,0.8,0.79,0.67,0.69,0.55,0.45,0.46,0.48,0.52,0.52,0.67,0.82,0.83,0.78,0.71,0.68,0.68
"2018/04/26","大里","NOx",31,26,26,30,27,28,39,48,47,47,36,19,13,14,19,21,22,26,38,34,32,35,32,34
"2018/04/26","大里","O3",11,13,11,5.2,6.6,6.5,6.4,9.1,14,20,38,63,90,93,97,90,83,77,49,47,40,29,28,22
"2018/04/26","大里","PM10",56,57,51,50,51,45,53,59,77,97,105,106,90,87,83,83,80,68,66,66,77,80,86,88
"2018/04/26","大里","SO2",3,2.7,2.8,2.8,2.3,2.4,4,4.3,3.7,4.7,3.9,2.9,2.6,2.7,2.9,3.7,3.3,2.8,2.6,2.8,2.9,3.2,4,3.6
"2018/04/27","大里","CO",0.65,0.65,0.65,0.68,0.64,0.74,0.66,1.04,0.84,0.63,0.64,0.77,0.65,0.49,0.46,0.46,0.54,0.68,0.75,0.71,0.73,0.75,0.7,0.71
"2018/04/27","大里","NOx",25,30,29,28,27,27,24,34,28,17,18,29,24,18,16,17,21,26,29,29,30,32,30,34
"2018/04/27","大里","O3",23,16,12,10,7.3,5.3,13,17,32,66,91,81,85,82,84,67,65,64,57,48,37,32,31,20
"2018/04/27","大里","PM10",96,91,90,83,78,78,79,84,90,94,101,95,89,76,69,51,50,54,65,69,66,73,83,81
"2018/04/27","大里","SO2",4.1,3.4,3.4,3.2,3.2,3.2,2.8,2.9,5.8,5,5.5,13,6.8,4.3,3.4,3,2.9,3.7,3.7,3.9,4.3,4.1,5,4.5
"2018/04/28","大里","CO",0.64,0.58,0.61,0.63,0.63,0.63,0.65,0.7,0.7,0.6,0.58,0.57,0.56,0.57,0.58,0.63,0.75,0.87,0.91,0.89,0.86,0.86,0.8,0.76
"2018/04/28","大里","NOx",28,25,29,31,28,26,24,23,23,16,13,14,13,14,15,19,22,32,31,27,24,27,24,19
"2018/04/28","大里","O3",19,17,7.4,4.2,2.9,3.7,8.7,15,27,41,56,69,78,96,103,107,104,81,80,80,83,66,45,44
"2018/04/28","大里","PM10",82,84,91,96,87,79,71,66,75,84,98,106,114,122,123,132,131,135,127,124,115,118,121,118
"2018/04/28","大里","SO2",3.3,4.5,3.6,3.4,3.1,3.3,3.7,3.5,3.5,4,4.5,4.3,3.6,4.2,4.4,5.4,7.1,8.9,5.7,6,6,5.5,5,4.8
"2018/04/29","大里","CO",0.74,0.76,0.76,0.74,0.73,0.71,0.73,0.8,0.57,0.47,0.46,0.45,0.42,0.42,0.41,0.4,0.4,0.53,0.66,0.74,0.7,0.72,0.69,0.6
"2018/04/29","大里","NOx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.9,8.6,9.2,9.3,9.4,10,18,24,28,27,28,27,18
"2018/04/29","大里","O3",44,30,23,22,13,13,13,24,46,60,66,73,73,76,76,80,64,43,34,32,33,21,17,33
"2018/04/29","大里","PM10",117,117,131,134,130,140,138,137,116,109,96,98,84,88,77,82,69,58,38,41,56,65,68,67
"2018/04/29","大里","SO2",4.6,2.8,3.7,3.2,2.4,2.3,2.4,3.3,4,2.9,2.5,2.5,1.9,3.1,3,3.1,2.4,3.9,4.6,6.4,5.2,3.2,2.5,3.8
"2018/04/30","大里","CO",0.51,0.52,0.49,0.44,0.48,0.57,0.61,0.86,0.7,0.61,0.53,0.5,0.49,0.42,0.41,0.4,0.39,0.55,0.64,0.73,0.67,0.58,0.52,0.48
"2018/04/30","大里","NOx",14,15,15,12,13,16,19,24,20,16,14,13,13,12,13,14,15,28,30,34,25,23,19,17
"2018/04/30","大里","O3",46,28,18,17,13,7.7,7.1,14,36,54,71,90,63,35,16,11,7.6,5.1,2.4,1.8,2.3,1.4,NA,8.3
"2018/04/30","大里","PM10",81,89,81,67,51,43,47,53,63,72,75,80,75,75,67,69,61,65,68,75,70,60,52,44
"2018/04/30","大里","SO2",3.7,3.6,2.5,2.2,2.2,2.3,2.5,3.7,4.3,4.4,4.3,4.1,4.2,4.2,3.7,3.5,3.8,9.2,8.8,9.4,4.1,3,2.9,5.5
"2018/05/01","大里","CO",0.46,0.46,0.41,0.43,0.4,0.47,0.59,0.56,0.43,0.4,0.4,0.34,0.29,0.26,0.23,0.24,0.26,0.39,0.42,0.44,0.42,0.35,0.34,0.27
"2018/05/01","大里","NOx",14,15,16,14,13,15,24,17,12,11,10,10,9.5,8.6,8.9,10,12,13,15,18,15,13,14,13
"2018/05/01","大里","O3",16,12,11,11,12,9.6,5,20,28,35,47,52,52,50,42,35,31,25,20,14,12,13,9.8,10
"2018/05/01","大里","PM10",48,49,49,46,46,45,47,46,84,77,90,62,71,64,46,37,30,38,40,48,40,47,42,45
"2018/05/01","大里","SO2",2.3,1.9,1.6,1.7,1.9,2.4,2.3,2,2.5,2.5,2.3,2.3,2.2,2.4,2.4,2.6,2.7,2.2,2.2,2.4,2.1,2.8,2.4,1.8
"2018/05/02","大里","CO",0.26,0.3,0.48,0.23,0.27,0.33,0.45,0.49,0.36,0.3,0.25,0.27,0.25,0.22,0.2,0.21,0.25,0.36,0.43,0.42,0.37,0.42,0.42,0.29
"2018/05/02","大里","NOx",12,13,13,11,11,14,19,15,14,11,10,NA,NA,NA,9.1,11,13,18,19,20,18,21,23,17
"2018/05/02","大里","O3",9.1,9.2,10,9.5,8.6,5.8,7.1,15,22,32,NA,NA,42,47,45,40,36,24,19,13,15,9.2,4.7,7.9
"2018/05/02","大里","PM10",36,35,56,61,55,36,37,45,53,53,NA,86,70,62,43,43,52,59,59,50,47,44,48,45
"2018/05/02","大里","SO2",2.3,3.2,4.8,2.9,2.8,2.4,2.6,2.8,2.6,2.4,2.4,NA,NA,2.5,2.4,2.7,3,3.7,2.7,2.5,3.7,3.7,4,4.7
"2018/05/03","大里","CO",0.26,0.18,0.18,0.21,0.24,0.28,0.36,0.6,0.56,0.57,0.43,0.45,0.48,0.47,0.43,0.44,0.46,0.59,0.7,0.72,0.7,0.66,0.65,0.7
"2018/05/03","大里","NOx",18,8.9,8.8,12,14,14,16,25,NA,22,14,13,13,15,15,15,17,21,28,30,29,27,25,28
"2018/05/03","大里","O3",8.4,14,13,7.3,5.5,4.6,7.5,9.6,18,44,69,74,78,73,70,62,51,44,34,27,24,22,21,15
"2018/05/03","大里","PM10",44,28,26,19,27,19,23,28,36,42,49,61,76,77,77,61,49,42,39,44,35,41,37,52
"2018/05/03","大里","SO2",3.8,2.1,2.2,2.4,2.2,2.1,2,2.4,2.9,2.2,2,1.9,2,1.8,1.8,1.7,1.6,1.7,2.2,2.4,2.1,2,2.1,2.4
"2018/05/04","大里","CO",0.58,0.44,0.42,0.42,0.45,0.49,0.63,0.98,1.1,0.86,0.91,0.6,0.64,0.68,0.62,0.58,0.61,0.72,0.67,0.86,0.87,0.82,0.83,0.61
"2018/05/04","大里","NOx",24,17,16,16,19,20,29,44,NA,46,52,25,26,28,21,NA,25,26,23,33,36,31,31,21
"2018/05/04","大里","O3",17,23,22,20,14,12,7.7,5.1,5.9,8.3,19,53,65,86,120,104,98,85,68,51,38,31,26,46
