"¤é´Á","´ú¯¸","´ú¶µ","00","01","02","03","04","05","06","07","08","09","10","11","12","13","14","15","16","17","18","19","20","21","22","23"
"2018/01/27","µæ¼d","CO",0.23,0.2,0.19,0.18,0.18,0.2,0.24,0.32,0.34,0.33,0.3,0.3,0.29,0.27,0.3,0.32,0.37,0.48,0.55,0.49,0.49,0.56,0.83,0.92
"2018/01/27","µæ¼d","NOx",9.2,8.3,7.3,6.7,7.5,8,9.6,14,14,16,14,13,12,12,13,13,16,20,24,24,23,26,39,47
"2018/01/27","µæ¼d","O3",30,33,33,33,32,32,30,27,29,29,31,32,32,32,30,29,25,22,17,18,18,14,7.4,2.8
"2018/01/27","µæ¼d","PM10",15,13,13,14,13,13,11,12,13,16,23,23,15,10,12,10,8,11,17,16,11,13,14,17
"2018/01/27","µæ¼d","SO2",3.7,2.9,2.8,3.3,4.1,4.1,3.1,2.9,1.3,1.3,1.2,1,0.9,1.1,0.9,1.1,1.1,1.3,1.2,1.2,1.1,1.1,1.3,2.5
"2018/01/28","µæ¼d","CO",0.83,0.91,0.85,0.87,0.52,0.46,0.24,0.32,0.28,0.31,0.33,0.34,0.33,0.3,0.27,0.27,0.26,0.3,0.33,0.32,0.34,0.42,0.3,0.24
"2018/01/28","µæ¼d","NOx",46,48,48,55,37,27,12,18,13,15,16,16,18,17,15,18,16,19,20,20,22,27,17,12
"2018/01/28","µæ¼d","O3",2.4,2.5,2.2,2.5,4.2,11,20,13,17,17,19,17,16,19,22,19,21,20,18,17,14,11,20,27
"2018/01/28","µæ¼d","PM10",25,29,30,35,47,51,44,36,24,17,17,17,NA,NA,NA,9,7,5,5,6,8,10,9,9
"2018/01/28","µæ¼d","SO2",3.7,4.4,4.6,3.6,2.2,2.1,0.8,1.4,1,0.8,0.6,0.5,0.5,0.3,0.4,0.3,0.2,0.2,0.5,1.1,0.9,0.4,0.7,0.2
"2018/01/29","µæ¼d","CO",0.2,0.16,0.16,0.16,0.17,0.21,0.27,0.5,0.55,0.45,0.44,0.47,0.48,0.46,0.49,0.55,0.62,0.78,0.77,0.67,0.58,0.57,0.54,0.52
"2018/01/29","µæ¼d","NOx",7.4,3.8,3.4,3.4,2.9,6.2,9.9,23,25,21,19,20,20,17,18,18,20,22,23,18,17,17,16,13
