"¤é´Á","´ú¯¸","´ú¶µ","00","01","02","03","04","05","06","07","08","09","10","11","12","13","14","15","16","17","18","19","20","21","22","23"
"2018/01/24","¼é¦{","CO",0.4,0.34,0.33,0.33,0.34,0.34,0.38,0.39,0.39,0.41,0.48,NA,NA,NA,NA,0.52,0.46,0.49,0.54,0.51,0.45,0.42,0.43,0.47
"2018/01/24","¼é¦{","NOx",20,12,12,11,13,13,14,13,14,10,12,NA,NA,NA,NA,NA,17,17,18,17,13,9.2,9.3,12
"2018/01/24","¼é¦{","O3",11,16,10,8.2,4.5,4.4,3.5,5.9,15,39,58,NA,NA,NA,95,94,92,75,64,53,50,44,42,33
"2018/01/24","¼é¦{","PM10",91,98,109,104,90,77,70,64,71,82,113,130,NA,191,167,157,140,131,132,134,136,121,99,90
"2018/01/24","¼é¦{","SO2",1.4,1.5,1.3,1.2,1.2,1.2,1.2,1.3,1.9,3.3,4.9,NA,NA,NA,NA,5.8,3.6,6.2,4.9,3.1,2.4,2.1,2.1,2
"2018/01/25","¼é¦{","CO",0.41,0.51,0.53,0.49,0.5,0.48,0.5,0.56,0.59,0.53,0.56,0.59,0.57,0.53,0.55,0.65,0.71,0.69,0.61,0.57,0.59,0.63,0.6,0.58
"2018/01/25","¼é¦{","NOx",9.5,19,20,17,16,14,14,16,19,15,16,16,16,16,19,27,27,24,21,19,19,17,14,13
"2018/01/25","¼é¦{","O3",27,8.3,8.6,7.3,9.2,11,9.9,7.9,12,33,53,75,93,89,84,84,92,91,74,64,50,43,37,30
"2018/01/25","¼é¦{","PM10",84,95,111,116,103,91,92,107,103,109,103,121,100,92,137,153,174,191,181,169,165,166,156,137
"2018/01/25","¼é¦{","SO2",1.9,1.9,2,2,2.2,1.9,1.8,2.1,2.3,2.9,3.6,4.4,4.6,4,5.1,8,9,7.7,5.7,5.1,3.7,2.7,2.1,1.9
"2018/01/26","¼é¦{","CO",0.6,0.66,0.59,0.5,0.47,0.45,0.43,0.41,0.41,0.42,0.44,0.48,0.42,0.48,0.48,0.37,0.34,0.34,0.38,0.45,0.44,0.44,0.44,0.39
"2018/01/26","¼é¦{","NOx",13,19,22,18,16,15,15,15,16,16,16,18,14,19,18,13,13,14,17,26,25,24,24,21
"2018/01/26","¼é¦{","O3",22,11,5,7,8.9,4.3,2.3,3.9,11,24,41,65,90,114,97,86,75,65,49,25,21,15,12,13
"2018/01/26","¼é¦{","PM10",113,110,106,99,93,75,63,47,58,73,86,96,115,133,132,121,105,108,123,157,168,169,139,121
"2018/01/26","¼é¦{","SO2",1.9,1.7,1.7,1.6,1.7,1.5,1.4,1.4,1.7,1.8,2.5,3,3.3,4.8,5.8,4,4,3.3,2.7,3,3.3,3.5,3.6,2.6
"2018/01/27","¼é¦{","CO",0.36,0.35,0.33,0.32,0.32,0.32,0.33,0.36,0.4,0.44,0.49,0.41,0.47,0.4,0.32,0.29,0.31,0.32,0.33,0.38,0.33,0.31,0.29,0.29
"2018/01/27","¼é¦{","NOx",18,18,17,16,16,17,17,21,22,23,18,12,19,20,13,11,13,11,14,15,14,9.7,9.6,9.6
"2018/01/27","¼é¦{","O3",13,10,8.1,6.3,5.5,4.4,3.3,5.2,8.5,19,37,54,65,66,68,68,64,61,56,47,39,40,39,33
"2018/01/27","¼é¦{","PM10",106,97,84,80,75,83,69,78,73,85,87,126,138,139,108,89,76,68,66,74,82,89,87,82
"2018/01/27","¼é¦{","SO2",2,1.6,1.6,1.5,1.5,1.4,1.4,1.3,1.8,2.3,4.3,3.9,6.2,7.3,4.5,3.9,3.8,3.1,3.1,2.7,1.5,1.9,1.4,1.4
"2018/01/28","¼é¦{","CO",0.3,0.33,0.46,0.44,0.4,0.39,0.43,0.44,0.43,0.39,0.38,0.39,0.37,0.32,0.27,0.24,0.25,0.29,0.46,0.54,0.49,0.52,0.47,0.38
"2018/01/28","¼é¦{","NOx",10,11,18,17,12,12,13,16,14,12,14,17,10,7.3,7.6,6.6,6.9,8,18,22,19,20,21,17
