"¤é´Á","´ú¯¸","´ú¶µ","00","01","02","03","04","05","06","07","08","09","10","11","12","13","14","15","16","17","18","19","20","21","22","23"
"2018/01/13","¤g«°","NOx",11,6.2,5.3,4.6,4.8,6.4,9.9,10,15,15,13,11,9.2,8.5,NA,11,12,13,17,17,14,9.6,12,16
"2018/01/13","¤g«°","O3",30,33,33,33,32,30,29,29,28,30,33,37,38,NA,36,37,34,33,28,27,31,35,33,28
"2018/01/13","¤g«°","PM10",26,25,21,20,21,20,22,26,22,20,21,21,19,NA,15,18,21,21,22,19,15,15,15,13
"2018/01/13","¤g«°","SO2",1.6,1.3,1.2,1.1,1.2,1.2,1.2,1.1,1.2,1,1.3,1.3,1.2,1.2,NA,1.7,1.2,1.2,1.3,1.2,1.4,1.1,1.3,1.3
"2018/01/14","¤g«°","CO",0.35,0.25,0.23,0.2,0.15,0.18,0.23,0.34,0.34,0.39,0.26,0.27,0.28,0.27,0.24,0.26,0.34,0.44,0.68,0.61,0.51,0.45,0.4,0.43
"2018/01/14","¤g«°","NOx",14,9.8,8.6,7.3,5.1,5,8.3,13,14,21,12,11,10,9.2,9.6,14,19,24,32,31,26,20,18,22
"2018/01/14","¤g«°","O3",27,30,29,30,35,33,29,26,28,29,38,41,44,44,42,39,32,24,17,17,20,24,27,22
"2018/01/14","¤g«°","PM10",15,20,18,14,10,12,11,8,13,20,26,23,16,13,6,8,13,15,12,9,10,11,14,17
"2018/01/14","¤g«°","SO2",1.4,1.5,1.5,1.5,1.6,1.6,1.5,2,1.9,2.4,1.7,1.7,2,2.3,3.5,4.4,6.3,7.9,3.6,2.4,2.2,2.1,1.8,2
"2018/01/15","¤g«°","CO",0.33,0.28,0.26,0.24,0.24,0.31,0.46,0.84,1.31,1.22,0.98,0.43,0.27,0.26,0.28,0.3,0.35,0.5,0.67,0.81,1.08,1.19,0.93,0.87
"2018/01/15","¤g«°","NOx",15,11,9.6,14,19,32,61,67,90,74,65,25,11,9.8,13,15,15,23,27,31,50,87,79,75
"2018/01/15","¤g«°","O3",29,31,26,12,7,2.4,2.3,3.4,4.7,10,18,34,41,43,42,38,34,25,20,14,8.1,2.7,2.3,2.4
"2018/01/15","¤g«°","PM10",15,9,9,12,13,13,16,24,34,38,43,40,23,17,16,17,21,26,23,21,22,32,36,33
"2018/01/15","¤g«°","SO2",1.8,0.8,0.8,1,0.9,1.6,3.6,4.3,6.2,3.3,2.9,1.9,1.1,0.9,1.1,1.7,1.3,1.1,1,1.2,1.5,3.6,3.8,4.3
