"ら戳","代","代兜","00","01","02","03","04","05","06","07","08","09","10","11","12","13","14","15","16","17","18","19","20","21","22","23"
"2018/04/05","窾地","NOx",18,18,17,12,11,16,26,20,27,21,14,24,18,17,15,19,21,25,25,30,42,34,36,26
"2018/04/05","窾地","O3",16,19,15,17,16,9.3,7.1,13,17,32,58,50,51,53,51,45,35,24,20,12,9.1,15,9.6,12
"2018/04/05","窾地","PM10",46,40,30,33,36,30,25,23,28,29,31,40,53,54,50,45,49,43,45,43,52,47,40,33
"2018/04/05","窾地","SO2",1.6,2.1,1.4,1.2,1.2,1.4,2,1.6,1.8,1.7,1.6,6.1,3.9,2.6,2.7,2,2.5,2.9,3.6,3.5,3.2,3,2.3,2.1
"2018/04/06","窾地","CO",0.47,0.38,0.35,0.28,0.29,0.31,0.38,0.5,NA,NA,NA,NA,0.43,0.43,0.39,0.45,0.47,0.46,0.44,0.37,0.36,0.38,0.42,0.36
"2018/04/06","窾地","NOx",17,13,12,8,8.6,10,18,22,NA,NA,NA,NA,20,22,20,21,22,24,21,17,16,16,19,17
"2018/04/06","窾地","O3",17,15,14,16,16,13,9.8,12,NA,NA,NA,24,26,28,33,31,30,31,33,39,38,41,35,37
"2018/04/06","窾地","PM10",33,39,43,39,34,23,21,23,30,48,NA,40,28,7,9,8,10,6,24,80,132,162,144,138
"2018/04/06","窾地","SO2",1.7,1,0.8,0.6,0.6,0.5,0.6,0.9,NA,NA,NA,NA,0.1,-0.1,-0.1,-0.1,-0.2,-0.1,-0.1,-0.2,-0.2,-0.1,0.1,-0.1
"2018/04/07","窾地","CO",0.34,0.29,0.27,0.27,0.27,0.28,0.32,0.37,0.43,0.46,0.54,0.5,0.42,0.38,0.36,0.35,0.36,0.37,0.39,0.39,0.41,0.41,0.37,0.34
"2018/04/07","窾地","NOx",13,9.2,7.8,7,6.7,7,13,18,22,23,31,25,20,19,19,18,23,23,26,30,29,24,20,17
"2018/04/07","窾地","O3",42,44,47,48,46,45,40,34,30,29,25,33,40,46,50,53,49,48,45,41,39,43,47,49
"2018/04/07","窾地","PM10",136,136,130,126,119,110,109,108,106,104,103,111,119,133,131,130,124,127,124,115,116,112,120,108
"2018/04/07","窾地","SO2",1.3,2.7,2.5,2.3,2.3,2.4,2.4,2.4,2.4,2.6,2.7,3.1,3.2,3.1,3.1,3.2,3,3.2,3.2,3.3,4,3.2,3.3,3.1
"2018/04/08","窾地","CO",0.37,0.32,0.32,0.31,0.31,0.29,0.31,0.36,0.33,0.31,0.31,0.3,0.3,0.31,0.29,0.31,0.35,0.38,0.37,0.41,0.44,0.51,0.51,0.51
"2018/04/08","窾地","NOx",17,9.3,9.6,9.3,9.1,9.1,13,21,21,20,19,11,12,13,14,15,15,18,19,21,24,28,23,21
"2018/04/08","窾地","O3",50,56,55,53,51,54,48,43,46,49,50,57,58,57,56,53,54,48,48,44,38,33,36,34
"2018/04/08","窾地","PM10",91,84,79,78,71,71,74,68,68,61,62,64,62,62,53,54,56,51,51,45,48,48,45,45
"2018/04/08","窾地","SO2",3.3,1.7,1.7,2,1.8,1.7,1.7,2,2,1.7,1.6,1.4,1.2,1.1,1.2,1.3,1.1,1.2,1.5,1.5,1.6,1.7,1.8,1.9
"2018/04/09","窾地","CO",0.39,0.33,0.3,0.26,0.25,0.27,0.37,0.46,0.7,0.71,0.42,0.32,0.42,0.42,0.43,0.49,0.46,0.57,0.62,0.55,0.46,0.56,0.77,0.59
"2018/04/09","窾地","NOx",13,11,9.7,7.3,6.9,8.7,20,23,38,46,26,18,21,22,23,25,24,27,30,33,26,30,40,31
"2018/04/09","窾地","O3",38,36,34,35,32,27,19,22,24,34,53,62,66,66,56,52,52,46,34,29,32,27,14,19
"2018/04/09","窾地","PM10",37,35,26,28,23,28,27,25,30,37,47,37,41,40,50,48,49,51,50,45,41,34,32,31
"2018/04/09","窾地","SO2",1.1,1.6,1.4,1.4,1.4,1.2,1.3,1.5,2.1,3.1,2.6,2.1,2.7,3.2,2.3,2.4,2.9,3.1,2.8,2.6,2.6,2.5,2.6,2.7
"2018/04/10","窾地","CO",0.61,0.55,0.46,0.44,0.28,0.3,0.42,0.56,0.77,0.52,0.54,0.54,NA,0.59,0.53,0.49,0.59,0.82,0.9,0.76,0.87,0.82,0.72,0.6
"2018/04/10","窾地","NOx",27,22,18,18,7.7,9.8,22,28,35,22,22,22,NA,29,28,28,33,40,54,54,61,47,36,29
"2018/04/10","窾地","O3",16,17,20,18,26,22,15,19,29,58,71,92,NA,95,82,72,64,57,37,27,13,10,16,18
"2018/04/10","窾地","PM10",35,37,33,37,29,26,23,31,39,33,43,46,NA,74,78,74,60,57,53,59,60,46,43,30
"2018/04/10","窾地","SO2",1.9,2.6,2.2,2.3,1.6,1.4,1.2,1.3,2,2.9,2.5,3.7,NA,5,3.7,2.6,2.5,2.8,6.4,7,5.2,2.9,2.9,2.8
"2018/04/11","窾地","CO",0.55,0.31,0.28,0.26,0.27,0.28,0.4,0.74,1.17,1.09,1.07,0.76,0.61,0.59,0.58,0.52,0.52,0.57,0.65,0.75,0.67,0.85,1.94,1.67
"2018/04/11","窾地","NOx",25,11,NA,8.3,8.9,8.7,22,39,53,46,62,42,30,33,NA,NA,25,32,42,50,45,47,86,81
"2018/04/11","窾地","O3",21,31,33,32,23,29,19,16,36,49,27,53,73,74,63,54,42,36,24,12,14,10,1.4,0.5
"2018/04/11","窾地","PM10",35,25,30,29,27,24,22,24,43,65,88,89,94,NA,78,63,55,47,45,57,57,51,56,56
"2018/04/11","窾地","SO2",1.8,1.7,1.1,1.1,1,0.7,0.9,1.6,6.3,10,7.2,7,5.5,7.1,5.3,3.9,3,3.2,6.2,7.3,4.2,3.5,7.9,13
"2018/04/12","窾地","CO",1.37,0.91,0.51,0.36,0.39,0.4,0.44,0.77,1.26,1.66,0.8,0.64,0.58,0.56,0.65,0.73,0.57,0.75,0.65,1.02,0.77,1.4,1.47,0.92
"2018/04/12","窾地","NOx",72,49,23,14,16,17,23,44,60,81,52,48,35,29,35,40,45,53,40,66,53,74,70,47
"2018/04/12","窾地","O3",0.4,2,12,18,13,15,13,4.8,2.9,1.1,4.1,6.5,29,55,59,62,28,8.6,17,0.8,1.4,0.6,0.6,0.8
"2018/04/12","窾地","PM10",66,57,51,33,28,25,27,26,29,37,34,36,28,31,32,50,50,51,33,30,27,33,27,21
"2018/04/12","窾地","SO2",18,8.7,3.5,1.6,0.6,0.6,-0.2,0.2,1,3.9,3.4,2.7,3,3.1,3,2.2,7.6,5.1,1,1.9,2,2.9,3.2,3
"2018/04/13","窾地","CO",0.71,0.49,0.48,0.43,0.33,0.47,0.61,0.69,1.06,1.27,0.89,0.61,0.59,0.6,0.59,0.61,0.65,0.85,0.94,1.03,0.88,1.02,1.14,1.22
"2018/04/13","窾地","NOx",33,21,20,19,14,24,40,43,49,60,37,23,25,30,28,28,31,39,40,49,47,53,54,60
"2018/04/13","窾地","O3",2,4.5,4.2,3.6,6.3,2,0.7,2.8,8.2,17,44,59,68,68,73,64,52,38,27,15,10,1.7,0.7,0.2
"2018/04/13","窾地","PM10",14,15,12,16,15,20,19,20,28,47,48,37,29,49,63,62,54,61,61,53,36,32,38,35
"2018/04/13","窾地","SO2",3.4,1.6,1.2,1.2,0.6,0.7,0.9,1.3,1.6,2.3,2.1,1.5,2.9,3.3,2.5,1.7,1.5,2,2.3,2.5,3.3,4.3,3.6,4.2
"2018/04/14","窾地","CO",0.81,0.44,0.4,0.41,0.36,0.39,0.51,0.52,0.64,0.89,0.93,0.86,0.85,0.76,0.4,0.52,0.58,0.72,0.78,0.8,0.8,0.83,0.82,0.99
"2018/04/14","窾地","NOx",44,21,18,18,16,16,24,24,27,42,48,41,43,44,17,37,52,58,60,66,61,51,47,63
"2018/04/14","窾地","O3",1,3.8,5.4,4.4,4.5,3.4,3.3,6,11,10,11,24,15,9.6,26,11,2.5,0.9,0.3,0.1,0.2,0.1,0.3,0.1
"2018/04/14","窾地","PM10",25,11,5,7,6,7,9,13,13,20,32,42,46,45,41,32,29,32,36,27,30,32,42,40
"2018/04/14","窾地","SO2",3.8,1.3,0.5,0.1,0,-0.4,-0.2,-0.5,-0.3,0.1,0.8,0.9,0.8,1.4,0.6,4.3,4.5,2.6,2.8,5.5,3.8,2.3,2.3,2.8
"2018/04/15","窾地","CO",0.5,0.33,0.26,0.23,0.22,0.23,0.24,0.27,0.26,0.27,0.27,0.26,0.27,0.3,0.31,0.34,0.33,0.37,0.38,0.38,0.42,0.49,0.49,0.45
"2018/04/15","窾地","NOx",23,8.1,5.2,4.8,4.7,5.5,9.5,16,16,17,16,14,14,15,15,19,16,20,21,19,24,25,23,17
"2018/04/15","窾地","O3",16,25,31,41,44,45,43,39,41,40,42,43,43,44,46,43,48,45,44,46,40,39,42,50
"2018/04/15","窾地","PM10",40,33,28,14,7,8,13,12,11,11,13,11,9,19,48,76,107,131,154,154,144,140,152,155
"2018/04/15","窾地","SO2",2,0.7,0,-0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,-0.1,0.5,2.4
"2018/04/16","窾地","CO",0.41,0.28,0.27,0.23,0.22,0.23,0.27,0.39,0.48,0.37,0.32,0.29,0.3,0.32,0.3,0.3,0.34,0.41,0.47,0.47,0.37,0.39,0.41,0.3
"2018/04/16","窾地","NOx",14,10,8.7,8.4,8,10,17,27,34,31,23,20,21,24,22,23,26,30,33,35,23,25,25,17
"2018/04/16","窾地","O3",55,57,56,54,54,51,45,38,34,37,45,48,48,45,49,51,49,46,44,42,54,50,46,54
"2018/04/16","窾地","PM10",138,112,87,76,72,77,81,86,90,100,102,101,101,100,94,78,73,66,64,63,66,63,59,60
"2018/04/16","窾地","SO2",3.9,3.5,1.9,2.1,1.7,1.9,1.6,1.7,1.9,2.1,2,1.7,1.8,2.1,2.4,2,2.4,2.8,3.6,4.5,2.9,3.4,2.6,3
"2018/04/17","窾地","CO",0.28,0.26,0.24,0.23,0.23,0.25,0.3,0.45,0.52,0.48,NA,0.41,0.4,0.37,0.38,0.39,0.39,0.46,0.57,0.72,0.66,0.69,0.78,0.65
"2018/04/17","窾地","NOx",14,9.1,8.2,7.5,8,9.5,18,33,34,38,NA,30,30,26,27,27,31,32,41,54,49,52,57,47
"2018/04/17","窾地","O3",55,56,55,55,54,53,46,36,37,34,NA,39,39,40,41,41,41,42,36,21,25,20,15,18
"2018/04/17","窾地","PM10",55,53,44,59,56,54,37,28,21,24,NA,35,36,36,31,37,46,51,52,50,44,43,39,39
"2018/04/17","窾地","SO2",1.9,2.1,1.9,1.7,1.8,1.5,1.4,1.4,1.5,2.2,NA,NA,1.3,1.2,1,0.9,1.3,1.6,1.8,3.4,3,2.6,3.5,4.1
"2018/04/18","窾地","CO",0.44,0.31,0.23,0.23,0.23,0.26,0.32,0.43,0.44,0.35,0.3,0.28,0.29,0.31,0.32,0.34,0.38,0.44,0.46,0.49,0.45,0.49,0.54,0.46
"2018/04/18","窾地","NOx",29,18,11,11,12,16,25,33,30,25,24,23,22,25,28,27,32,30,30,34,35,33,34,29
"2018/04/18","窾地","O3",39,44,56,54,51,46,38,32,44,47,50,50,52,49,47,46,43,44,45,36,35,32,29,31
"2018/04/18","窾地","PM10",32,35,33,29,30,37,51,49,50,49,45,37,35,35,44,40,49,52,65,64,67,67,67,63
"2018/04/18","窾地","SO2",2.1,1.7,1.2,1.8,3.2,2.5,1.7,1.8,1.6,1.1,3.5,5.2,5.1,6.2,6.3,5.8,6.3,3.1,2,2.5,2.5,2,1.5,1.7
"2018/04/19","窾地","CO",0.4,0.35,0.31,0.3,0.35,0.49,0.52,0.71,0.71,0.55,0.42,0.38,0.35,0.38,0.39,0.4,0.42,0.47,0.56,0.49,0.42,0.44,0.43,NA
"2018/04/19","窾地","NOx",22,14,11,10,NA,25,27,48,39,NA,23,18,15,20,0.4,NA,NA,NA,27,31,27,26,25,NA
"2018/04/19","窾地","O3",37,41,43,42,34,21,21,17,29,38,49,57,57,51,48,46,39,36,29,26,29,29,29,NA
"2018/04/19","窾地","PM10",58,62,59,59,54,58,49,45,40,43,46,50,58,52,49,40,40,37,44,41,44,33,37,37
"2018/04/19","窾地","SO2",1.7,2.1,1.9,1.8,2.5,2.2,1.7,2.3,2.2,2.2,1.8,1.6,1.3,1.7,1.9,2.6,1.5,1.1,1.6,1.7,1.6,1.8,1.6,NA
"2018/04/20","窾地","CO",0.24,0.19,0.18,0.16,0.17,0.2,0.26,0.36,0.44,0.32,0.31,0.3,0.31,0.32,0.33,0.3,0.37,0.51,0.65,0.46,0.43,0.43,0.45,0.34
"2018/04/20","窾地","NOx",9.5,6.7,6,6.3,6.7,9,19,26,29,25,21,20,20,23,21,19,23,35,43,30,29,28,27,16
"2018/04/20","窾地","O3",44,44,45,44,42,38,32,25,31,37,41,43,45,38,38,39,34,22,13,20,20,21,21,30
"2018/04/20","窾地","PM10",43,44,37,39,39,41,43,39,41,35,38,45,47,54,55,59,51,50,51,45,56,56,61,49
"2018/04/20","窾地","SO2",1.8,1.4,1.2,1.2,1.6,1.4,1.5,1.6,1.7,1.6,1.6,1.6,1.5,1.5,1.4,1.4,1.5,1.8,2.3,2.5,2.4,2.4,2.3,1.7
"2018/04/21","窾地","CO",0.29,0.35,0.37,0.38,0.38,0.5,0.58,0.62,0.59,0.59,0.7,0.71,0.64,0.81,0.79,0.78,0.89,1.09,1.35,1.07,0.69,0.71,0.7,0.63
"2018/04/21","窾地","NOx",11,13,16,16,17,27,32,24,NA,NA,NA,31,27,30,30,29,36,39,51,43,35,33,35,31
"2018/04/21","窾地","O3",35,32,27,25,22,12,12,11,20,49,61,72,87,100,100,92,76,65,44,30,13,15,10,11
"2018/04/21","窾地","PM10",43,45,34,29,30,32,36,32,24,37,41,56,43,55,71,94,104,104,105,94,75,52,40,39
"2018/04/21","窾地","SO2",1.3,1.8,1.8,1.9,2.1,2,2.8,3.5,2.6,4,3.7,3,2.7,4.7,5.8,6.1,6.1,6.5,6.8,6.4,3.9,4.2,3.6,3.4
"2018/04/22","窾地","CO",0.79,0.61,0.7,0.58,0.52,0.41,0.41,0.5,0.63,0.79,0.99,0.93,0.61,0.63,0.51,0.5,0.63,0.69,0.92,0.77,0.66,0.65,0.7,0.55
"2018/04/22","窾地","NOx",40,26,26,20,17,13,15,25,36,37,47,45,18,20,18,19,25,31,43,40,34,31,35,26
"2018/04/22","窾地","O3",3.8,7.8,8.6,11,11,12,12,13,14,20,30,56,93,106,73,56,50,36,13,10,9.9,8.9,7.4,8.9
"2018/04/22","窾地","PM10",34,37,44,50,42,33,28,25,31,40,45,53,61,67,64,51,42,36,37,37,32,31,33,33
"2018/04/22","窾地","SO2",2.3,1.4,2.9,2.4,2,1.5,1.1,1.2,2,1.7,2.1,2.3,1.4,1.2,1.6,1.3,1.6,1.8,1.6,2.4,2,2,1.9,1.5
"2018/04/23","窾地","CO",0.43,0.33,0.28,0.26,0.24,0.27,0.34,0.57,0.84,0.78,0.62,0.49,0.46,0.54,0.55,0.49,0.59,0.71,1.12,0.86,0.99,0.83,0.77,0.54
"2018/04/23","窾地","NOx",16,12,9.5,10,8.2,11,18,34,39,38,26,22,22,22,24,27,35,33,54,39,44,38,33,24
"2018/04/23","窾地","O3",14,14,14,11,13,9.4,8.3,6.5,16,29,57,59,66,61,51,42,39,35,15,15,5.9,7,6.9,6.5
"2018/04/23","窾地","PM10",33,29,24,17,17,24,25,19,19,24,36,37,44,46,46,43,40,39,35,29,24,19,19,16
"2018/04/23","窾地","SO2",1.7,1.7,1.3,1.3,1.1,1.1,1.2,1.5,2,2.3,2.7,3.3,3.9,4.4,4.2,3.3,2,1.9,2.4,2.7,2.9,3,3.6,2.9
"2018/04/24","窾地","CO",0.41,0.23,0.33,0.27,0.21,NA,0.38,0.64,1.11,1.18,0.61,0.37,0.52,0.49,0.49,0.51,0.52,0.52,0.54,0.46,0.5,0.48,0.41,0.34
"2018/04/24","窾地","NOx",16,9.6,16,12,7.5,NA,22,36,56,57,36,20,28,28,30,34,36,33,29,26,30,28,20,13
"2018/04/24","窾地","O3",11,14,8.2,11,13,NA,5.9,4.9,3.8,7.2,11,20,17,22,26,26,23,24,36,40,34,37,46,49
"2018/04/24","窾地","PM10",12,13,15,19,20,25,24,15,10,16,37,40,33,21,24,20,12,5,6,17,20,31,31,34
"2018/04/24","窾地","SO2",1.8,1.6,1.5,1.2,1,NA,0.8,1.2,2.1,3.3,4.1,2.4,1.9,1.5,1.1,1.1,1.1,0.9,0.9,1.3,1.3,1.1,1.1,0.8
"2018/04/25","窾地","CO",0.31,0.33,0.33,0.32,0.31,0.3,0.34,0.42,0.48,0.4,0.38,0.37,0.37,0.38,0.41,0.41,0.42,0.5,0.61,0.57,0.47,0.46,0.57,0.46
"2018/04/25","窾地","NOx",9.7,6.5,6.3,6.1,6.5,7.4,15,23,26,22,19,17,17,16,19,19,20,28,36,32,23,21,27,22
"2018/04/25","窾地","O3",50,47,45,43,41,40,36,34,35,41,45,NA,53,58,59,61,63,58,52,54,63,65,53,59
"2018/04/25","窾地","PM10",35,38,41,41,38,45,42,41,36,40,38,34,36,41,44,40,48,50,56,52,59,66,66,62
"2018/04/25","窾地","SO2",2,0.9,1,0.7,0.8,0.7,0.7,0.7,1,1.1,1.1,NA,0.9,0.9,1.3,1.4,1.3,3.5,5.8,3.6,2.4,2.4,2.3,2.1
"2018/04/26","窾地","CO",0.39,0.33,0.32,0.3,0.3,0.31,0.35,0.41,0.48,0.44,0.4,0.4,0.37,0.36,0.38,0.38,0.37,0.45,0.52,0.51,0.55,0.63,0.63,0.58
"2018/04/26","窾地","NOx",13,9.5,9.8,9,9.1,11,17,23,26,27,24,26,24,20,24,25,23,34,34,33,35,37,37,32
"2018/04/26","窾地","O3",66,69,65,62,62,59,55,55,57,58,61,60,60,61,56,53,52,45,37,35,31,28,27,29
"2018/04/26","窾地","PM10",47,44,34,37,44,47,50,38,43,41,41,38,33,31,28,35,40,38,31,25,22,25,29,38
"2018/04/26","窾地","SO2",2.5,2.3,2.6,2.7,2.5,2.4,2.3,2,2.3,2.6,5.6,5.7,5.9,5,4.3,4.7,3.9,8.9,5.2,4.4,3.8,3.7,4.7,5.4
"2018/04/27","窾地","CO",0.57,0.44,0.38,0.35,0.32,0.35,0.42,0.57,0.86,1.01,1.08,0.85,0.78,0.52,0.46,0.38,0.43,0.5,0.6,0.57,0.46,0.48,0.44,0.41
"2018/04/27","窾地","NOx",24,16,14,11,8.4,9.9,19,29,38,41,50,43,38,31,38,28,30,32,37,37,28,26,21,18
"2018/04/27","窾地","O3",33,35,36,38,38,30,21,25,30,40,49,44,56,45,29,39,39,34,30,29,42,46,53,59
"2018/04/27","窾地","PM10",36,30,28,28,32,23,27,33,41,42,45,51,58,54,51,41,39,31,29,29,36,49,48,47
"2018/04/27","窾地","SO2",2.4,1.8,1.7,1.6,1.5,1.2,1.3,1.3,1.7,2.1,3.1,4.9,4.9,4.3,11,4.2,2.6,2.1,2.7,3.4,3.9,3.4,2.1,1.8
"2018/04/28","窾地","CO",0.36,0.32,0.3,0.28,0.28,0.3,0.34,0.4,0.42,0.4,0.41,0.42,0.45,0.45,0.39,0.39,0.45,0.52,0.58,0.52,0.48,0.58,0.75,0.65
"2018/04/28","窾地","NOx",13,8.1,7.6,6.4,6.6,8,13,20,22,19,20,22,23,23,17,20,24,28,34,31,26,32,40,34
"2018/04/28","窾地","O3",67,68,72,73,72,73,68,62,61,64,64,62,59,58,64,58,52,45,37,38,44,35,24,27
"2018/04/28","窾地","PM10",42,43,43,41,36,41,39,46,43,39,41,45,55,53,47,40,37,36,36,44,47,52,40,35
"2018/04/28","窾地","SO2",2.2,2,1.6,1.5,1.5,1.5,1.5,1.7,1.6,1.5,1.8,2,2,2.1,2.1,2.1,2.1,2.4,2.4,2.5,2.3,2.7,3.1,2.9
"2018/04/29","窾地","CO",0.64,0.56,0.47,0.41,0.43,0.43,0.48,0.6,0.66,0.64,0.72,0.61,0.65,0.55,0.57,0.56,0.62,0.71,0.78,0.67,0.66,0.62,0.73,0.69
"2018/04/29","窾地","NOx",29,19,12,10,12,11,16,26,25,20,18,14,23,21,21,19,23,25,34,42,36,25,27,24
"2018/04/29","窾地","O3",31,38,37,31,29,28,21,16,29,51,81,94,89,80,77,78,68,66,51,31,37,43,33,24
"2018/04/29","窾地","PM10",35,36,29,15,18,19,22,18,21,37,56,68,73,75,81,83,81,80,80,90,85,82,65,64
"2018/04/29","窾地","SO2",1.6,2,1.8,1.8,1.7,1.8,1.7,1.9,2.2,2.9,3,3.6,5.1,4.9,4.6,4.3,5.1,5.2,7.9,12,7.1,5.3,4,2.8
"2018/04/30","窾地","CO",0.54,0.47,0.42,0.39,0.37,0.38,0.47,0.67,0.99,0.8,NA,NA,0.6,0.59,0.64,0.62,0.63,0.74,1.02,0.99,0.99,1.09,1.12,0.9
"2018/04/30","窾地","NOx",14,11,9,7.8,6.1,7.4,17,27,44,28,NA,NA,24,23,29,34,37,36,43,48,60,62,55,41
"2018/04/30","窾地","O3",23,20,18,18,19,17,13,12,11,35,NA,83,88,88,61,30,26,26,15,11,7,3.4,2.9,2.5
"2018/04/30","窾地","PM10",41,23,6,4,11,15,27,29,29,29,NA,40,55,63,60,50,50,52,57,52,51,54,56,48
"2018/04/30","窾地","SO2",2.2,2.4,2,1.7,1.6,1.5,1.6,1.9,2.4,2.9,NA,6,5.2,4.1,4.4,3.4,4.4,5.2,6,6.7,7.2,6.6,6.6,5.2
"2018/05/01","窾地","CO",0.83,0.54,0.42,0.39,0.36,0.37,0.46,0.61,1.04,0.97,0.68,0.54,0.56,0.53,0.56,0.55,0.44,0.65,0.67,0.6,0.61,0.81,0.94,0.91
"2018/05/01","窾地","NOx",32,19,13,12,11,11,20,29,45,38,29,24,23,22,24,27,22,28,39,37,40,45,45,41
"2018/05/01","窾地","O3",3.1,8.2,12,12,11,13,8.2,7.9,11,34,43,43,60,61,47,35,36,25,29,35,25,16,13,6.5
"2018/05/01","窾地","PM10",48,34,32,18,17,14,10,19,23,41,52,62,58,46,45,50,53,59,56,56,49,51,52,53
"2018/05/01","窾地","SO2",3.7,2,1.5,1.1,0.7,0.5,0.4,0.7,1.5,3.5,5.9,5,3.4,2.8,2.3,2.4,2.8,2.6,6.1,6.2,8.7,8.5,6.3,3.4
"2018/05/02","窾地","CO",0.76,0.45,0.41,0.41,0.35,0.37,0.55,0.87,0.73,0.46,0.44,0.44,0.43,0.4,0.42,0.43,0.48,0.51,0.76,0.69,0.74,0.6,0.37,0.29
"2018/05/02","窾地","NOx",33,13,11,11,8,9.2,22,35,27,18,20,21,16,20,17,24,29,28,38,49,44,41,23,15
"2018/05/02","窾地","O3",7.9,16,16,12,12,12,8.7,14,24,37,44,54,58,58,62,37,16,13,14,16,6.1,5.7,11,13
"2018/05/02","窾地","PM10",47,44,42,39,37,31,28,30,31,37,46,56,63,69,61,61,47,46,43,48,50,43,41,27
"2018/05/02","窾地","SO2",3.2,2.3,1.9,1.5,1.1,1,1.5,2.5,3.1,2.6,2.4,2.7,2.2,1.9,1.7,2,2.3,3.4,4.8,12,6.5,5.6,5.4,2.6
"2018/05/03","窾地","CO",0.36,0.51,0.39,0.37,0.4,0.44,0.46,0.57,0.56,0.46,0.45,0.44,0.43,0.43,0.48,0.46,0.48,0.64,0.61,0.52,0.44,0.44,0.41,0.33
"2018/05/03","窾地","NOx",10,6.5,5.4,5.3,5.2,6.5,12,20,25,21,23,22,21,23,34,30,28,37,34,30,26,24,21,16
"2018/05/03","窾地","O3",61,83,75,76,81,76,65,55,52,56,56,58,57,53,38,44,48,39,37,39,40,39,41,45
"2018/05/03","窾地","PM10",30,31,47,49,48,38,35,44,54,58,52,53,48,47,57,59,69,60,63,52,44,37,30,28
"2018/05/03","窾地","SO2",3,1.6,0.9,1,0.5,0.4,0.5,0.3,0.5,0.5,0.6,0.6,0.7,1.5,3.4,1.8,1.6,1.1,1.9,1.6,1.3,1.3,1.3,1.2
"2018/05/04","窾地","CO",0.28,0.24,0.22,0.21,0.21,0.23,0.27,0.39,0.47,0.33,0.34,0.31,0.32,0.3,0.35,0.35,0.43,0.47,0.59,0.52,0.46,0.42,0.43,0.37
"2018/05/04","窾地","NOx",9.9,7.7,6.8,6.5,6.7,7.9,16,27,31,20,22,17,18,18,22,20,31,31,36,38,32,24,24,20
"2018/05/04","窾地","O3",51,53,54,54,54,53,46,38,37,47,47,51,50,50,45,45,35,33,28,25,29,32,35,37
"2018/05/04","窾地","PM10",40,48,48,33,18,14,20,29,40,45,48,38,31,24,28,25,34,28,34,22,24,25,29,32
"2018/05/04","窾地","SO2",2,2.2,2.1,2.2,2,2,1.9,2.3,2.4,2.3,2.2,2.2,2,2,2.1,2.2,2.3,2.5,2.5,2.8,2.9,2.7,2.9,2.7
"2018/05/05","窾地","CO",0.31,0.28,0.25,0.26,0.25,0.28,0.34,0.49,0.42,0.59,0.64,0.55,0.54,0.66,0.66,0.65,0.69,0.76,0.76,0.5,0.48,0.49,0.52,0.63
"2018/05/05","窾地","NOx",13,9.8,8,8.7,8.2,9,16,27,21,28,30,23,16,22,28,27,30,31,36,30,26,26,24,30
"2018/05/05","窾地","O3",43,44,45,40,36,34,26,22,32,35,48,68,102,112,87,84,76,69,40,23,24,26,25,14
"2018/05/05","窾地","PM10",28,28,23,26,19,19,15,26,31,38,42,51,54,68,71,81,75,69,61,45,40,28,32,28
"2018/05/05","窾地","SO2",2.1,1.1,0.9,0.8,0.8,0.9,0.9,1.2,1.3,1.6,1.9,2.2,2.2,2.5,3.9,3.8,3.8,4,3.3,2.3,2.2,2.1,2,2.1
"2018/05/06","窾地","CO",0.48,0.36,0.31,0.28,0.29,0.33,0.37,0.51,0.65,0.62,0.45,0.56,0.44,0.43,0.49,0.45,0.48,0.61,0.75,0.63,0.74,0.82,0.9,0.68
"2018/05/06","窾地","NOx",19,12,9.3,8.6,8,10,16,25,32,24,11,24,19,18,27,25,24,29,34,26,37,51,59,43
"2018/05/06","窾地","O3",20,19,18,18,18,17,17,21,32,55,74,74,56,60,58,65,50,22,11,6,5,5.2,1.6,4.2
"2018/05/06","窾地","PM10",21,17,15,23,20,23,20,25,28,31,33,39,47,56,49,58,57,63,49,44,41,48,55,58
"2018/05/06","窾地","SO2",1.2,1.2,1,0.8,0.8,0.6,0.8,1.2,1.8,1.9,2.3,3.8,3.2,2.8,3.2,4.7,4.5,2.6,2.5,2.3,5.2,7.4,7.4,7.9
"2018/05/07","窾地","CO",0.77,0.48,0.38,0.34,0.29,0.34,0.44,0.62,0.93,0.9,0.79,0.51,0.52,0.45,0.47,0.49,0.49,0.68,0.97,0.82,0.71,0.89,0.77,0.67
"2018/05/07","窾地","NOx",37,17,11,11,7.1,11,23,30,38,37,37,23,22,22,23,35,36,47,62,56,35,45,53,42
"2018/05/07","窾地","O3",6.4,13,18,15,18,12,7.9,7.2,12,27,38,53,NA,NA,52,36,23,12,1.9,1.2,1,0.2,0.1,1
"2018/05/07","窾地","PM10",47,44,29,24,13,16,22,23,27,32,42,55,NA,49,44,40,37,31,30,36,32,22,17,20
"2018/05/07","窾地","SO2",5.3,1.7,1.3,1,0.6,0.3,0.5,0.6,1.3,2.1,2.6,1.7,1.7,2.2,2.4,8.1,6.9,4.6,4.4,5.4,6.5,6.8,5.6,4.3
"2018/05/08","窾地","CO",0.56,0.19,0.2,0.18,0.17,0.24,0.4,0.86,0.9,0.74,0.43,0.36,0.35,0.33,0.35,0.42,0.54,0.56,0.55,0.52,0.5,0.51,0.48,0.34
"2018/05/08","窾地","NOx",31,8.9,8.6,6.8,6.6,12,30,45,39,37,22,15,17,18,16,18,25,26,24,24,26,25,23,13
