"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27"
"2018/02/01","竹山","PM10",18,13,12,12,12,18,24,23,24,29,32,41,44,55,70,73,73,73,72,68,56,53,52,52
"2018/02/01","竹山","SO2",1.8,0.6,0.5,0.5,0.5,0.5,0.6,0.8,0.8,0.7,0.6,0.3,0.6,0.7,0.9,0.7,1,0.6,0.7,1.3,0.6,0.3,0.5,0.3
"2018/02/02","竹山","CO",0.66,0.68,0.68,0.67,0.65,0.64,0.59,0.56,0.59,0.7,0.57,0.54,0.44,0.44,0.51,0.48,0.41,0.43,0.4,0.43,0.47,0.47,0.43,0.44
"2018/02/02","竹山","NOx",24,22,22,20,20,18,18,17,20,21,17,21,19,19,26,27,22,23,19,18,19,19,14,15
"2018/02/02","竹山","O3",3.6,6.5,6.1,4.8,4.1,4.4,6.3,8.4,11,13,28,33,35,33,24,24,29,25,23,25,22,20,26,25
"2018/02/02","竹山","PM10",54,49,40,39,42,49,49,46,44,36,40,48,45,43,45,44,37,35,40,35,30,34,38,42
"2018/02/02","竹山","SO2",1.2,2.5,2.4,2.1,2.7,2.9,2.8,2.4,2.5,2.4,2.5,3.1,2.8,2.4,2.8,2.9,2.4,2.6,2.1,2.1,2.2,2.6,2.4,2.4
"2018/02/03","竹山","CO",0.44,0.35,0.31,0.29,0.27,0.28,0.31,0.34,0.37,0.37,0.36,0.38,0.6,0.57,0.67,0.69,0.66,0.65,0.58,0.5,0.48,0.43,0.4,0.33
"2018/02/03","竹山","NOx",15,11,9.1,6.7,6.3,6.5,7.3,8.7,11,11,9.7,11,19,18,21,24,24,25,22,17,17,13,13,9.9
"2018/02/03","竹山","O3",25,28,31,36,37,35,33,36,33,35,37,35,30,29,26,22,21,16,13,19,19,21,22,26
"2018/02/03","竹山","PM10",45,40,38,35,33,36,38,40,43,45,47,54,68,76,70,61,58,59,66,61,46,42,34,30
"2018/02/03","竹山","SO2",2.9,2,1.8,1.8,1.3,1.6,1.5,1.7,1.9,1.7,1.3,1.1,1.8,1.4,1.7,1.6,1.4,1.5,2.4,1.4,1.3,1.1,1.1,0.7
"2018/02/04","竹山","CO",0.32,0.31,0.29,0.3,0.27,0.25,0.24,0.27,0.29,0.27,0.27,0.31,0.31,0.31,0.32,0.31,0.32,0.34,0.31,0.3,0.29,0.28,0.28,0.29
"2018/02/04","竹山","NOx",10,8.2,7.4,6.5,5.9,5.3,5.8,6.5,6.8,7.1,9.4,14,11,11,11,12,14,16,13,11,11,9.9,10,9.3
"2018/02/04","竹山","O3",23,25,27,27,28,28,27,25,24,25,26,22,24,26,26,28,25,21,22,24,24,23,23,22
"2018/02/04","竹山","PM10",28,27,27,22,19,15,15,21,24,23,22,24,26,32,35,28,25,26,25,27,23,22,28,25
"2018/02/04","竹山","SO2",0.9,1,0.6,0.7,0.9,0.6,0.9,0.8,0.8,0.8,0.8,1,0.5,0.6,0.6,0.5,0.8,0.8,0.6,0.5,0.5,0.6,0.6,0.8
"2018/02/05","竹山","CO",0.27,0.27,0.25,0.23,0.22,0.22,0.22,0.25,0.26,0.31,0.4,0.38,0.37,0.36,0.44,0.42,0.39,0.42,0.41,0.42,0.43,0.36,0.34,0.32
"2018/02/05","竹山","NOx",7.9,9.3,7.2,5.5,4.1,4.7,5.1,8.1,9,12,19,18,22,20,26,24,18,19,20,21,19,14,12,9
"2018/02/05","竹山","O3",23,21,26,28,29,30,30,27,27,25,20,19,16,19,13,16,19,15,14,13,15,18,17,19
"2018/02/05","竹山","PM10",26,24,21,19,19,18,15,17,21,19,27,34,32,32,38,32,21,16,18,25,28,27,26,27
"2018/02/05","竹山","SO2",1.5,2.3,2.1,1.8,1.5,2.8,3.5,2,1.9,1.9,1.8,1.7,1.6,1.4,1.6,1.5,1.2,1.4,1.5,1.3,1.6,1.4,1.3,1.1
"2018/02/06","竹山","CO",0.29,0.27,0.28,0.26,0.24,0.28,0.32,0.4,0.29,0.26,0.26,0.3,0.27,0.3,0.31,0.31,0.38,0.4,0.47,0.5,0.55,0.6,0.47,0.45
"2018/02/06","竹山","NOx",6.7,7.1,6.7,6.6,5.1,6.3,12,14,8.6,9.4,10,12,11,9.9,11,9.5,14,22,29,33,37,38,25,23
"2018/02/06","竹山","O3",22,18,18,17,21,17,11,11,13,20,25,NA,29,37,44,54,51,34,16,9.3,5.7,3.9,11,12
"2018/02/06","竹山","PM10",21,21,28,21,18,23,22,19,17,23,NA,46,38,32,38,41,52,63,69,74,75,72,60,53
"2018/02/06","竹山","SO2",1.4,1.4,1.1,1.2,1.2,1.3,1.6,1.6,1.6,1.6,1.6,NA,1.6,1.5,1.6,1.4,2,2,1.7,1.7,2.4,1.9,1.5,1.6
"2018/02/07","竹山","CO",0.41,0.38,0.39,0.39,0.38,0.39,0.42,0.47,0.77,0.49,0.63,0.68,0.45,0.51,0.67,0.64,0.78,1.05,1.08,0.85,0.85,0.92,0.63,0.46
"2018/02/07","竹山","NOx",19,18,17,16,15,17,24,24,35,32,45,47,35,34,41,43,60,84,86,72,71,67,42,21
"2018/02/07","竹山","O3",13,14,13,9.2,7.6,4.9,5.5,5.9,4.6,4.7,4.4,5.4,7.6,9.6,12,8.3,3.6,1.8,1.7,1.4,1.4,1.5,1.9,11
"2018/02/07","竹山","PM10",51,54,60,53,52,52,53,56,61,61,61,67,59,63,81,84,87,94,97,92,82,71,58,43
"2018/02/07","竹山","SO2",2.2,1.3,1.4,1,1,1.4,2.1,1.7,1.8,1.6,1.7,1.8,1.3,2.2,3.1,2.8,2.4,2.4,2.2,1.8,1.4,1.5,0.5,0.4
"2018/02/08","竹山","CO",0.42,0.38,0.6,0.45,0.4,0.37,0.45,0.44,0.42,0.36,0.35,0.36,0.37,0.47,0.44,0.42,0.43,0.71,0.69,0.55,0.56,0.56,0.65,0.65
"2018/02/08","竹山","NOx",17,14,34,24,17,14,18,16,17,20,24,25,24,31,30,26,26,42,41,29,32,35,42,37
"2018/02/08","竹山","O3",16,22,5.9,12,13,13,7.4,11,11,11,14,12,15,17,17,20,19,7.9,3,4.9,3.6,2.9,1.3,1.5
"2018/02/08","竹山","PM10",40,38,33,31,24,23,28,25,23,25,28,41,44,38,39,44,50,56,68,66,63,66,60,55
"2018/02/08","竹山","SO2",0.5,1.5,2,1.8,1.7,1.5,1.6,1.7,2.1,2.1,2.2,2.6,2.1,2,2.4,2.2,2.3,2.3,2.2,2.1,2.6,2.3,2.5,2.3
"2018/02/09","竹山","CO",0.58,0.53,0.57,0.51,0.51,0.53,0.59,0.78,0.59,0.49,0.4,0.37,0.49,0.6,0.46,0.41,0.48,0.56,0.67,0.74,0.75,0.61,0.59,0.63
"2018/02/09","竹山","NOx",32,25,28,26,30,29,29,36,30,19,15,14,22,32,28,20,23,29,37,40,39,30,28,30
"2018/02/09","竹山","O3",1.7,2.2,1.1,1.4,1.5,1.4,1.9,3.8,8.6,18,27,36,46,49,44,42,33,24,12,7,3.6,4.9,6.3,3.1
"2018/02/09","竹山","PM10",56,57,54,51,54,53,46,46,44,35,33,36,45,75,90,84,87,88,86,95,105,111,119,127
"2018/02/09","竹山","SO2",2.4,1.1,1.1,1.2,0.8,0.8,0.8,1.8,1.7,1.2,1.1,1,1.9,3.1,3.3,2.1,1.3,1,1.3,1.4,1.2,0.8,0.7,0.5
"2018/02/10","竹山","CO",0.65,0.61,0.63,0.59,0.56,0.55,0.57,0.63,0.66,0.59,0.56,0.55,0.54,0.47,0.51,0.46,0.42,0.47,0.57,0.48,0.53,0.54,0.48,0.44
"2018/02/10","竹山","NOx",29,27,27,24,23,22,24,26,29,26,24,24,22,13,19,20,20,25,30,24,28,28,20,18
"2018/02/10","竹山","O3",1.9,2.1,1.7,1.7,2.6,3.5,2.2,3.8,5,7.7,11,16,32,51,54,39,32,22,14,13,9,6,10,13
"2018/02/10","竹山","PM10",129,121,104,92,83,70,69,71,73,68,70,77,72,60,64,75,67,66,72,67,56,54,58,54
"2018/02/10","竹山","SO2",0.6,2.3,2.3,2.3,2.1,2,1.9,2.1,2.3,2.1,2.3,2.3,2.3,2.5,3.1,2.8,2.6,3.2,4.8,3.8,2.2,2.1,2,2.1
"2018/02/11","竹山","CO",0.36,0.42,0.47,0.41,0.36,0.37,0.39,0.41,0.44,0.48,0.43,0.42,0.43,0.47,0.44,0.42,0.4,0.41,0.38,0.41,0.42,0.4,0.37,0.37
"2018/02/11","竹山","NOx",12,11,11,9.3,8,8.5,8.8,9.2,12,15,11,11,13,15,13,11,11,13,14,16,15,14,12,12
"2018/02/11","竹山","O3",29,28,28,32,38,39,37,34,32,28,31,32,33,32,37,38,38,33,32,26,25,25,26,25
"2018/02/11","竹山","PM10",46,47,48,41,28,24,23,22,21,22,27,30,33,38,47,50,49,54,65,71,66,64,70,70
"2018/02/11","竹山","SO2",2.1,1.4,1.2,1.4,1,0.8,1,1,1.1,1.1,1.2,0.9,1,0.9,1,0.9,1,1.3,1.6,1.2,1.5,1.4,1.7,2.2
"2018/02/12","竹山","CO",0.35,0.37,0.36,0.34,0.31,0.29,0.32,0.32,0.33,0.37,0.5,0.44,0.4,0.39,0.44,0.44,0.44,0.41,0.5,0.55,0.56,0.57,0.54,0.56
"2018/02/12","竹山","NOx",11,11,11,8.8,7.6,8.6,8.8,11,12,14,20,17,17,15,18,18,18,19,24,29,30,30,27,27
"2018/02/12","竹山","O3",25,25,24,27,31,28,23,25,30,28,24,24,19,24,25,32,37,46,34,28,23,19,18,17
"2018/02/12","竹山","PM10",68,69,72,65,64,74,74,71,73,73,72,72,64,66,83,85,81,114,145,136,128,124,120,117
"2018/02/12","竹山","SO2",5.1,1.5,1.4,1.5,1.7,1.5,1.2,1.6,1.8,1.8,1.7,1.8,1.7,2,2.6,3.9,2.4,2.7,2.7,2.8,2.7,2.8,4.5,3
"2018/02/13","竹山","CO",0.55,0.52,0.5,0.46,0.39,0.45,0.54,0.64,0.6,0.53,0.5,0.46,0.42,0.4,NA,0.41,0.36,0.34,0.35,0.38,0.41,0.42,0.48,0.4
"2018/02/13","竹山","NOx",25,22,20,19,15,18,24,29,22,20,19,18,11,12,NA,11,10,11,11,13,14,15,18,13
"2018/02/13","竹山","O3",16,13,14,14,21,11,8.9,6.7,12,22,32,46,64,71,71,73,72,68,58,50,45,28,22,20
"2018/02/13","竹山","PM10",114,108,105,104,101,93,86,90,91,93,98,107,104,95,NA,105,106,107,103,102,109,105,100,96
"2018/02/13","竹山","SO2",2.4,3,2.9,2.4,2.2,2,2.1,2.2,2.1,2.2,2.4,3.5,2.8,2.8,NA,2.3,2.2,2,1.9,1.7,1.1,1,1.3,1.1
"2018/02/14","竹山","CO",0.36,0.41,0.41,0.35,0.38,0.36,0.54,0.76,0.97,0.33,0.28,0.24,0.29,0.3,0.28,0.32,0.35,0.51,0.75,0.64,0.77,0.7,0.55,0.45
"2018/02/14","竹山","NOx",9.7,15,15,10,12,10,18,22,24,8.8,7.6,3.6,7.6,9,6.3,7.6,10,16,25,24,30,28,19,16
"2018/02/14","竹山","O3",23,15,12,11,8.5,9.8,6.2,10,23,37,48,58,64,66,73,76,72,61,35,35,20,21,23,19
"2018/02/14","竹山","PM10",85,90,103,95,76,67,63,63,60,58,47,34,38,45,43,54,54,100,113,112,97,91,84,80
"2018/02/14","竹山","SO2",1.1,2.8,2.8,2.2,2.1,2.1,2.2,2.5,2.6,2.5,2.4,2.2,2.7,2.6,2.6,3.2,3.7,3.5,2.7,2.4,2.2,2.1,1.9,2
"2018/02/15","竹山","CO",0.34,0.35,0.34,0.3,0.31,0.3,0.62,1.21,0.8,0.69,0.28,0.12,0.11,0.13,0.12,0.22,0.26,0.3,0.43,0.61,0.48,0.58,0.59,0.43
"2018/02/15","竹山","NOx",10,11,12,8.8,11,9.7,25,57,28,20,8.1,3.4,3.4,4,3.5,6.8,8.7,9,13,22,16,23,21,16
"2018/02/15","竹山","O3",24,21,18,23,17,20,8.1,5.1,23,40,40,42,45,53,52,68,75,67,54,31,30,19,19,22
"2018/02/15","竹山","PM10",75,66,63,62,55,49,63,86,74,52,35,19,17,18,19,44,68,69,71,82,85,75,72,68
"2018/02/15","竹山","SO2",2.1,1.2,1.6,1.4,1.2,1.2,1.5,2.4,2.4,2.2,1.8,1.4,1.7,1.9,1.9,3.1,4.3,3.7,3.3,2.4,1.9,1.6,1.8,1.6
"2018/02/16","竹山","CO",0.55,0.39,0.34,0.29,0.24,0.27,0.32,0.52,0.42,0.44,0.2,0.2,0.21,0.27,0.29,0.38,0.38,0.32,0.42,0.6,0.6,0.56,0.44,0.43
"2018/02/16","竹山","NOx",21,15,13,9.6,8.4,9.7,15,19,15,12,5,4,3.6,3.8,4.9,8.1,8.6,10,17,24,24,22,16,17
"2018/02/16","竹山","O3",12,16,14,13,12,14,7,7.9,19,31,37,43,49,58,62,57,51,44,32,14,8.8,9,11,6.8
"2018/02/16","竹山","PM10",77,77,57,51,44,39,38,45,51,46,36,29,32,44,61,72,77,77,83,86,88,79,68,64
"2018/02/16","竹山","SO2",1.9,1.4,1.3,1.4,1.1,1.4,1.4,1.9,2,2.2,1.8,1.7,1.9,2.3,3.2,5,4.4,3.2,2.9,2.2,1.6,1.8,1.7,1.3
"2018/02/17","竹山","CO",0.37,0.42,0.41,0.4,0.38,0.38,0.35,0.35,0.35,0.32,0.33,0.32,0.31,0.34,0.36,0.34,0.33,0.33,0.34,0.35,0.36,0.36,0.38,0.36
"2018/02/17","竹山","NOx",16,19,20,20,19,19,15,14,13,12,11,9.3,6.9,7.4,8.6,6.4,6.4,7.4,8.1,8.7,9.7,9.1,9.3,9
"2018/02/17","竹山","O3",3.4,4.2,4.4,3.5,3.7,4.1,8.4,8.8,11,17,23,29,44,51,57,64,61,55,50,43,38,34,31,28
"2018/02/17","竹山","PM10",58,76,95,91,87,85,77,71,70,61,53,55,56,62,64,65,72,71,70,71,65,59,58,54
"2018/02/17","竹山","SO2",1.9,2.3,2,2.1,2,2,1.7,1.6,2,1.8,1.9,1.8,2.2,2.3,2.5,2.2,2.1,1.9,2,1.7,1.8,1.6,1.8,1.6
"2018/02/18","竹山","CO",0.31,0.34,0.35,0.35,0.32,0.33,0.35,0.38,0.42,0.46,0.34,0.26,0.25,0.35,0.36,0.3,0.3,0.37,0.6,0.51,0.51,0.56,0.52,0.39
"2018/02/18","竹山","NOx",7.5,9.3,9.9,11,11,9.3,11,11,12,15,10,6.3,5.9,8.8,9.1,7.4,8.4,13,25,22,22,26,21,18
"2018/02/18","竹山","O3",32,30,21,21,20,22,19,13,13,17,32,47,55,67,64,59,55,47,22,21,17,12,13,15
"2018/02/18","竹山","PM10",55,59,62,63,65,75,76,66,57,52,46,40,34,49,59,46,41,45,50,53,52,51,47,43
"2018/02/18","竹山","SO2",1.2,1.4,1.4,1.5,1.2,1.2,1.2,1.4,1.5,2,1.5,1.7,1.4,2.7,3.2,2.1,2.3,3.1,2.1,1.7,1.6,1.4,1.5,1.2
"2018/02/19","竹山","CO",0.36,0.31,0.27,0.29,0.28,0.32,0.38,0.47,0.34,0.33,0.29,0.24,0.22,0.24,0.24,0.29,0.36,0.32,0.32,0.41,0.56,0.53,0.46,0.42
"2018/02/19","竹山","NOx",14,11,8.4,9.3,9.2,11,15,17,10,9.8,7.5,4,3.1,4.2,4.9,6.2,9.7,9.2,9.9,13,23,19,16,13
"2018/02/19","竹山","O3",17,16,17,17,16,12,8.4,13,22,29,35,47,51,55,58,71,60,49,42,33,14,17,16,18
"2018/02/19","竹山","PM10",39,33,33,31,28,29,33,39,37,30,29,33,28,23,22,24,53,66,54,55,58,58,55,45
"2018/02/19","竹山","SO2",1.6,1.4,1.4,1.4,1.4,1.4,1.5,1.7,1.9,2.1,1.8,1.6,1.7,2.1,1.6,2.1,4.3,3.6,3.4,2.4,2,1.7,1.7,1.4
"2018/02/20","竹山","CO",NA,NA,0.25,0.22,0.2,0.25,0.36,0.44,0.32,0.25,0.4,0.39,0.36,0.54,0.43,0.31,0.29,0.42,0.44,0.43,0.4,0.32,0.35,0.37
"2018/02/20","竹山","NOx",NA,NA,10,10,8.7,13,17,19,13,10,22,17,13,11,9.5,8.5,9,13,14,15,16,14,15,18
"2018/02/20","竹山","O3",18,17,13,12,NA,6.8,7.3,10,19,26,25,36,50,65,72,66,62,45,36,32,28,27,23,16
"2018/02/20","竹山","PM10",42,44,34,27,25,27,25,25,29,28,61,88,82,82,81,79,79,89,103,103,95,88,85,83
"2018/02/20","竹山","SO2",NA,NA,1.5,1.3,1.6,1.5,1.6,2.1,2.1,1.8,3.3,2.8,3.4,4.1,4,2.5,2.7,3.7,3.3,3,2.7,2.1,2.3,2.4
"2018/02/21","竹山","CO",0.39,0.42,0.42,0.47,0.46,0.49,0.38,0.36,0.36,0.37,0.41,0.45,0.42,0.38,0.33,0.31,0.31,0.31,0.35,0.36,0.39,0.42,0.39,0.34
"2018/02/21","竹山","NOx",17,23,23,26,26,27,19,17,18,18,18,19,15,12,12,15,16,18,20,21,23,25,24,19
"2018/02/21","竹山","O3",15,9.1,5,3.5,2.9,2,4.5,11,12,14,20,29,47,66,68,57,47,38,30,24,20,14,13,17
"2018/02/21","竹山","PM10",77,81,86,87,86,81,75,67,70,73,70,70,64,62,61,61,60,54,48,49,50,52,53,50
"2018/02/21","竹山","SO2",2.3,1.6,1.3,1.5,1.3,1.1,0.8,1.1,1.1,1.1,1.3,1.2,1.5,1.8,1.7,1.6,1.7,1.3,1.3,1.3,1.2,1.3,1.8,1.6
"2018/02/22","竹山","CO",0.34,0.37,0.34,0.31,0.29,0.28,0.31,0.36,0.38,0.45,0.44,0.47,0.4,0.44,0.47,NA,0.4,0.45,0.46,0.53,0.49,0.5,0.54,0.49
"2018/02/22","竹山","NOx",19,18,15,12,12,11,14,17,19,22,21,25,18,23,25,NA,NA,21,18,23,20,19,22,19
"2018/02/22","竹山","O3",14,14,17,22,23,24,20,14,18,20,21,18,19,23,25,NA,23,24,25,16,17,16,11,11
"2018/02/22","竹山","PM10",44,43,49,50,46,50,50,50,60,56,52,59,69,77,61,NA,22,24,23,21,22,21,20,21
"2018/02/22","竹山","SO2",1.3,1.6,1.6,1.3,1.2,1.2,1.4,1.2,1.5,1.4,1.4,1.6,1.4,1.9,1.5,NA,NA,1.3,0.9,0.9,1,0.8,0.9,0.8
"2018/02/23","竹山","CO",0.44,0.46,0.45,0.37,0.33,0.32,0.33,0.36,0.38,0.38,0.37,0.34,0.3,0.28,0.31,0.35,0.36,0.36,0.39,0.51,0.45,0.58,0.46,0.57
"2018/02/23","竹山","NOx",15,18,18,14,12,10,10,11,15,14,17,12,9.5,7.2,8.8,13,14,17,19,24,19,23,17,25
"2018/02/23","竹山","O3",14,13,11,15,20,21,20,19,NA,14,15,22,35,49,59,64,64,58,45,27,25,15,12,8
"2018/02/23","竹山","PM10",24,34,35,29,30,35,37,37,41,50,55,50,43,39,43,60,72,84,86,83,84,89,84,85
"2018/02/23","竹山","SO2",1.8,1.6,1.5,1.7,1.8,1.6,1.5,1.5,1.6,1.6,1.6,1.6,1.8,2,2.4,2.5,2.5,2.6,2.7,2.4,2.3,2,2,3
"2018/02/24","竹山","CO",0.69,0.56,0.59,0.62,0.58,0.62,0.7,0.79,0.79,0.72,0.76,0.71,0.67,0.43,0.33,0.31,0.41,0.57,0.89,0.82,0.68,0.68,0.67,0.7
"2018/02/24","竹山","NOx",26,15,20,24,24,21,27,30,37,29,31,27,26,10,6.3,5.7,11,22,32,34,25,23,34,35
"2018/02/24","竹山","O3",5.7,6.3,4.2,2,3,2,2.6,3.9,5,12,17,24,34,48,53,56,69,51,27,18,15,12,5.4,1.9
"2018/02/24","竹山","PM10",103,108,100,91,91,92,96,106,105,96,95,97,93,68,34,23,42,82,103,94,85,70,88,113
"2018/02/24","竹山","SO2",2.3,2.4,2.5,3.1,4,2.3,3.1,3.1,3.4,2.7,3,2.6,2.5,2,1.5,1.7,2.6,5.1,4.9,3.7,2.1,1.9,2.9,3.3
"2018/02/25","竹山","CO",0.6,0.5,0.48,0.46,0.41,0.38,0.44,0.53,0.47,0.49,0.57,0.51,0.43,0.37,0.37,0.35,0.35,0.37,0.4,0.42,0.43,0.42,0.36,0.36
"2018/02/25","竹山","NOx",25,16,16,16,12,11,15,20,16,19,22,19,14,11,13,14,14,17,19,23,24,23,18,16
"2018/02/25","竹山","O3",2.6,3.7,4,4.1,5.5,5.3,4.4,5.5,13,23,37,52,60,57,52,42,38,30,23,16,13,12,15,17
"2018/02/25","竹山","PM10",89,65,57,50,52,51,42,39,44,54,71,70,54,51,50,52,60,61,55,51,48,44,37,32
"2018/02/25","竹山","SO2",3,1.7,2.3,2.4,1.7,1.4,1.6,1.4,1.8,2.1,3.2,2.9,2.5,2.4,2.2,2,1.8,1.4,1.5,1.4,1.4,1.4,1.4,1.7
"2018/02/26","竹山","CO",0.35,0.34,0.33,0.3,0.26,0.26,0.29,0.31,0.33,0.32,0.31,0.33,0.34,0.31,0.28,0.28,0.27,0.27,0.31,0.33,0.35,0.37,0.32,0.3
"2018/02/26","竹山","NOx",14,15,14,13,11,10,11,13,16,16,17,15,13,11,11,11,13,15,18,17,18,18,16,14
"2018/02/26","竹山","O3",19,14,14,15,20,21,16,13,14,18,26,39,59,75,77,70,61,52,41,35,29,22,15,14
"2018/02/26","竹山","PM10",36,44,45,40,34,34,40,42,42,43,45,48,53,60,70,88,95,88,92,96,94,92,83,76
"2018/02/26","竹山","SO2",0.9,2.1,2.1,2.1,2.1,1.8,1.9,1.9,2.1,2.1,2.9,3.7,3.4,3.3,3.2,3.2,3.2,3,3,2.7,2.8,2.6,2.2,2.1
"2018/02/27","竹山","CO",0.29,0.33,0.34,0.33,0.33,0.33,0.4,0.52,0.47,0.49,0.54,0.53,0.45,0.42,0.43,NA,0.36,0.39,0.44,0.49,0.49,0.55,0.52,0.39
"2018/02/27","竹山","NOx",14,13,15,15,12,11,23,27,18,19,27,21,15,12,13,9.9,11,17,23,27,21,20,19,13
"2018/02/27","竹山","O3",10,7.2,3.9,3.6,5,4.3,2.4,4,11,17,22,35,43,53,60,71,70,57,47,36,31,18,15,13
"2018/02/27","竹山","PM10",76,76,70,64,67,72,77,88,100,105,107,108,118,121,NA,96,98,107,113,112,107,100,94,85
"2018/02/27","竹山","SO2",2.8,0.8,0.7,0.6,0.5,0.6,0.8,1.8,2.5,3.2,4.1,4.6,2.3,1.6,1.3,NA,3.4,3.2,2,2.4,2.5,1.6,1.7,1.6
"2018/02/28","竹山","CO",0.43,0.3,0.31,0.28,0.25,0.26,0.54,0.52,0.47,0.44,0.43,0.36,0.32,0.4,0.46,0.38,0.37,0.39,0.48,0.59,0.64,0.65,0.47,0.32
"2018/02/28","竹山","NOx",12,9.3,11,9.8,8.5,11,32,27,23,16,14,14,13,16,16,17,18,18,20,26,25,25,20,16
"2018/02/28","竹山","O3",16,14,9.9,7.8,11,6.5,1.5,4.3,8.8,17,34,39,44,51,57,41,36,33,23,9.2,3.9,2.7,2,1.8
"2018/02/28","竹山","PM10",79,67,58,52,42,42,76,87,64,59,54,57,57,70,102,109,92,83,87,96,103,93,74,55
"2018/02/28","竹山","SO2",1.6,1,1.1,1.2,1,1.1,1.4,1.5,1.6,1.6,3,4.2,4.2,5.3,4.4,2.9,2.2,1.7,1.7,1.5,1.4,1.4,1.3,1.1
"2018/03/01","竹山","CO",0.25,0.24,0.2,0.2,0.24,0.3,0.5,0.85,0.26,0.23,0.19,0.2,0.24,0.23,0.34,0.42,0.45,0.48,0.62,0.64,0.65,0.72,0.53,0.63
"2018/03/01","竹山","NOx",12,11,10,10,12,15,27,35,13,12,6.8,7.8,7.3,5.6,10,13,15,19,28,26,22,25,18,21
"2018/03/01","竹山","O3",2.8,3,2.7,3.3,2.2,2.1,2.3,4.3,14,23,33,41,61,72,89,86,81,73,50,32,24,11,15,12
"2018/03/01","竹山","PM10",42,29,22,21,20,21,24,33,28,24,28,29,31,34,47,69,91,115,126,125,115,100,95,97
"2018/03/01","竹山","SO2",1.3,0.7,0.4,0.3,0.5,0.3,0.5,1.2,0.7,0.4,0.5,0.8,1.1,1,2.6,4.3,4.3,3.8,4.3,3.5,1.9,1.6,1.1,2.1
"2018/03/02","竹山","CO",0.7,0.53,0.41,0.45,0.36,0.31,0.45,0.55,0.31,0.24,0.37,0.32,0.3,0.26,0.5,0.44,0.41,0.46,0.49,0.74,0.72,0.48,0.72,0.54
"2018/03/02","竹山","NOx",22,17,12,13,13,13,18,23,15,10,14,9.6,7.5,6.1,15,13,12,15,17,31,27,16,22,18
"2018/03/02","竹山","O3",7.7,9.2,15,13,10,12,11,12,21,34,48,62,71,67,92,72,65,51,42,19,15,22,12,16
"2018/03/02","竹山","PM10",101,96,75,59,51,43,38,39,43,33,50,64,48,42,77,116,108,100,101,105,106,95,90,91
"2018/03/02","竹山","SO2",2.5,2.6,2,2.1,1.8,2,2.7,3.1,2.7,2.1,2.8,2.5,2.3,2.4,5.3,4.4,3.6,4.5,4.4,3.2,2.5,2,2,2
"2018/03/03","竹山","CO",0.45,0.46,0.44,0.37,0.38,0.42,0.52,0.54,0.37,0.35,0.31,0.31,0.31,0.34,0.35,0.3,0.23,NA,NA,NA,NA,NA,NA,NA
"2018/03/03","竹山","NOx",15,16,15,10,12,14,18,17,12,9.8,8.7,8.3,8.8,7.3,7.2,6.5,5.8,4.1,NA,NA,NA,NA,NA,NA
"2018/03/03","竹山","O3",16,12,9.1,16,14,9.5,8.5,14,23,36,46,57,57,66,74,67,50,20,NA,NA,NA,NA,NA,NA
"2018/03/03","竹山","PM10",88,88,84,78,82,84,79,76,64,56,64,64,65,70,72,68,55,NA,NA,NA,NA,NA,NA,NA
"2018/03/03","竹山","SO2",2.4,2.4,2.2,1.8,1.9,2,2.2,2.4,2.6,2.7,3,3.5,3.4,3.9,3.5,3.8,3.3,NA,NA,NA,NA,NA,NA,NA
"2018/03/04","竹山","CO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,0.37,0.25,0.21,0.37,0.37,0.27,0.32,0.29,0.26
"2018/03/04","竹山","NOx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,7.9,5.8,13,14,10,14,11,10
"2018/03/04","竹山","O3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,61,39,27,17,11,9.5,7.1,7.9,7.8
"2018/03/04","竹山","PM10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,80,89,63,53,58,59,49,39,38
"2018/03/04","竹山","SO2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4,6,5.4,3.3,2.5,2.2,1.7,1.7,1.6,1.5
"2018/03/05","竹山","CO",0.26,0.18,0.16,0.16,0.16,0.17,0.35,0.38,0.31,0.25,0.17,NA,0.23,0.13,NA,NA,NA,NA,NA,0.18,0.27,0.28,0.33,0.35
"2018/03/05","竹山","NOx",11,11,11,11,12,16,25,20,16,16,9,NA,11,7.8,2.7,NA,NA,NA,NA,11,17,16,19,19
"2018/03/05","竹山","O3",6.2,4.6,3.6,2.4,1.9,1.6,1.6,4.1,7.5,11,20,NA,32,31,8.3,NA,NA,NA,NA,13,12,14,11,10
"2018/03/05","竹山","PM10",41,36,33,31,32,31,28,30,33,33,27,NA,44,47,NA,NA,NA,NA,NA,31,37,48,48,45
"2018/03/05","竹山","SO2",2.4,1.9,1.5,1.5,1.4,1.5,1.7,1.6,1.7,2.5,2.1,NA,2.8,2.6,NA,NA,NA,NA,NA,5,5.3,5.4,5.5,5.2
